,STATE,ZIPCODE,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,city,address,lat,long,categories,name
25566,SC,29550,12280.0,12280.0,632365.0,10340.0,459484.0,,,,,,
25567,SC,29554,3710.0,3710.0,137291.0,3190.0,101643.0,,,,,,
25568,SC,29555,2410.0,2410.0,104308.0,2130.0,80855.0,,,,,,
25569,SC,29556,4920.0,4920.0,163538.0,4160.0,118659.0,,,,,,
25570,SC,29560,5380.0,5380.0,196928.0,4690.0,146036.0,,,,,,
25571,SC,29563,1030.0,1030.0,38220.0,870.0,27857.0,,,,,,
25572,SC,29564,370.0,370.0,10061.0,310.0,7976.0,,,,,,
25573,SC,29565,2630.0,2630.0,95887.0,2310.0,74971.0,,,,,,
25574,SC,29566,9800.0,9800.0,472708.0,6930.0,238528.0,,,,,,
25575,SC,29567,310.0,310.0,9773.0,280.0,7680.0,,,,,,
25576,SC,29568,6820.0,6820.0,285304.0,5280.0,167740.0,,,,,,
25577,SC,29569,7260.0,7260.0,264529.0,6120.0,193466.0,,,,,,
25578,SC,29570,1470.0,1470.0,45652.0,1300.0,37318.0,,,,,,
25579,SC,29571,6300.0,6300.0,214488.0,5450.0,159764.0,,,,,,
25580,SC,29572,5540.0,5540.0,540547.0,3890.0,239875.0,,,,,,
25581,SC,29574,4520.0,4520.0,150926.0,3910.0,108076.0,,,,,,
25582,SC,29575,9020.0,9020.0,483689.0,6500.0,247619.0,,,,,,
25583,SC,29576,15320.0,15320.0,1004939.0,9940.0,461383.0,,,,,,
25584,SC,29577,15620.0,15620.0,810933.0,12460.0,449749.0,,,,,,
25585,SC,29579,21160.0,21160.0,1238049.0,17150.0,783659.0,,,,,,
25586,SC,29580,560.0,560.0,16346.0,500.0,13510.0,,,,,,
25587,SC,29581,1710.0,1710.0,64842.0,1410.0,47985.0,,,,,,
25588,SC,29582,9050.0,9050.0,602405.0,6120.0,274255.0,,,,,,
25589,SC,29583,2030.0,2030.0,82732.0,1730.0,62150.0,,,,,,
25590,SC,29584,920.0,920.0,33830.0,770.0,27253.0,,,,,,
25591,SC,29585,8090.0,8090.0,770530.0,5350.0,328093.0,,,,,,
25592,SC,29588,21520.0,21520.0,954864.0,17110.0,629320.0,,,,,,
25593,SC,29590,950.0,950.0,27917.0,820.0,22457.0,,,,,,
25594,SC,29591,1890.0,1890.0,72056.0,1610.0,57314.0,,,,,,
25595,SC,29592,470.0,470.0,14407.0,420.0,12642.0,,,,,,
25596,SC,29593,770.0,770.0,26873.0,680.0,20894.0,,,,,,
25597,SC,29596,950.0,950.0,32775.0,850.0,28011.0,,,,,,
25598,SC,29601,5060.0,5060.0,565479.0,4350.0,315215.0,,,,,,
25599,SC,29605,15700.0,15700.0,1194941.0,13640.0,783364.0,Greenville,104 Mauldin Rd A,34.8058,-82.3781,brewery,G & G Brewing LLC
25600,SC,29607,19340.0,19340.0,1400040.0,16890.0,977699.0,Greenville,2131 Woodruff Rd,,,brewery,What's On Tap?
25601,SC,29607,19340.0,19340.0,1400040.0,16890.0,977699.0,Greenville,1401 Woodruff Rd C2,34.8261,-82.2979,brewery,Smoke N Brew
25602,SC,29607,19340.0,19340.0,1400040.0,16890.0,977699.0,Greenville,55 Airview Dr,34.8466,-82.3451,brewery,Quest Brewing Co
25603,SC,29609,13200.0,13200.0,880992.0,11160.0,589274.0,Greenville,1405 Poinsett Hwy,34.8802,-82.4047,brewery,Pub
25604,SC,29611,12330.0,12330.0,399193.0,10870.0,329388.0,,,,,,
25605,SC,29615,18700.0,18700.0,1485299.0,15070.0,933373.0,,,,,,
25606,SC,29617,11190.0,11190.0,510207.0,9330.0,345503.0,,,,,,
25607,SC,29620,5250.0,5250.0,231753.0,4410.0,170566.0,,,,,,
25608,SC,29621,18120.0,18120.0,1145106.0,14840.0,783080.0,,,,,,
25609,SC,29624,5790.0,5790.0,161573.0,5250.0,134202.0,,,,,,
25610,SC,29625,12100.0,12100.0,575811.0,10410.0,425222.0,,,,,,
25611,SC,29626,5540.0,5540.0,263199.0,4650.0,181476.0,,,,,,
25612,SC,29627,7480.0,7480.0,352227.0,6400.0,268108.0,,,,,,
25613,SC,29628,910.0,910.0,27988.0,810.0,24154.0,,,,,,
25614,SC,29630,5320.0,5320.0,247571.0,4670.0,186610.0,,,,,,
25615,SC,29631,4440.0,4440.0,336535.0,3570.0,206542.0,,,,,,
25616,SC,29635,630.0,630.0,35081.0,470.0,20841.0,,,,,,
25617,SC,29638,1140.0,1140.0,54848.0,990.0,41284.0,,,,,,
25618,SC,29639,540.0,540.0,26440.0,410.0,16254.0,,,,,,
25619,SC,29640,13010.0,13010.0,578451.0,11290.0,450986.0,,,,,,
25620,SC,29642,14910.0,14910.0,978788.0,12660.0,709322.0,,,,,,
25621,SC,29643,1190.0,1190.0,71504.0,910.0,45651.0,,,,,,
25622,SC,29644,8980.0,8980.0,483863.0,7880.0,369135.0,,,,,,
25623,SC,29645,4330.0,4330.0,186923.0,3810.0,151819.0,,,,,,
25624,SC,29646,10740.0,10740.0,449428.0,9190.0,323629.0,,,,,,
25625,SC,29649,11450.0,11450.0,619567.0,9590.0,429235.0,,,,,,
25626,SC,29650,16240.0,16240.0,1416065.0,13740.0,970205.0,Greer,242 W Wade Hampton Blvd,34.949,-82.2337,brewery,C T's Village Pub
25627,SC,29651,20280.0,20280.0,1281440.0,17410.0,957030.0,Greer,120 Chandler Creek Ln,,,brewery,Brew For The Love LLC
25628,SC,29653,2000.0,2000.0,91093.0,1700.0,68811.0,,,,,,
25629,SC,29654,3950.0,3950.0,180132.0,3380.0,138905.0,,,,,,
25630,SC,29655,2790.0,2790.0,112085.0,2360.0,87635.0,,,,,,
25631,SC,29657,6240.0,6240.0,273657.0,5460.0,217291.0,,,,,,
25632,SC,29658,150.0,150.0,6780.0,120.0,4693.0,,,,,,
25633,SC,29661,2240.0,2240.0,111320.0,1880.0,79297.0,,,,,,
25634,SC,29662,7450.0,7450.0,364117.0,6510.0,290516.0,,,,,,
25635,SC,29664,670.0,670.0,30429.0,490.0,19621.0,,,,,,
25636,SC,29666,2840.0,2840.0,148568.0,2310.0,98100.0,,,,,,
25637,SC,29667,170.0,170.0,8068.0,160.0,6665.0,,,,,,
25638,SC,29669,5220.0,5220.0,247280.0,4510.0,194875.0,,,,,,
25639,SC,29670,3920.0,3920.0,207533.0,3260.0,141019.0,,,,,,
25640,SC,29671,7720.0,7720.0,363506.0,6470.0,271085.0,,,,,,
25641,SC,29672,5430.0,5430.0,512093.0,3930.0,285819.0,,,,,,
25642,SC,29673,12130.0,12130.0,665230.0,10610.0,507952.0,,,,,,
25643,SC,29676,2610.0,2610.0,262884.0,1580.0,111349.0,,,,,,
25644,SC,29678,9060.0,9060.0,422416.0,7780.0,312110.0,,,,,,
25645,SC,29680,14910.0,14910.0,932350.0,13120.0,743973.0,,,,,,
25646,SC,29681,25800.0,25800.0,2292851.0,22040.0,1676721.0,Simpsonville,4 Nevin CT,34.8146,-82.2689,brewery,Fox 'n' Arms Brewing Co LLC
25647,SC,29682,1670.0,1670.0,104303.0,1390.0,77309.0,,,,,,
25648,SC,29683,170.0,170.0,5324.0,150.0,4699.0,,,,,,
25649,SC,29684,1910.0,1910.0,79386.0,1650.0,62056.0,,,,,,
25650,SC,29685,700.0,700.0,161965.0,510.0,87901.0,,,,,,
25651,SC,29686,420.0,420.0,22037.0,320.0,14154.0,,,,,,
25652,SC,29687,19560.0,19560.0,1003058.0,16290.0,741202.0,,,,,,
25653,SC,29689,1850.0,1850.0,108394.0,1470.0,73319.0,,,,,,
25654,SC,29690,9250.0,9250.0,568764.0,7670.0,372723.0,,,,,,
25655,SC,29691,4300.0,4300.0,181727.0,3590.0,134863.0,Walhalla,Cl. Los Panaderos 2 Pol. Ind. La Dehesilla,36.37709,-5.252052,brewery,Gran de Select
25656,SC,29692,1850.0,1850.0,75291.0,1580.0,58870.0,,,,,,
25657,SC,29693,5790.0,5790.0,264133.0,4810.0,190783.0,,,,,,
25658,SC,29696,2030.0,2030.0,116418.0,1660.0,84355.0,,,,,,
25659,SC,29697,5470.0,5470.0,277326.0,4750.0,219339.0,,,,,,
25660,SC,29702,3820.0,3820.0,149463.0,3360.0,115584.0,,,,,,
25661,SC,29704,1610.0,1610.0,77702.0,1400.0,61743.0,,,,,,
25662,SC,29706,8330.0,8330.0,323718.0,7340.0,247150.0,,,,,,
25663,SC,29707,13400.0,13400.0,1194676.0,9750.0,768528.0,,,,,,
25664,SC,29708,15020.0,15020.0,1565989.0,13000.0,1237027.0,Fort Mill,167 Lake Point Dr,35.084,-80.9558,brewery,Labrador Brewing Co LLC
25665,SC,29709,2600.0,2600.0,113641.0,2200.0,84209.0,,,,,,
25666,SC,29710,15830.0,15830.0,1186684.0,13590.0,867340.0,,,,,,
25667,SC,29712,1060.0,1060.0,51630.0,920.0,41487.0,,,,,,
25668,SC,29714,1230.0,1230.0,51106.0,1100.0,41511.0,,,,,,
25669,SC,29715,15000.0,15000.0,1276294.0,13320.0,1013482.0,Fort Mill,2204 Culp Farms Dr,35.0631,-80.9202,brewery,Payneless Brewing Co LLC
25670,SC,29717,590.0,590.0,27266.0,520.0,22602.0,,,,,,
25671,SC,29718,1450.0,1450.0,53677.0,1260.0,43503.0,,,,,,
25672,SC,29720,19630.0,19630.0,865052.0,17000.0,665121.0,Lancaster,2271 Boxcar Rd,34.77212,-80.83281,brewery,Benford Brewing Co.
25673,SC,29726,750.0,750.0,37655.0,630.0,29365.0,,,,,,
25674,SC,29727,590.0,590.0,21179.0,530.0,18004.0,,,,,,
25675,SC,29728,3770.0,3770.0,140410.0,3270.0,103750.0,,,,,,
25676,SC,29729,1040.0,1040.0,46361.0,910.0,37177.0,,,,,,
25677,SC,29730,24980.0,24980.0,1104774.0,22360.0,890601.0,,,,,,
25678,SC,29732,27340.0,27340.0,1714077.0,23350.0,1231839.0,,,,,,
25679,SC,29741,710.0,710.0,27475.0,600.0,22027.0,,,,,,
25680,SC,29742,1080.0,1080.0,47284.0,920.0,36765.0,,,,,,
25681,SC,29743,530.0,530.0,24335.0,440.0,19003.0,,,,,,
25682,SC,29745,13540.0,13540.0,771347.0,11820.0,593944.0,,,,,,
25683,SC,29801,10810.0,10810.0,556842.0,8950.0,358022.0,,,,,,
25684,SC,29803,18230.0,18230.0,1357632.0,13870.0,822555.0,,,,,,
25685,SC,29805,2400.0,2400.0,119970.0,2000.0,89230.0,,,,,,
25686,SC,29809,1070.0,1070.0,45727.0,890.0,34562.0,,,,,,
25687,SC,29810,1700.0,1700.0,53548.0,1470.0,37660.0,,,,,,
25688,SC,29812,4510.0,4510.0,197147.0,3850.0,146112.0,,,,,,
25689,SC,29816,270.0,270.0,10181.0,220.0,7933.0,,,,,,
25690,SC,29817,1640.0,1640.0,57721.0,1430.0,43861.0,,,,,,
25691,SC,29819,620.0,620.0,23368.0,550.0,18810.0,,,,,,
25692,SC,29821,600.0,600.0,37029.0,500.0,26147.0,,,,,,
25693,SC,29824,2590.0,2590.0,130147.0,2150.0,90418.0,,,,,,
25694,SC,29827,1170.0,1170.0,35523.0,1010.0,28077.0,,,,,,
25695,SC,29828,390.0,390.0,12918.0,320.0,9831.0,,,,,,
25696,SC,29829,4620.0,4620.0,243507.0,4080.0,200303.0,,,,,,
25697,SC,29831,1630.0,1630.0,79344.0,1400.0,58423.0,,,,,,
25698,SC,29832,2200.0,2200.0,83119.0,1950.0,64567.0,,,,,,
25699,SC,29834,360.0,360.0,14026.0,290.0,10876.0,,,,,,
25700,SC,29835,2830.0,2830.0,144683.0,1850.0,60054.0,,,,,,
25701,SC,29836,190.0,190.0,6046.0,150.0,4521.0,,,,,,
25702,SC,29838,240.0,240.0,19315.0,180.0,11905.0,,,,,,
25703,SC,29841,14030.0,14030.0,808281.0,11760.0,567232.0,,,,,,
25704,SC,29842,3080.0,3080.0,136476.0,2690.0,105531.0,,,,,,
25705,SC,29843,430.0,430.0,17065.0,370.0,12937.0,,,,,,
25706,SC,29845,490.0,490.0,18151.0,390.0,13183.0,,,,,,
25707,SC,29847,2040.0,2040.0,91890.0,1770.0,70001.0,,,,,,
25708,SC,29848,340.0,340.0,14622.0,260.0,9575.0,,,,,,
25709,SC,29849,120.0,120.0,5532.0,100.0,4135.0,,,,,,
25710,SC,29851,3070.0,3070.0,129561.0,2660.0,106482.0,,,,,,
25711,SC,29853,2510.0,2510.0,103316.0,2150.0,77703.0,,,,,,
25712,SC,29856,1070.0,1070.0,40780.0,880.0,31391.0,,,,,,
25713,SC,29860,6860.0,6860.0,465648.0,5640.0,332736.0,,,,,,
25714,SC,29902,6310.0,6310.0,396084.0,5030.0,246217.0,,,,,,
25715,SC,29904,520.0,520.0,12438.0,520.0,12094.0,,,,,,
25716,SC,29905,290.0,290.0,6623.0,280.0,6498.0,,,,,,
25717,SC,29906,8700.0,8700.0,382362.0,7710.0,285875.0,,,,,,
25718,SC,29907,5990.0,5990.0,463810.0,4710.0,270036.0,,,,,,
25719,SC,29909,10570.0,10570.0,973157.0,4730.0,280081.0,,,,,,
25720,SC,29910,20710.0,20710.0,1702496.0,16560.0,1001230.0,Bluffton,203 Bluffton Rd,32.238052,-80.859955,brewery,Salt Marsh Brewing
25721,SC,29910,20710.0,20710.0,1702496.0,16560.0,1001230.0,Bluffton,203 Bluffton rd,,,brewery,Salt Marsh Brewing
25722,SC,29911,630.0,630.0,25903.0,550.0,19177.0,,,,,,
25723,SC,29915,210.0,210.0,37225.0,120.0,14868.0,,,,,,
25724,SC,29916,600.0,600.0,24280.0,520.0,17518.0,,,,,,
25725,SC,29918,1700.0,1700.0,68517.0,1500.0,47502.0,,,,,,
25726,SC,29920,4520.0,4520.0,300571.0,3220.0,123572.0,,,,,,
25727,SC,29921,110.0,110.0,3433.0,80.0,2084.0,,,,,,
25728,SC,29922,410.0,410.0,11213.0,380.0,9058.0,,,,,,
25729,SC,29923,110.0,110.0,2433.0,100.0,2081.0,,,,,,
25730,SC,29924,1720.0,1720.0,76902.0,1380.0,52484.0,,,,,,
25731,SC,29926,11750.0,11750.0,1167854.0,7970.0,484420.0,Hilton Head Island,1Cardinal Court,,,brewery,Hilton Head Brewing Company
25732,SC,29927,3440.0,3440.0,149160.0,2850.0,102813.0,,,,,,
25733,SC,29928,8170.0,8170.0,1202612.0,5250.0,447938.0,,,,,,
25734,SC,29929,470.0,470.0,17826.0,370.0,13872.0,,,,,,
25735,SC,29932,110.0,110.0,3375.0,100.0,2312.0,,,,,,
25736,SC,29934,420.0,420.0,13044.0,370.0,10469.0,,,,,,
25737,SC,29935,1840.0,1840.0,76612.0,1560.0,55451.0,,,,,,
25738,SC,29936,5400.0,5400.0,210241.0,4650.0,158878.0,Ridgeland,591 Browns Cove Rd,,,brewery,River Dog Brewing
25739,SC,29940,1490.0,1490.0,63448.0,1270.0,41986.0,,,,,,
25740,SC,29941,340.0,340.0,83787.0,220.0,16164.0,,,,,,
25741,SC,29943,240.0,240.0,7587.0,200.0,5732.0,,,,,,
25742,SC,29944,1970.0,1970.0,72891.0,1710.0,57160.0,,,,,,
25743,SC,29945,1910.0,1910.0,61534.0,1660.0,47711.0,,,,,,
25744,SD,57001,680.0,680.0,37404.0,550.0,23478.0,,,,,,
25745,SD,57002,590.0,590.0,34554.0,530.0,25379.0,,,,,,
25746,SD,57003,980.0,980.0,67502.0,890.0,49750.0,,,,,,
25747,SD,57004,1660.0,1660.0,107404.0,1370.0,66067.0,,,,,,
25748,SD,57005,5690.0,5690.0,456986.0,5080.0,312825.0,,,,,,
25749,SD,57006,10010.0,10010.0,687232.0,8710.0,430618.0,,,,,,
25750,SD,57010,250.0,250.0,17138.0,210.0,10137.0,,,,,,
25751,SD,57012,550.0,550.0,36153.0,480.0,22024.0,,,,,,
25752,SD,57013,2190.0,2190.0,140425.0,1920.0,94249.0,,,,,,
25753,SD,57014,680.0,680.0,35663.0,560.0,23523.0,,,,,,
25754,SD,57015,400.0,400.0,31166.0,350.0,19300.0,,,,,,
25755,SD,57016,340.0,340.0,24636.0,280.0,15186.0,,,,,,
25756,SD,57017,620.0,620.0,46122.0,550.0,27414.0,,,,,,
25757,SD,57018,680.0,680.0,41805.0,570.0,29897.0,,,,,,
25758,SD,57020,760.0,760.0,54913.0,710.0,41191.0,,,,,,
25759,SD,57021,130.0,130.0,7314.0,90.0,4737.0,,,,,,
25760,SD,57022,2520.0,2520.0,264831.0,2190.0,122285.0,,,,,,
25761,SD,57024,170.0,170.0,8426.0,150.0,5238.0,,,,,,
25762,SD,57025,1370.0,1370.0,94729.0,1160.0,65225.0,,,,,,
25763,SD,57026,620.0,620.0,36247.0,530.0,23698.0,,,,,,
25764,SD,57028,1530.0,1530.0,79132.0,1240.0,47163.0,,,,,,
25765,SD,57029,1000.0,1000.0,59265.0,780.0,31207.0,,,,,,
25766,SD,57030,1400.0,1400.0,101586.0,1250.0,67052.0,,,,,,
25767,SD,57031,340.0,340.0,17719.0,300.0,11716.0,,,,,,
25768,SD,57032,3480.0,3480.0,288424.0,3240.0,209901.0,,,,,,
25769,SD,57033,2600.0,2600.0,187850.0,2320.0,133107.0,,,,,,
25770,SD,57034,330.0,330.0,18959.0,280.0,12137.0,,,,,,
25771,SD,57035,560.0,560.0,38568.0,480.0,23882.0,,,,,,
25772,SD,57036,390.0,390.0,23121.0,310.0,14219.0,,,,,,
25773,SD,57037,420.0,420.0,20568.0,370.0,12929.0,,,,,,
25774,SD,57038,820.0,820.0,92462.0,690.0,63293.0,,,,,,
25775,SD,57039,1680.0,1680.0,108645.0,1470.0,73521.0,,,,,,
25776,SD,57040,170.0,170.0,7858.0,160.0,5716.0,,,,,,
25777,SD,57042,5250.0,5250.0,336552.0,3870.0,178999.0,,,,,,
25778,SD,57043,670.0,670.0,39504.0,520.0,23083.0,,,,,,
25779,SD,57045,470.0,470.0,25307.0,340.0,12116.0,,,,,,
25780,SD,57046,320.0,320.0,16841.0,270.0,11710.0,,,,,,
25781,SD,57047,100.0,100.0,5040.0,90.0,3309.0,,,,,,
25782,SD,57048,530.0,530.0,33281.0,450.0,22141.0,,,,,,
25783,SD,57049,3590.0,3590.0,640262.0,3090.0,288601.0,,,,,,
25784,SD,57051,120.0,120.0,8778.0,100.0,2806.0,,,,,,
25785,SD,57052,130.0,130.0,6794.0,110.0,3446.0,,,,,,
25786,SD,57053,940.0,940.0,59251.0,800.0,37812.0,,,,,,
25787,SD,57054,230.0,230.0,12091.0,180.0,6056.0,,,,,,
25788,SD,57055,570.0,570.0,50060.0,490.0,29455.0,,,,,,
25789,SD,57058,930.0,930.0,55281.0,760.0,33220.0,,,,,,
25790,SD,57059,560.0,560.0,31382.0,440.0,16907.0,,,,,,
25791,SD,57062,560.0,560.0,27705.0,420.0,15516.0,,,,,,
25792,SD,57063,420.0,420.0,22216.0,330.0,13808.0,,,,,,
25793,SD,57064,2830.0,2830.0,184967.0,2640.0,150846.0,,,,,,
25794,SD,57065,160.0,160.0,9707.0,140.0,6421.0,,,,,,
25795,SD,57066,710.0,710.0,41404.0,570.0,21829.0,,,,,,
25796,SD,57067,180.0,180.0,9762.0,140.0,6179.0,,,,,,
25797,SD,57068,750.0,750.0,49573.0,680.0,35225.0,,,,,,
25798,SD,57069,4290.0,4290.0,231983.0,3680.0,153946.0,,,,,,
25799,SD,57070,590.0,590.0,30765.0,480.0,19582.0,,,,,,
25800,SD,57071,1430.0,1430.0,90126.0,1270.0,63036.0,,,,,,
25801,SD,57072,310.0,310.0,17624.0,270.0,10606.0,,,,,,
25802,SD,57073,290.0,290.0,15152.0,210.0,8650.0,,,,,,
25803,SD,57075,540.0,540.0,60780.0,440.0,30704.0,,,,,,
25804,SD,57076,130.0,130.0,9750.0,110.0,3505.0,,,,,,
25805,SD,57077,670.0,670.0,41804.0,600.0,31638.0,,,,,,
25806,SD,57078,9220.0,9220.0,550792.0,7760.0,362432.0,,,,,,
25807,SD,57103,18400.0,18400.0,1109694.0,16250.0,793709.0,,,,,,
25808,SD,57104,14650.0,14650.0,671985.0,12180.0,427362.0,Sioux Falls,101 S Phillips Ave,43.546967,-96.727165,brewery,Woodgrain Brewing Company
25809,SD,57105,11520.0,11520.0,893248.0,9840.0,524593.0,,,,,,
25810,SD,57106,22660.0,22660.0,1345172.0,20460.0,1027550.0,Sioux Falls,2425 S Shirley Ave,43.524387,-96.77763,brewery,Hydra Beer Company
25811,SD,57106,22660.0,22660.0,1345172.0,20460.0,1027550.0,Sioux Falls,2425 S Shirley Ave Ste 112,,,brewery,Hydra Beer Co-Taphouse & Brewery
25812,SD,57107,5100.0,5100.0,273715.0,4670.0,210606.0,,,,,,
25813,SD,57108,13310.0,13310.0,1751237.0,11340.0,1032694.0,,,,,,
25814,SD,57110,8900.0,8900.0,680501.0,7920.0,484362.0,,,,,,
25815,SD,57201,12630.0,12630.0,763007.0,10960.0,482360.0,,,,,,
25816,SD,57212,1010.0,1010.0,66198.0,840.0,36710.0,,,,,,
25817,SD,57213,140.0,140.0,7477.0,110.0,4352.0,,,,,,
25818,SD,57216,590.0,590.0,37667.0,480.0,22362.0,,,,,,
25819,SD,57217,100.0,100.0,5093.0,70.0,2720.0,,,,,,
25820,SD,57218,130.0,130.0,7452.0,120.0,4785.0,,,,,,
25821,SD,57219,250.0,250.0,13795.0,190.0,6684.0,,,,,,
25822,SD,57220,370.0,370.0,24702.0,320.0,15912.0,,,,,,
25823,SD,57221,340.0,340.0,22057.0,290.0,11704.0,,,,,,
25824,SD,57223,590.0,590.0,35571.0,500.0,22874.0,,,,,,
25825,SD,57225,790.0,790.0,46969.0,600.0,23827.0,,,,,,
25826,SD,57226,940.0,940.0,53789.0,790.0,34615.0,,,,,,
25827,SD,57227,180.0,180.0,10924.0,140.0,5425.0,,,,,,
25828,SD,57231,770.0,770.0,51875.0,600.0,26575.0,,,,,,
25829,SD,57232,160.0,160.0,8062.0,120.0,4358.0,,,,,,
25830,SD,57234,560.0,560.0,32845.0,460.0,19695.0,,,,,,
25831,SD,57235,380.0,380.0,21771.0,310.0,13329.0,,,,,,
25832,SD,57237,300.0,300.0,23556.0,240.0,11872.0,,,,,,
25833,SD,57238,210.0,210.0,10773.0,170.0,6691.0,,,,,,
25834,SD,57239,110.0,110.0,6854.0,70.0,3454.0,,,,,,
25835,SD,57241,470.0,470.0,26534.0,420.0,16153.0,,,,,,
25836,SD,57242,190.0,190.0,12503.0,160.0,5209.0,,,,,,
25837,SD,57243,290.0,290.0,15427.0,240.0,9259.0,,,,,,
25838,SD,57247,170.0,170.0,12398.0,130.0,5613.0,,,,,,
25839,SD,57248,460.0,460.0,30968.0,390.0,17152.0,,,,,,
25840,SD,57249,490.0,490.0,30516.0,390.0,16868.0,,,,,,
25841,SD,57252,2350.0,2350.0,142588.0,1990.0,87776.0,,,,,,
25842,SD,57255,240.0,240.0,11711.0,190.0,6222.0,,,,,,
25843,SD,57257,250.0,250.0,9295.0,230.0,6707.0,,,,,,
25844,SD,57258,90.0,90.0,6502.0,70.0,2337.0,,,,,,
25845,SD,57259,220.0,220.0,13447.0,170.0,6867.0,,,,,,
25846,SD,57260,460.0,460.0,30093.0,350.0,14508.0,,,,,,
25847,SD,57261,150.0,150.0,6277.0,110.0,4169.0,,,,,,
25848,SD,57262,2200.0,2200.0,94843.0,1920.0,66087.0,,,,,,
25849,SD,57263,210.0,210.0,9341.0,180.0,6212.0,,,,,,
25850,SD,57266,260.0,260.0,12164.0,240.0,8328.0,,,,,,
25851,SD,57268,190.0,190.0,11868.0,170.0,6692.0,,,,,,
25852,SD,57269,200.0,200.0,12384.0,160.0,6402.0,,,,,,
25853,SD,57270,280.0,280.0,11138.0,240.0,7491.0,,,,,,
25854,SD,57273,480.0,480.0,21133.0,380.0,12050.0,,,,,,
25855,SD,57274,1410.0,1410.0,74011.0,1090.0,40961.0,,,,,,
25856,SD,57276,550.0,550.0,28767.0,450.0,20398.0,,,,,,
25857,SD,57278,290.0,290.0,15443.0,220.0,7396.0,,,,,,
25858,SD,57279,500.0,500.0,28920.0,360.0,13270.0,,,,,,
25859,SD,57301,9020.0,9020.0,532518.0,7700.0,338123.0,,,,,,
25860,SD,57311,590.0,590.0,36249.0,520.0,23680.0,,,,,,
25861,SD,57312,220.0,220.0,15153.0,180.0,8641.0,,,,,,
25862,SD,57313,550.0,550.0,31184.0,430.0,16409.0,,,,,,
25863,SD,57314,280.0,280.0,14527.0,230.0,7792.0,,,,,,
25864,SD,57315,460.0,460.0,24475.0,380.0,13544.0,,,,,,
25865,SD,57317,200.0,200.0,10540.0,160.0,5337.0,,,,,,
25866,SD,57319,470.0,470.0,26142.0,390.0,13016.0,,,,,,
25867,SD,57321,170.0,170.0,7727.0,140.0,5084.0,,,,,,
25868,SD,57322,180.0,180.0,9777.0,70.0,1875.0,,,,,,
25869,SD,57323,100.0,100.0,5045.0,70.0,2025.0,,,,,,
25870,SD,57324,190.0,190.0,10950.0,160.0,6484.0,,,,,,
25871,SD,57325,1590.0,1590.0,84646.0,1350.0,53421.0,,,,,,
25872,SD,57328,490.0,490.0,28119.0,400.0,15075.0,,,,,,
25873,SD,57329,100.0,100.0,5483.0,80.0,2431.0,,,,,,
25874,SD,57330,180.0,180.0,8598.0,130.0,4361.0,,,,,,
25875,SD,57331,210.0,210.0,11104.0,180.0,7778.0,,,,,,
25876,SD,57332,950.0,950.0,56716.0,450.0,16570.0,,,,,,
25877,SD,57334,430.0,430.0,22736.0,390.0,14070.0,,,,,,
25878,SD,57335,110.0,110.0,5406.0,80.0,2989.0,,,,,,
25879,SD,57339,510.0,510.0,13022.0,500.0,11489.0,,,,,,
25880,SD,57340,160.0,160.0,9657.0,110.0,4699.0,,,,,,
25881,SD,57342,270.0,270.0,15038.0,190.0,6787.0,,,,,,
25882,SD,57345,560.0,560.0,33441.0,430.0,16823.0,,,,,,
25883,SD,57348,270.0,270.0,17883.0,220.0,7237.0,,,,,,
25884,SD,57349,690.0,690.0,38797.0,560.0,21758.0,,,,,,
25885,SD,57350,7230.0,7230.0,385452.0,6320.0,254896.0,,,,,,
25886,SD,57353,330.0,330.0,19410.0,260.0,9643.0,,,,,,
25887,SD,57355,490.0,490.0,25009.0,380.0,13260.0,,,,,,
25888,SD,57356,700.0,700.0,27593.0,590.0,17471.0,,,,,,
25889,SD,57359,300.0,300.0,18499.0,250.0,10814.0,,,,,,
25890,SD,57362,990.0,990.0,60699.0,790.0,31918.0,,,,,,
25891,SD,57363,430.0,430.0,23294.0,360.0,14955.0,,,,,,
25892,SD,57365,230.0,230.0,11888.0,210.0,7287.0,,,,,,
25893,SD,57366,1120.0,1120.0,67004.0,920.0,40568.0,,,,,,
25894,SD,57367,100.0,100.0,8063.0,80.0,4300.0,,,,,,
25895,SD,57368,560.0,560.0,29827.0,470.0,18508.0,,,,,,
25896,SD,57369,1070.0,1070.0,81402.0,850.0,33770.0,,,,,,
25897,SD,57370,370.0,370.0,19082.0,310.0,9978.0,,,,,,
25898,SD,57371,110.0,110.0,11014.0,90.0,3206.0,,,,,,
25899,SD,57373,190.0,190.0,11003.0,160.0,4692.0,,,,,,
25900,SD,57374,170.0,170.0,7919.0,120.0,4502.0,,,,,,
25901,SD,57375,320.0,320.0,15783.0,240.0,8160.0,,,,,,
25902,SD,57376,430.0,430.0,21396.0,310.0,11078.0,,,,,,
25903,SD,57380,1250.0,1250.0,58712.0,1090.0,35910.0,,,,,,
25904,SD,57381,230.0,230.0,13416.0,160.0,6173.0,,,,,,
25905,SD,57382,610.0,610.0,32816.0,450.0,17591.0,,,,,,
25906,SD,57383,340.0,340.0,17536.0,250.0,9038.0,,,,,,
