,STATE,ZIP Code,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,Brewery,Address,City,State
9944,IA,52772,2420.0,2420.0,150078.0,1970.0,100071.0,,,,
9945,IA,52773,1140.0,1140.0,69476.0,940.0,47939.0,,,,
9946,IA,52776,2310.0,2310.0,127678.0,2040.0,94344.0,,,,
9947,IA,52777,620.0,620.0,31741.0,520.0,20815.0,,,,
9948,IA,52778,1880.0,1880.0,112378.0,1630.0,84812.0,,,,
9949,IA,52801,650.0,650.0,27771.0,600.0,24883.0,front street brewery - ia,208 e river dr,Davenport,IA
9950,IA,52801,650.0,650.0,27771.0,600.0,24883.0,great river brewery,332 e 2nd st,Davenport,IA
9951,IA,52802,4450.0,4450.0,147800.0,3990.0,121758.0,,,,
9952,IA,52803,10070.0,10070.0,516060.0,8830.0,380583.0,baked beer and beer co,1113 mound st,Davenport,IA
9953,IA,52804,12260.0,12260.0,581429.0,10420.0,436080.0,,,,
9954,IA,52806,13070.0,13070.0,673570.0,11030.0,500964.0,,,,
9955,IA,52807,7230.0,7230.0,615032.0,6020.0,395787.0,granite city food & brewery (#6),5270 utica ridge rd,Davenport,IA
9956,KS,66002,5340.0,5340.0,274151.0,4490.0,192751.0,,,,
9957,KS,66006,3260.0,3260.0,213084.0,2700.0,150117.0,,,,
9958,KS,66007,4280.0,4280.0,329688.0,3560.0,246403.0,,,,
9959,KS,66008,120.0,120.0,6975.0,100.0,4247.0,,,,
9960,KS,66010,210.0,210.0,8479.0,150.0,6039.0,,,,
9961,KS,66012,4690.0,4690.0,283129.0,4030.0,216428.0,,,,
9962,KS,66013,970.0,970.0,137003.0,780.0,69909.0,,,,
9963,KS,66014,160.0,160.0,8146.0,110.0,5001.0,,,,
9964,KS,66015,330.0,330.0,13140.0,240.0,9558.0,,,,
9965,KS,66016,240.0,240.0,13507.0,200.0,10810.0,,,,
9966,KS,66017,130.0,130.0,8083.0,110.0,4324.0,,,,
9967,KS,66018,2730.0,2730.0,203155.0,2380.0,144476.0,,,,
9968,KS,66020,790.0,790.0,48130.0,630.0,33725.0,,,,
9969,KS,66021,1250.0,1250.0,73979.0,1090.0,55644.0,,,,
9970,KS,66023,480.0,480.0,22377.0,380.0,16545.0,,,,
9971,KS,66024,350.0,350.0,12449.0,320.0,10988.0,,,,
9972,KS,66025,3480.0,3480.0,214895.0,3040.0,164791.0,wakarusa brewing company,710 main st,Eudora,KS
9973,KS,66026,310.0,310.0,15475.0,240.0,11206.0,,,,
9974,KS,66027,1670.0,1670.0,107768.0,1650.0,104125.0,,,,
9975,KS,66030,10190.0,10190.0,622678.0,9240.0,518882.0,,,,
9976,KS,66032,2100.0,2100.0,99526.0,1660.0,69734.0,,,,
9977,KS,66033,330.0,330.0,17583.0,270.0,12514.0,,,,
9978,KS,66035,400.0,400.0,20430.0,320.0,14066.0,,,,
9979,KS,66039,250.0,250.0,9994.0,200.0,7651.0,,,,
9980,KS,66040,1540.0,1540.0,81092.0,1190.0,56659.0,,,,
9981,KS,66041,370.0,370.0,18339.0,280.0,11568.0,,,,
9982,KS,66042,370.0,370.0,18130.0,300.0,13618.0,,,,
9983,KS,66043,4410.0,4410.0,274439.0,3850.0,197711.0,,,,
9984,KS,66044,10850.0,10850.0,546842.0,9590.0,383556.0,black stag brewery,623 massachusetts st,Lawrence,KS
9985,KS,66044,10850.0,10850.0,546842.0,9590.0,383556.0,free state brewing co,636 massachusetts st,Lawrence,KS
9986,KS,66044,10850.0,10850.0,546842.0,9590.0,383556.0,lawrence beer company,826 pennsylvania st,Lawrence,KS
9987,KS,66046,8580.0,8580.0,401998.0,7590.0,298009.0,free state brewing co - production,1923 moodie rd,Lawrence,KS
9988,KS,66046,8580.0,8580.0,401998.0,7590.0,298009.0,yankee tank brewing company,807 e 23rd st ste j,Lawrence,KS
9989,KS,66047,8930.0,8930.0,675162.0,7540.0,422885.0,23rd street brewery,3512 clinton pkwy,Lawrence,KS
9990,KS,66048,15080.0,15080.0,829560.0,12530.0,575925.0,grinder’s high noon brewery,206 choctaw st,Leavenworth,KS
9991,KS,66049,14010.0,14010.0,1139086.0,11750.0,764426.0,,,,
9992,KS,66050,890.0,890.0,58994.0,710.0,38106.0,,,,
9993,KS,66052,940.0,940.0,69935.0,750.0,52656.0,,,,
9994,KS,66053,3700.0,3700.0,285572.0,3140.0,207494.0,,,,
9995,KS,66054,1260.0,1260.0,69921.0,1030.0,52682.0,,,,
9996,KS,66056,760.0,760.0,36431.0,560.0,23616.0,,,,
9997,KS,66058,170.0,170.0,6607.0,120.0,4441.0,,,,
9998,KS,66060,480.0,480.0,24104.0,390.0,17661.0,,,,
9999,KS,66061,27830.0,27830.0,2231762.0,24400.0,1687162.0,,,,
10000,KS,66062,34650.0,34650.0,2704180.0,30910.0,2109115.0,granite city food & brewery (#13),15085 w 119th st,Olathe,KS
10001,KS,66062,34650.0,34650.0,2704180.0,30910.0,2109115.0,kansas city breweries company,12650 s pflumm rd ste 202,Olathe,KS
10002,KS,66064,2500.0,2500.0,110229.0,2150.0,87303.0,,,,
10003,KS,66066,1160.0,1160.0,69594.0,940.0,51219.0,,,,
10004,KS,66067,7190.0,7190.0,356847.0,6090.0,265711.0,not lost brewing company,229 south main st,Ottawa,KS
10005,KS,66070,1140.0,1140.0,70020.0,910.0,51086.0,,,,
10006,KS,66071,5750.0,5750.0,361683.0,4680.0,252550.0,,,,
10007,KS,66072,460.0,460.0,24294.0,360.0,17533.0,,,,
10008,KS,66073,1090.0,1090.0,62778.0,900.0,45058.0,,,,
10009,KS,66075,920.0,920.0,39982.0,740.0,29899.0,,,,
10010,KS,66076,930.0,930.0,46463.0,780.0,36406.0,,,,
10011,KS,66078,440.0,440.0,21571.0,380.0,16636.0,,,,
10012,KS,66079,360.0,360.0,18647.0,300.0,13469.0,,,,
10013,KS,66080,460.0,460.0,22046.0,380.0,17087.0,,,,
10014,KS,66083,4600.0,4600.0,359987.0,3980.0,259836.0,,,,
10015,KS,66085,4320.0,4320.0,642463.0,3630.0,429217.0,,,,
10016,KS,66086,4650.0,4650.0,311391.0,3910.0,236713.0,,,,
10017,KS,66087,900.0,900.0,46539.0,760.0,33730.0,,,,
10018,KS,66088,1030.0,1030.0,57468.0,890.0,41867.0,,,,
10019,KS,66090,1140.0,1140.0,59691.0,970.0,42156.0,,,,
10020,KS,66091,180.0,180.0,5947.0,120.0,4144.0,,,,
10021,KS,66092,1920.0,1920.0,119629.0,1610.0,91073.0,,,,
10022,KS,66093,270.0,270.0,14135.0,200.0,7461.0,,,,
10023,KS,66094,190.0,190.0,7532.0,150.0,5812.0,,,,
10024,KS,66095,420.0,420.0,19476.0,330.0,15000.0,,,,
10025,KS,66097,460.0,460.0,24498.0,380.0,17356.0,,,,
10026,KS,66101,4400.0,4400.0,119543.0,3930.0,100487.0,,,,
10027,KS,66102,11380.0,11380.0,360190.0,10100.0,298708.0,,,,
10028,KS,66103,5710.0,5710.0,223396.0,5130.0,190983.0,,,,
10029,KS,66104,11070.0,11070.0,359527.0,9660.0,292832.0,,,,
10030,KS,66105,960.0,960.0,26084.0,860.0,22772.0,,,,
10031,KS,66106,10690.0,10690.0,422415.0,9240.0,339582.0,,,,
10032,KS,66109,11620.0,11620.0,742688.0,9900.0,571292.0,,,,
10033,KS,66111,4020.0,4020.0,185504.0,3460.0,145384.0,granite city food & brewery (#12),1701 village west pkwy,Kansas City,KS
10034,KS,66112,5970.0,5970.0,237535.0,5110.0,186203.0,,,,
10035,KS,66202,9290.0,9290.0,550144.0,7950.0,415015.0,,,,
10036,KS,66203,10010.0,10010.0,515666.0,8440.0,397458.0,transport brewery,11113 johnson dr,Shawnee,KS
10037,KS,66204,9580.0,9580.0,483278.0,8290.0,387978.0,brew lab,7925 marty st,Overland Park,KS
10038,KS,66205,7210.0,7210.0,851378.0,5950.0,549170.0,,,,
10039,KS,66206,5010.0,5010.0,912604.0,3790.0,507261.0,,,,
10040,KS,66207,7090.0,7090.0,890534.0,5440.0,503417.0,,,,
10041,KS,66208,11150.0,11150.0,1962717.0,8760.0,1028431.0,,,,
10042,KS,66209,10010.0,10010.0,1652950.0,7590.0,895642.0,,,,
10043,KS,66210,9870.0,9870.0,734212.0,8370.0,536350.0,,,,
10044,KS,66211,2700.0,2700.0,784125.0,1930.0,313997.0,,,,
10045,KS,66212,16770.0,16770.0,979757.0,13940.0,712365.0,,,,
10046,KS,66213,14950.0,14950.0,1478793.0,12810.0,1086161.0,,,,
10047,KS,66214,6350.0,6350.0,361308.0,5460.0,265638.0,,,,
10048,KS,66215,13160.0,13160.0,937720.0,10690.0,648494.0,limitless brewing,9765 widmer rd,Lenexa,KS
10049,KS,66216,12560.0,12560.0,1053632.0,10590.0,745378.0,,,,
10050,KS,66217,2710.0,2710.0,337123.0,2130.0,171809.0,,,,
10051,KS,66218,3840.0,3840.0,383081.0,3480.0,305621.0,,,,
10052,KS,66219,6370.0,6370.0,487709.0,5770.0,380003.0,,,,
10053,KS,66220,3770.0,3770.0,596317.0,3210.0,391742.0,,,,
10054,KS,66221,9610.0,9610.0,1797164.0,8460.0,1195491.0,,,,
10055,KS,66223,11400.0,11400.0,1244138.0,9720.0,879397.0,,,,
10056,KS,66224,5970.0,5970.0,1710482.0,4950.0,835144.0,,,,
10057,KS,66226,6020.0,6020.0,639921.0,5560.0,512127.0,,,,
10058,KS,66227,3190.0,3190.0,372444.0,2640.0,249826.0,,,,
10059,KS,66401,840.0,840.0,51152.0,660.0,31598.0,,,,
10060,KS,66402,1400.0,1400.0,120218.0,1160.0,75412.0,,,,
10061,KS,66403,370.0,370.0,17367.0,310.0,11536.0,,,,
10062,KS,66404,250.0,250.0,14559.0,190.0,7698.0,,,,
10063,KS,66406,220.0,220.0,10292.0,170.0,6558.0,,,,
10064,KS,66407,220.0,220.0,12952.0,190.0,8385.0,,,,
10065,KS,66408,220.0,220.0,11881.0,190.0,8523.0,,,,
10066,KS,66409,1570.0,1570.0,117147.0,1260.0,80329.0,,,,
10067,KS,66411,540.0,540.0,23332.0,440.0,16883.0,,,,
10068,KS,66412,160.0,160.0,7466.0,130.0,5557.0,,,,
10069,KS,66413,870.0,870.0,40276.0,720.0,29958.0,,,,
10070,KS,66414,1290.0,1290.0,61170.0,1070.0,47457.0,,,,
10071,KS,66415,420.0,420.0,21960.0,350.0,14566.0,,,,
10072,KS,66416,220.0,220.0,11438.0,190.0,8322.0,,,,
10073,KS,66417,180.0,180.0,9422.0,150.0,7313.0,,,,
10074,KS,66418,240.0,240.0,11965.0,190.0,8437.0,,,,
10075,KS,66419,190.0,190.0,9338.0,150.0,6174.0,,,,
10076,KS,66422,210.0,210.0,9307.0,170.0,6888.0,,,,
10077,KS,66423,380.0,380.0,18959.0,310.0,13795.0,,,,
10078,KS,66424,240.0,240.0,12617.0,210.0,8421.0,,,,
10079,KS,66425,240.0,240.0,10807.0,180.0,7275.0,,,,
10080,KS,66427,600.0,600.0,34864.0,460.0,22428.0,,,,
10081,KS,66428,180.0,180.0,7831.0,130.0,4732.0,,,,
10082,KS,66429,310.0,310.0,15192.0,220.0,10404.0,,,,
10083,KS,66431,280.0,280.0,12981.0,240.0,10157.0,,,,
10084,KS,66432,180.0,180.0,8360.0,130.0,6039.0,,,,
10085,KS,66434,2150.0,2150.0,113447.0,1760.0,71194.0,,,,
10086,KS,66436,2660.0,2660.0,137053.0,2160.0,96667.0,,,,
10087,KS,66438,150.0,150.0,6337.0,120.0,4288.0,,,,
10088,KS,66439,1110.0,1110.0,43138.0,940.0,31874.0,,,,
10089,KS,66440,950.0,950.0,52248.0,800.0,40138.0,,,,
10090,KS,66441,11530.0,11530.0,489596.0,10200.0,375792.0,,,,
10091,KS,66442,6010.0,6010.0,183587.0,5990.0,181266.0,,,,
10092,KS,66449,360.0,360.0,17770.0,280.0,11717.0,,,,
10093,KS,66451,830.0,830.0,43097.0,680.0,32303.0,,,,
10094,KS,66501,120.0,120.0,4699.0,110.0,4130.0,,,,
10095,KS,66502,16200.0,16200.0,846747.0,14200.0,582649.0,little apple brewing co,1110 westloop pl,Manhattan,KS
10096,KS,66503,7190.0,7190.0,616549.0,6150.0,401656.0,,,,
10097,KS,66507,530.0,530.0,33329.0,440.0,23862.0,,,,
10098,KS,66508,2070.0,2070.0,114306.0,1670.0,71202.0,,,,
10099,KS,66509,1140.0,1140.0,51749.0,960.0,38838.0,,,,
10100,KS,66510,330.0,330.0,16384.0,260.0,11053.0,,,,
10101,KS,66512,1580.0,1580.0,92727.0,1310.0,70830.0,,,,
10102,KS,66514,770.0,770.0,47823.0,650.0,33451.0,,,,
10103,KS,66515,220.0,220.0,10737.0,180.0,6835.0,,,,
10104,KS,66516,160.0,160.0,7152.0,130.0,5443.0,,,,
10105,KS,66517,710.0,710.0,26387.0,660.0,22683.0,,,,
10106,KS,66520,290.0,290.0,19236.0,220.0,12328.0,,,,
10107,KS,66521,700.0,700.0,34206.0,550.0,24753.0,,,,
10108,KS,66523,1620.0,1620.0,77738.0,1330.0,55452.0,,,,
10109,KS,66524,1180.0,1180.0,66398.0,940.0,47333.0,,,,
10110,KS,66526,330.0,330.0,18480.0,280.0,14285.0,,,,
10111,KS,66528,370.0,370.0,16200.0,300.0,12473.0,,,,
10112,KS,66531,620.0,620.0,34007.0,550.0,25004.0,,,,
10113,KS,66532,270.0,270.0,13982.0,200.0,8215.0,,,,
10114,KS,66533,780.0,780.0,44696.0,630.0,33477.0,,,,
10115,KS,66534,1710.0,1710.0,146325.0,1400.0,72104.0,,,,
10116,KS,66535,1320.0,1320.0,80845.0,1140.0,61038.0,,,,
10117,KS,66536,1730.0,1730.0,97935.0,1490.0,64848.0,,,,
10118,KS,66537,630.0,630.0,30497.0,520.0,22809.0,,,,
10119,KS,66538,1660.0,1660.0,101767.0,1310.0,60860.0,,,,
10120,KS,66539,1360.0,1360.0,94598.0,1100.0,67714.0,,,,
10121,KS,66540,200.0,200.0,9316.0,150.0,7037.0,,,,
10122,KS,66541,110.0,110.0,4611.0,80.0,2362.0,,,,
10123,KS,66542,1660.0,1660.0,117980.0,1280.0,76309.0,,,,
10124,KS,66543,370.0,370.0,18852.0,290.0,13264.0,,,,
10125,KS,66544,170.0,170.0,8474.0,120.0,4368.0,,,,
10126,KS,66546,530.0,530.0,36546.0,420.0,24161.0,,,,
10127,KS,66547,3970.0,3970.0,266371.0,3400.0,184724.0,,,,
10128,KS,66548,420.0,420.0,19568.0,360.0,13901.0,,,,
10129,KS,66549,780.0,780.0,38889.0,640.0,30175.0,,,,
10130,KS,66550,260.0,260.0,11561.0,230.0,8796.0,,,,
10131,KS,66552,190.0,190.0,7892.0,160.0,5515.0,,,,
10132,KS,66554,260.0,260.0,13209.0,200.0,9474.0,,,,
10133,KS,66603,610.0,610.0,17907.0,550.0,13073.0,iron rail brewing,705 s kansas ave,Topeka,KS
10134,KS,66604,11060.0,11060.0,537956.0,9140.0,369021.0,,,,
10135,KS,66605,8880.0,8880.0,388216.0,7470.0,285283.0,,,,
10136,KS,66606,5270.0,5270.0,249839.0,4350.0,175467.0,,,,
10137,KS,66607,3330.0,3330.0,89918.0,2920.0,74505.0,,,,
10138,KS,66608,2360.0,2360.0,80918.0,1990.0,62015.0,norsemen brewing co.,po box 8819,Topeka,KS
10139,KS,66609,3410.0,3410.0,167166.0,2860.0,124052.0,,,,
10140,KS,66610,4670.0,4670.0,531135.0,3740.0,330129.0,,,,
10141,KS,66611,4860.0,4860.0,246541.0,3770.0,150840.0,blind tiger brewery & restaurant,417 sw 37th st,Topeka,KS
10142,KS,66612,790.0,790.0,20562.0,700.0,16041.0,,,,
10143,KS,66614,15560.0,15560.0,978213.0,12330.0,624963.0,barrister's brewing inc.,2822 sw arrowhead rd.,Topeka,KS
10144,KS,66614,15560.0,15560.0,978213.0,12330.0,624963.0,happy basset brewing company,6044 sw 29th st,Topeka,KS
10145,KS,66615,1580.0,1580.0,121675.0,1230.0,82606.0,,,,
10146,KS,66616,2640.0,2640.0,92663.0,2190.0,72438.0,,,,
10147,KS,66617,4320.0,4320.0,263565.0,3490.0,188340.0,,,,
10148,KS,66618,4630.0,4630.0,329690.0,3810.0,231399.0,,,,
10149,KS,66619,1400.0,1400.0,54530.0,1270.0,44478.0,,,,
10150,KS,66701,4930.0,4930.0,211811.0,4040.0,154416.0,the boiler room brewhaus llc,10 s national ave,Fort Scott,KS
10151,KS,66710,270.0,270.0,10796.0,200.0,7697.0,,,,
10152,KS,66711,240.0,240.0,10193.0,220.0,7857.0,,,,
10153,KS,66712,780.0,780.0,32496.0,650.0,24636.0,,,,
10154,KS,66713,2180.0,2180.0,92075.0,1880.0,72449.0,,,,
10155,KS,66716,190.0,190.0,6393.0,160.0,5110.0,,,,
10156,KS,66717,210.0,210.0,9207.0,150.0,6366.0,,,,
10157,KS,66720,4660.0,4660.0,211736.0,3820.0,150510.0,,,,
10158,KS,66724,420.0,420.0,16552.0,340.0,12484.0,,,,
10159,KS,66725,2330.0,2330.0,115876.0,1900.0,78097.0,,,,
10160,KS,66732,120.0,120.0,4528.0,80.0,2996.0,,,,
10161,KS,66733,920.0,920.0,47073.0,750.0,32207.0,,,,
10162,KS,66734,160.0,160.0,6745.0,120.0,5131.0,,,,
10163,KS,66735,200.0,200.0,8760.0,190.0,7488.0,,,,
10164,KS,66736,1590.0,1590.0,82045.0,1260.0,46166.0,,,,
10165,KS,66738,160.0,160.0,7243.0,140.0,5751.0,,,,
10166,KS,66739,2090.0,2090.0,86188.0,1790.0,66708.0,,,,
10167,KS,66740,180.0,180.0,7427.0,140.0,5381.0,,,,
10168,KS,66743,1850.0,1850.0,89703.0,1510.0,64168.0,,,,
10169,KS,66746,110.0,110.0,4147.0,100.0,3366.0,,,,
10170,KS,66748,1210.0,1210.0,58570.0,990.0,41893.0,,,,
10171,KS,66749,3290.0,3290.0,140420.0,2720.0,100281.0,,,,
10172,KS,66751,330.0,330.0,10260.0,260.0,8001.0,,,,
10173,KS,66753,450.0,450.0,22168.0,360.0,13925.0,,,,
10174,KS,66754,170.0,170.0,5476.0,120.0,4083.0,,,,
10175,KS,66755,470.0,470.0,19962.0,360.0,14220.0,,,,
10176,KS,66756,380.0,380.0,15349.0,310.0,11399.0,,,,
10177,KS,66757,1440.0,1440.0,62777.0,1220.0,46522.0,,,,
10178,KS,66758,100.0,100.0,3129.0,80.0,2102.0,,,,
10179,KS,66761,100.0,100.0,3876.0,80.0,2340.0,,,,
10180,KS,66762,9680.0,9680.0,513415.0,8240.0,323108.0,,,,
10181,KS,66763,1550.0,1550.0,78085.0,1260.0,51792.0,,,,
10182,KS,66767,200.0,200.0,8048.0,150.0,5701.0,,,,
10183,KS,66769,200.0,200.0,8060.0,160.0,6182.0,,,,
10184,KS,66770,510.0,510.0,26871.0,410.0,19586.0,,,,
10185,KS,66771,430.0,430.0,20249.0,350.0,14750.0,,,,
10186,KS,66772,120.0,120.0,3690.0,90.0,3081.0,,,,
10187,KS,66773,330.0,330.0,14326.0,270.0,9922.0,,,,
10188,KS,66776,490.0,490.0,21993.0,380.0,16122.0,,,,
10189,KS,66777,210.0,210.0,8477.0,150.0,5477.0,,,,
10190,KS,66779,240.0,240.0,11830.0,210.0,8560.0,,,,
10191,KS,66780,240.0,240.0,8741.0,170.0,6683.0,,,,
10192,KS,66781,530.0,530.0,24546.0,420.0,17276.0,,,,
10193,KS,66783,1000.0,1000.0,43734.0,800.0,30115.0,,,,
10194,KS,66801,12080.0,12080.0,571985.0,10320.0,416196.0,radius brewing company,610 merchant st,Emporia,KS
10195,KS,66830,120.0,120.0,6226.0,80.0,4955.0,,,,
10196,KS,66833,250.0,250.0,11541.0,200.0,8321.0,,,,
10197,KS,66834,390.0,390.0,19112.0,320.0,12736.0,,,,
10198,KS,66835,550.0,550.0,26250.0,470.0,20361.0,,,,
10199,KS,66839,1850.0,1850.0,116083.0,1520.0,87954.0,,,,
10200,KS,66840,340.0,340.0,16886.0,250.0,9518.0,,,,
10201,KS,66842,140.0,140.0,7693.0,110.0,4396.0,,,,
10202,KS,66845,500.0,500.0,22660.0,380.0,13966.0,,,,
10203,KS,66846,1520.0,1520.0,79959.0,1210.0,50282.0,,,,
10204,KS,66849,220.0,220.0,11750.0,170.0,7624.0,,,,
10205,KS,66851,220.0,220.0,7905.0,180.0,5879.0,,,,
10206,KS,66852,310.0,310.0,16821.0,240.0,10654.0,,,,
10207,KS,66853,160.0,160.0,6834.0,130.0,3987.0,,,,
10208,KS,66854,350.0,350.0,15127.0,280.0,11503.0,,,,
10209,KS,66856,740.0,740.0,43515.0,610.0,30519.0,,,,
10210,KS,66857,400.0,400.0,19965.0,310.0,13186.0,,,,
10211,KS,66858,200.0,200.0,8302.0,160.0,5802.0,,,,
10212,KS,66860,540.0,540.0,26273.0,420.0,18045.0,,,,
10213,KS,66861,1420.0,1420.0,71062.0,1090.0,45571.0,,,,
10214,KS,66864,210.0,210.0,8863.0,170.0,7013.0,,,,
10215,KS,66865,500.0,500.0,26962.0,400.0,20045.0,,,,
10216,KS,66866,690.0,690.0,34703.0,550.0,23465.0,,,,
10217,KS,66868,320.0,320.0,15766.0,270.0,11356.0,,,,
10218,KS,66869,320.0,320.0,14754.0,260.0,10295.0,,,,
10219,KS,66871,570.0,570.0,31805.0,460.0,24371.0,,,,
10220,KS,66872,400.0,400.0,17842.0,310.0,12884.0,,,,
10221,KS,66873,130.0,130.0,5033.0,110.0,3635.0,,,,
10222,KS,66901,2790.0,2790.0,129785.0,2260.0,85632.0,,,,
10223,KS,66933,130.0,130.0,5344.0,100.0,3045.0,,,,
10224,KS,66935,1200.0,1200.0,55623.0,940.0,33495.0,,,,
10225,KS,66936,150.0,150.0,6355.0,110.0,2888.0,,,,
10226,KS,66937,370.0,370.0,17965.0,300.0,11572.0,,,,
10227,KS,66938,420.0,420.0,20091.0,320.0,12982.0,,,,
10228,KS,66939,250.0,250.0,14096.0,190.0,6967.0,,,,
10229,KS,66940,140.0,140.0,6195.0,100.0,3524.0,,,,
10230,KS,66941,120.0,120.0,6304.0,70.0,1768.0,,,,
10231,KS,66942,120.0,120.0,3966.0,80.0,1799.0,,,,
10232,KS,66943,250.0,250.0,11148.0,210.0,6732.0,,,,
10233,KS,66944,100.0,100.0,4327.0,80.0,2419.0,,,,
10234,KS,66945,500.0,500.0,24377.0,410.0,17530.0,,,,
10235,KS,66948,200.0,200.0,9944.0,160.0,6169.0,,,,
10236,KS,66949,260.0,260.0,11743.0,180.0,5856.0,,,,
10237,KS,66951,310.0,310.0,15224.0,240.0,9029.0,,,,
10238,KS,66952,200.0,200.0,7486.0,130.0,3974.0,,,,
10239,KS,66953,290.0,290.0,15581.0,210.0,8939.0,,,,
10240,KS,66956,550.0,550.0,22863.0,400.0,13501.0,,,,
10241,KS,66958,120.0,120.0,4227.0,100.0,3098.0,,,,
10242,KS,66962,150.0,150.0,8757.0,130.0,5816.0,,,,
10243,KS,66966,300.0,300.0,15497.0,240.0,8874.0,,,,
10244,KS,66967,990.0,990.0,46418.0,740.0,27039.0,,,,
10245,KS,66968,740.0,740.0,35167.0,580.0,22613.0,kansas territory brewing,310 c st,Washington,KS
10246,KS,67001,810.0,810.0,67742.0,720.0,48031.0,,,,
10247,KS,67002,6630.0,6630.0,612601.0,5780.0,430039.0,,,,
10248,KS,67003,1090.0,1090.0,51701.0,840.0,29624.0,,,,
10249,KS,67004,340.0,350.0,15070.0,260.0,11149.0,,,,
10250,KS,67005,6730.0,6730.0,306201.0,5630.0,225167.0,,,,
10251,KS,67008,200.0,200.0,9173.0,160.0,5736.0,,,,
10252,KS,67009,310.0,310.0,13480.0,240.0,8966.0,,,,
10253,KS,67010,6040.0,6040.0,356743.0,4950.0,257161.0,,,,
10254,KS,67013,1350.0,1350.0,74563.0,1120.0,54571.0,,,,
10255,KS,67016,210.0,210.0,11146.0,190.0,9408.0,,,,
10256,KS,67017,1030.0,1030.0,87244.0,850.0,58413.0,,,,
10257,KS,67019,370.0,370.0,18235.0,310.0,13571.0,,,,
10258,KS,67020,750.0,750.0,39803.0,640.0,29320.0,,,,
10259,KS,67022,600.0,600.0,27712.0,440.0,16750.0,,,,
10260,KS,67024,290.0,290.0,13866.0,230.0,9807.0,,,,
10261,KS,67025,1760.0,1760.0,122950.0,1510.0,87693.0,hank is wiser brewery,213 n main st,Cheney,KS
10262,KS,67026,2130.0,2130.0,142277.0,1770.0,102777.0,,,,
10263,KS,67029,460.0,460.0,20843.0,380.0,13138.0,,,,
10264,KS,67030,1310.0,1310.0,99178.0,1120.0,73730.0,,,,
10265,KS,67031,950.0,950.0,53156.0,800.0,39557.0,,,,
10266,KS,67035,420.0,420.0,21411.0,320.0,13299.0,,,,
10267,KS,67037,13240.0,13240.0,892013.0,11070.0,633402.0,,,,
10268,KS,67038,210.0,210.0,10299.0,150.0,6879.0,,,,
10269,KS,67039,1450.0,1450.0,87083.0,1190.0,65150.0,,,,
10270,KS,67042,6920.0,6920.0,350538.0,5670.0,249722.0,walnut river brewing company,111 w locust ave,El Dorado,KS
10271,KS,67045,1440.0,1440.0,63336.0,1130.0,42195.0,,,,
10272,KS,67047,240.0,240.0,10536.0,200.0,6889.0,,,,
10273,KS,67050,950.0,950.0,65797.0,820.0,50067.0,,,,
10274,KS,67051,200.0,200.0,10628.0,160.0,6872.0,,,,
10275,KS,67052,3870.0,3870.0,303150.0,3310.0,210255.0,,,,
10276,KS,67053,220.0,220.0,9726.0,170.0,8101.0,,,,
10277,KS,67054,510.0,510.0,25862.0,420.0,16560.0,,,,
10278,KS,67056,1380.0,1380.0,76858.0,1140.0,51960.0,,,,
10279,KS,67058,880.0,880.0,43568.0,690.0,28693.0,,,,
10280,KS,67059,410.0,410.0,20936.0,340.0,12016.0,,,,
10281,KS,67060,6230.0,6230.0,320590.0,5260.0,244334.0,,,,
10282,KS,67062,1740.0,1740.0,119868.0,1400.0,78068.0,,,,
10283,KS,67063,1580.0,1580.0,105388.0,1270.0,58182.0,,,,
10284,KS,67066,120.0,120.0,7047.0,100.0,4500.0,,,,
10285,KS,67067,880.0,880.0,63297.0,740.0,44234.0,,,,
10286,KS,67068,1940.0,1940.0,100402.0,1550.0,64579.0,,,,
10287,KS,67070,490.0,490.0,23326.0,390.0,14387.0,,,,
10288,KS,67073,130.0,130.0,6382.0,120.0,5196.0,,,,
10289,KS,67074,700.0,700.0,39901.0,550.0,27858.0,,,,
10290,KS,67101,2150.0,2150.0,173579.0,1860.0,118705.0,,,,
10291,KS,67103,140.0,140.0,7007.0,110.0,4799.0,,,,
10292,KS,67104,1080.0,1080.0,52971.0,880.0,34734.0,,,,
10293,KS,67106,170.0,170.0,11599.0,160.0,8880.0,,,,
10294,KS,67107,1410.0,1410.0,109580.0,1120.0,51421.0,,,,
10295,KS,67108,780.0,780.0,45766.0,650.0,32101.0,,,,
10296,KS,67109,170.0,170.0,7617.0,130.0,4974.0,,,,
10297,KS,67110,3750.0,3750.0,225241.0,3110.0,165167.0,,,,
10298,KS,67111,170.0,170.0,7330.0,130.0,5341.0,,,,
10299,KS,67112,100.0,100.0,4970.0,80.0,2223.0,,,,
10300,KS,67114,9820.0,9820.0,503057.0,8200.0,357598.0,,,,
10301,KS,67117,740.0,740.0,51494.0,500.0,25344.0,,,,
10302,KS,67118,330.0,330.0,18619.0,270.0,13501.0,,,,
10303,KS,67119,640.0,640.0,35777.0,510.0,23673.0,,,,
10304,KS,67120,650.0,650.0,40839.0,510.0,31782.0,,,,
10305,KS,67123,290.0,290.0,14291.0,230.0,9969.0,,,,
10306,KS,67124,3650.0,3650.0,209977.0,2980.0,131664.0,,,,
