,STATE,ZIP Code,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,Brewery,Address,City,State
9583,IA,51450,800.0,800.0,45653.0,610.0,25269.0,,,,
9584,IA,51453,290.0,290.0,15474.0,240.0,10082.0,,,,
9585,IA,51454,630.0,630.0,32924.0,520.0,20824.0,,,,
9586,IA,51455,1040.0,1040.0,62337.0,840.0,37839.0,,,,
9587,IA,51458,630.0,630.0,39336.0,520.0,21468.0,,,,
9588,IA,51461,530.0,530.0,33810.0,440.0,17941.0,,,,
9589,IA,51462,480.0,480.0,22757.0,380.0,15034.0,,,,
9590,IA,51463,270.0,270.0,19661.0,210.0,8815.0,,,,
9591,IA,51465,360.0,360.0,19432.0,290.0,11274.0,,,,
9592,IA,51466,480.0,480.0,29826.0,410.0,17072.0,,,,
9593,IA,51467,280.0,280.0,16419.0,220.0,9761.0,,,,
9594,IA,51501,15470.0,15470.0,630001.0,13840.0,508665.0,,,,
9595,IA,51503,16800.0,16800.0,1132222.0,14040.0,786923.0,,,,
9596,IA,51510,1630.0,1630.0,76886.0,1450.0,59010.0,,,,
9597,IA,51521,1000.0,1000.0,58636.0,810.0,38762.0,,,,
9598,IA,51523,150.0,150.0,8145.0,130.0,4933.0,,,,
9599,IA,51525,540.0,540.0,32535.0,450.0,21619.0,,,,
9600,IA,51526,850.0,850.0,60878.0,690.0,41865.0,,,,
9601,IA,51527,270.0,270.0,15608.0,240.0,9019.0,,,,
9602,IA,51528,410.0,410.0,20482.0,340.0,11747.0,,,,
9603,IA,51529,740.0,740.0,44901.0,610.0,28147.0,,,,
9604,IA,51530,390.0,390.0,20270.0,300.0,12529.0,,,,
9605,IA,51531,370.0,370.0,20962.0,280.0,12449.0,,,,
9606,IA,51532,270.0,270.0,14902.0,230.0,9930.0,,,,
9607,IA,51533,380.0,380.0,21082.0,300.0,12487.0,,,,
9608,IA,51534,4010.0,4010.0,280820.0,3390.0,198266.0,keg creek brewing company,22381 221st street po box 281,Glenwood,IA
9609,IA,51535,820.0,820.0,44373.0,660.0,27950.0,,,,
9610,IA,51536,210.0,210.0,10758.0,160.0,7325.0,,,,
9611,IA,51537,3160.0,3160.0,196283.0,2600.0,120425.0,,,,
9612,IA,51540,180.0,180.0,11714.0,150.0,6137.0,,,,
9613,IA,51541,160.0,160.0,8581.0,140.0,5226.0,,,,
9614,IA,51542,480.0,480.0,35067.0,400.0,25614.0,,,,
9615,IA,51543,200.0,200.0,9317.0,150.0,5832.0,,,,
9616,IA,51544,290.0,290.0,15481.0,240.0,9567.0,,,,
9617,IA,51545,140.0,140.0,6058.0,110.0,3998.0,,,,
9618,IA,51546,1260.0,1260.0,79566.0,1050.0,55386.0,,,,
9619,IA,51548,210.0,210.0,15234.0,160.0,10802.0,,,,
9620,IA,51549,210.0,210.0,12280.0,170.0,8615.0,,,,
9621,IA,51551,840.0,840.0,50821.0,690.0,33974.0,,,,
9622,IA,51552,110.0,110.0,6423.0,90.0,4208.0,,,,
9623,IA,51553,430.0,430.0,27406.0,350.0,19031.0,,,,
9624,IA,51555,2290.0,2290.0,139377.0,1950.0,99223.0,,,,
9625,IA,51556,180.0,180.0,9010.0,160.0,6764.0,,,,
9626,IA,51557,400.0,400.0,21623.0,310.0,14719.0,,,,
9627,IA,51558,240.0,240.0,13173.0,170.0,5721.0,,,,
9628,IA,51559,820.0,820.0,53732.0,690.0,38541.0,,,,
9629,IA,51560,930.0,930.0,54720.0,780.0,37542.0,,,,
9630,IA,51561,680.0,680.0,43824.0,560.0,30386.0,,,,
9631,IA,51562,230.0,230.0,14545.0,190.0,8900.0,,,,
9632,IA,51563,330.0,330.0,17379.0,270.0,11408.0,,,,
9633,IA,51564,220.0,220.0,10014.0,180.0,7485.0,,,,
9634,IA,51565,240.0,240.0,15835.0,200.0,8816.0,,,,
9635,IA,51566,3090.0,3090.0,154600.0,2500.0,100271.0,,,,
9636,IA,51570,490.0,490.0,26185.0,400.0,18297.0,,,,
9637,IA,51571,290.0,290.0,20101.0,240.0,13364.0,,,,
9638,IA,51572,160.0,160.0,8078.0,130.0,5073.0,,,,
9639,IA,51573,500.0,500.0,30245.0,410.0,18085.0,,,,
9640,IA,51575,820.0,820.0,61701.0,670.0,41567.0,,,,
9641,IA,51576,980.0,980.0,69956.0,860.0,53264.0,,,,
9642,IA,51577,480.0,480.0,31876.0,380.0,17046.0,,,,
9643,IA,51579,1000.0,1000.0,54701.0,830.0,39240.0,,,,
9644,IA,51601,2530.0,2530.0,132272.0,2070.0,83810.0,depot deli and lounge,101 n railroad st,Shenandoah,IA
9645,IA,51631,150.0,150.0,6364.0,100.0,3652.0,,,,
9646,IA,51632,2640.0,2640.0,143975.0,2100.0,89313.0,,,,
9647,IA,51636,170.0,170.0,10310.0,140.0,5696.0,,,,
9648,IA,51638,570.0,570.0,31020.0,460.0,19368.0,,,,
9649,IA,51639,370.0,370.0,21180.0,300.0,12714.0,,,,
9650,IA,51640,690.0,690.0,38876.0,570.0,24064.0,,,,
9651,IA,51645,120.0,120.0,6306.0,90.0,3153.0,,,,
9652,IA,51646,350.0,350.0,16806.0,300.0,12760.0,,,,
9653,IA,51649,170.0,170.0,7925.0,130.0,5229.0,,,,
9654,IA,51650,140.0,140.0,6588.0,110.0,4830.0,,,,
9655,IA,51652,760.0,760.0,43023.0,620.0,26753.0,,,,
9656,IA,51653,570.0,570.0,33148.0,450.0,23454.0,,,,
9657,IA,51654,230.0,230.0,13126.0,190.0,8942.0,,,,
9658,IA,52001,19670.0,19670.0,933101.0,17080.0,676443.0,7 hills brewing company,1085 washington st,Dubuque,IA
9659,IA,52001,19670.0,19670.0,933101.0,17080.0,676443.0,catfish charlies / catfish creek brew pub,1630 e 16th st,Dubuque,IA
9660,IA,52001,19670.0,19670.0,933101.0,17080.0,676443.0,dimensional brewing co.,67 main st,Dubuque,IA
9661,IA,52001,19670.0,19670.0,933101.0,17080.0,676443.0,jubeck new world brewing,115 w 11th st,Dubuque,IA
9662,IA,52002,7990.0,7990.0,574444.0,6820.0,394947.0,,,,
9663,IA,52003,7120.0,7120.0,672693.0,5960.0,382906.0,,,,
9664,IA,52030,190.0,190.0,8149.0,180.0,7121.0,,,,
9665,IA,52031,2400.0,2400.0,152678.0,1910.0,99032.0,river ridge brewing,118 n riverview st,Bellevue,IA
9666,IA,52032,680.0,680.0,35536.0,570.0,25913.0,,,,
9667,IA,52033,1550.0,1550.0,107229.0,1330.0,68218.0,,,,
9668,IA,52035,430.0,430.0,20106.0,370.0,14558.0,,,,
9669,IA,52037,540.0,540.0,33558.0,470.0,21677.0,,,,
9670,IA,52038,200.0,200.0,10313.0,180.0,7769.0,,,,
9671,IA,52039,570.0,570.0,36590.0,480.0,24936.0,,,,
9672,IA,52040,2880.0,2880.0,181470.0,2450.0,123799.0,,,,
9673,IA,52041,690.0,690.0,38527.0,600.0,27713.0,,,,
9674,IA,52042,720.0,720.0,39599.0,550.0,25503.0,,,,
9675,IA,52043,1040.0,1040.0,66359.0,820.0,38086.0,deb's brewtopia,106 cedar st,Elkader,IA
9676,IA,52045,1180.0,1180.0,63908.0,1050.0,50791.0,,,,
9677,IA,52046,1060.0,1060.0,63673.0,960.0,45619.0,,,,
9678,IA,52047,270.0,270.0,13613.0,220.0,8706.0,,,,
9679,IA,52048,160.0,160.0,6680.0,120.0,4679.0,,,,
9680,IA,52049,620.0,620.0,32254.0,480.0,20688.0,,,,
9681,IA,52050,230.0,230.0,10533.0,190.0,7903.0,,,,
9682,IA,52052,1390.0,1390.0,72984.0,1070.0,45735.0,,,,
9683,IA,52053,500.0,500.0,25506.0,420.0,18174.0,,,,
9684,IA,52054,480.0,480.0,26585.0,400.0,19805.0,,,,
9685,IA,52057,3780.0,3780.0,222201.0,3170.0,149517.0,franklin street brewing company,116 s franklin st,Manchester,IA
9686,IA,52060,3960.0,3960.0,192385.0,3290.0,134228.0,,,,
9687,IA,52064,390.0,390.0,19807.0,330.0,13407.0,,,,
9688,IA,52065,430.0,430.0,23885.0,370.0,15404.0,,,,
9689,IA,52068,2090.0,2090.0,186196.0,1850.0,122778.0,,,,
9690,IA,52069,730.0,730.0,39088.0,600.0,26656.0,,,,
9691,IA,52070,470.0,470.0,26240.0,360.0,17245.0,,,,
9692,IA,52072,180.0,180.0,9175.0,150.0,6630.0,,,,
9693,IA,52073,760.0,760.0,42780.0,630.0,32508.0,,,,
9694,IA,52074,130.0,130.0,5943.0,90.0,4000.0,,,,
9695,IA,52076,950.0,950.0,49436.0,760.0,34458.0,,,,
9696,IA,52077,180.0,180.0,7738.0,150.0,5021.0,,,,
9697,IA,52078,390.0,390.0,22483.0,350.0,16035.0,,,,
9698,IA,52079,360.0,360.0,18662.0,290.0,13096.0,,,,
9699,IA,52101,5860.0,5860.0,390684.0,4590.0,234928.0,pulpit rock brewing co.,207 college dr,Decorah,IA
9700,IA,52101,5860.0,5860.0,390684.0,4590.0,234928.0,toppling goliath brewing co,1600 prosperity rd po box 477,Decorah,IA
9701,IA,52132,840.0,840.0,46099.0,720.0,32214.0,pivo brewery,101 huber dr,Calmar,IA
9702,IA,52133,220.0,220.0,10190.0,190.0,6793.0,,,,
9703,IA,52134,120.0,120.0,5672.0,90.0,3886.0,,,,
9704,IA,52135,380.0,380.0,18908.0,320.0,13167.0,,,,
9705,IA,52136,2730.0,2730.0,145183.0,2230.0,93641.0,,,,
9706,IA,52140,240.0,240.0,12754.0,180.0,8693.0,,,,
9707,IA,52141,600.0,600.0,32951.0,480.0,20474.0,,,,
9708,IA,52142,580.0,580.0,31564.0,470.0,18490.0,,,,
9709,IA,52144,580.0,580.0,34198.0,470.0,20720.0,,,,
9710,IA,52146,440.0,440.0,22908.0,300.0,12799.0,,,,
9711,IA,52147,480.0,480.0,22936.0,390.0,13081.0,,,,
9712,IA,52151,1000.0,1000.0,51380.0,750.0,30753.0,,,,
9713,IA,52154,490.0,490.0,27703.0,380.0,15475.0,,,,
9714,IA,52155,560.0,560.0,29502.0,420.0,17134.0,,,,
9715,IA,52156,310.0,310.0,16267.0,260.0,11304.0,,,,
9716,IA,52157,810.0,810.0,40958.0,670.0,28139.0,,,,
9717,IA,52158,150.0,150.0,6669.0,130.0,4963.0,,,,
9718,IA,52159,1030.0,1030.0,55831.0,850.0,38876.0,,,,
9719,IA,52160,380.0,380.0,21919.0,320.0,13853.0,,,,
9720,IA,52161,640.0,640.0,35719.0,540.0,24037.0,,,,
9721,IA,52162,1400.0,1400.0,61511.0,1240.0,45707.0,,,,
9722,IA,52163,150.0,150.0,7619.0,120.0,4959.0,,,,
9723,IA,52165,470.0,470.0,23658.0,400.0,16133.0,,,,
9724,IA,52168,210.0,210.0,9607.0,170.0,6625.0,,,,
9725,IA,52169,180.0,180.0,8460.0,150.0,5918.0,,,,
9726,IA,52170,240.0,240.0,14596.0,210.0,9873.0,,,,
9727,IA,52171,450.0,450.0,23742.0,360.0,14866.0,,,,
9728,IA,52172,2850.0,2850.0,145579.0,2330.0,96093.0,,,,
9729,IA,52175,1540.0,1540.0,81705.0,1240.0,53865.0,,,,
9730,IA,52201,580.0,580.0,33500.0,480.0,23668.0,,,,
9731,IA,52202,520.0,520.0,32539.0,450.0,23832.0,,,,
9732,IA,52203,920.0,920.0,64889.0,760.0,45282.0,millstream brewing co,835 48th ave,Amana,IA
9733,IA,52205,3570.0,3570.0,213653.0,2950.0,147583.0,,,,
9734,IA,52206,1140.0,1140.0,89585.0,1020.0,69790.0,,,,
9735,IA,52207,170.0,170.0,8102.0,130.0,5071.0,,,,
9736,IA,52208,1370.0,1370.0,70184.0,1170.0,52225.0,,,,
9737,IA,52209,520.0,520.0,30271.0,440.0,20841.0,,,,
9738,IA,52210,350.0,350.0,18789.0,280.0,13142.0,,,,
9739,IA,52211,1260.0,1260.0,75732.0,1040.0,48263.0,,,,
9740,IA,52212,140.0,140.0,6356.0,110.0,4332.0,,,,
9741,IA,52213,2040.0,2040.0,147042.0,1750.0,114032.0,,,,
9742,IA,52214,1440.0,1440.0,89822.0,1170.0,64128.0,,,,
9743,IA,52215,390.0,390.0,18806.0,320.0,13773.0,,,,
9744,IA,52216,660.0,660.0,36136.0,510.0,21853.0,,,,
9745,IA,52217,250.0,250.0,11735.0,200.0,7251.0,,,,
9746,IA,52218,690.0,690.0,42996.0,580.0,29786.0,,,,
9747,IA,52220,110.0,110.0,6795.0,110.0,5311.0,,,,
9748,IA,52222,280.0,280.0,14130.0,230.0,9478.0,,,,
9749,IA,52223,670.0,670.0,38564.0,520.0,24801.0,,,,
9750,IA,52224,930.0,930.0,62019.0,740.0,34189.0,,,,
9751,IA,52225,210.0,210.0,10238.0,160.0,7560.0,,,,
9752,IA,52227,1320.0,1320.0,109096.0,1140.0,82139.0,,,,
9753,IA,52228,1570.0,1570.0,121811.0,1290.0,88605.0,,,,
9754,IA,52229,270.0,270.0,15886.0,230.0,9712.0,,,,
9755,IA,52231,170.0,170.0,8679.0,130.0,5558.0,,,,
9756,IA,52233,3480.0,3480.0,204336.0,3010.0,154179.0,,,,
9757,IA,52235,420.0,420.0,22808.0,380.0,17567.0,,,,
9758,IA,52236,250.0,250.0,15200.0,200.0,10864.0,,,,
9759,IA,52237,670.0,680.0,33582.0,580.0,23853.0,,,,
9760,IA,52240,14180.0,14180.0,881354.0,12310.0,576398.0,big grove brewery,1225 s gilbert st,Iowa City,IA
9761,IA,52241,9780.0,9780.0,748178.0,8740.0,546174.0,backpocket brewing co,903 quarry rd,Coralville,IA
9762,IA,52241,9780.0,9780.0,748178.0,8740.0,546174.0,boot n flute brewery / guild wurst tavern,53 2nd st,Coralville,IA
9763,IA,52241,9780.0,9780.0,748178.0,8740.0,546174.0,reunion brewery,516 2nd st,Coralville,IA
9764,IA,52242,330.0,330.0,2471.0,330.0,2415.0,,,,
9765,IA,52245,9510.0,9510.0,800582.0,8050.0,505189.0,,,,
9766,IA,52246,9620.0,9620.0,745693.0,8320.0,512236.0,,,,
9767,IA,52247,2430.0,2430.0,142528.0,1850.0,89139.0,kalona brewing company,405 b ave,Kalona,IA
9768,IA,52248,770.0,770.0,46290.0,640.0,29204.0,,,,
9769,IA,52249,410.0,410.0,25262.0,330.0,15328.0,,,,
9770,IA,52251,240.0,240.0,11700.0,210.0,8753.0,,,,
9771,IA,52253,1500.0,1500.0,98997.0,1280.0,75498.0,,,,
9772,IA,52254,420.0,420.0,19003.0,350.0,13163.0,,,,
9773,IA,52255,560.0,560.0,31277.0,450.0,20476.0,,,,
9774,IA,52257,130.0,130.0,7099.0,90.0,4466.0,,,,
9775,IA,52301,1800.0,1800.0,94739.0,1520.0,68100.0,,,,
9776,IA,52302,19290.0,19290.0,1379889.0,16480.0,1023722.0,,,,
9777,IA,52305,310.0,310.0,19302.0,260.0,14051.0,,,,
9778,IA,52306,820.0,820.0,45342.0,680.0,31646.0,,,,
9779,IA,52309,180.0,180.0,7776.0,150.0,5660.0,,,,
9780,IA,52310,2960.0,2960.0,171723.0,2450.0,111185.0,,,,
9781,IA,52313,170.0,170.0,9114.0,130.0,6569.0,,,,
9782,IA,52314,2360.0,2360.0,186619.0,2000.0,133407.0,big's bbq brewpub,124 2nd ave nw,Mount Vernon,IA
9783,IA,52315,570.0,570.0,33659.0,470.0,23861.0,,,,
9784,IA,52316,710.0,710.0,36790.0,590.0,24328.0,,,,
9785,IA,52317,9660.0,9660.0,723220.0,8890.0,577903.0,,,,
9786,IA,52318,470.0,470.0,26254.0,370.0,17884.0,,,,
9787,IA,52320,490.0,490.0,24164.0,430.0,17982.0,,,,
9788,IA,52321,210.0,210.0,10165.0,180.0,7958.0,,,,
9789,IA,52322,1170.0,1170.0,77757.0,990.0,53980.0,,,,
9790,IA,52323,330.0,330.0,14668.0,260.0,9606.0,,,,
9791,IA,52324,1040.0,1040.0,76563.0,910.0,62009.0,,,,
9792,IA,52325,390.0,390.0,24230.0,330.0,16888.0,,,,
9793,IA,52326,260.0,260.0,12928.0,240.0,10422.0,,,,
9794,IA,52327,1530.0,1530.0,109353.0,1300.0,73866.0,,,,
9795,IA,52328,1430.0,1430.0,164220.0,1230.0,118718.0,,,,
9796,IA,52329,350.0,350.0,20422.0,300.0,14178.0,,,,
9797,IA,52330,340.0,340.0,21989.0,300.0,14443.0,,,,
9798,IA,52332,920.0,920.0,57350.0,790.0,42125.0,,,,
9799,IA,52333,3370.0,3370.0,338190.0,2840.0,218288.0,,,,
9800,IA,52334,190.0,190.0,10888.0,150.0,8728.0,,,,
9801,IA,52335,280.0,280.0,13179.0,230.0,8410.0,,,,
9802,IA,52336,1190.0,1190.0,74877.0,970.0,54669.0,,,,
9803,IA,52337,400.0,400.0,18748.0,340.0,14803.0,,,,
9804,IA,52338,1670.0,1670.0,177566.0,1420.0,124356.0,,,,
9805,IA,52339,2200.0,2200.0,95927.0,1770.0,65017.0,,,,
9806,IA,52340,1850.0,1850.0,117608.0,1690.0,95028.0,,,,
9807,IA,52341,570.0,570.0,49408.0,470.0,32163.0,,,,
9808,IA,52342,1520.0,1520.0,72474.0,1240.0,51081.0,,,,
9809,IA,52345,640.0,640.0,43044.0,600.0,36313.0,,,,
9810,IA,52346,520.0,520.0,33239.0,440.0,22173.0,,,,
9811,IA,52347,700.0,700.0,42016.0,590.0,28030.0,,,,
9812,IA,52349,3300.0,3300.0,197794.0,2700.0,130465.0,,,,
9813,IA,52351,700.0,700.0,57317.0,640.0,44030.0,,,,
9814,IA,52352,890.0,890.0,56645.0,750.0,41389.0,,,,
9815,IA,52353,4330.0,4330.0,237174.0,3600.0,156878.0,,,,
9816,IA,52354,190.0,190.0,12237.0,160.0,7088.0,,,,
9817,IA,52355,130.0,130.0,5947.0,100.0,4265.0,,,,
9818,IA,52356,1210.0,1210.0,72569.0,1010.0,48197.0,,,,
9819,IA,52358,1800.0,1800.0,118008.0,1530.0,83262.0,,,,
9820,IA,52359,130.0,130.0,5611.0,100.0,3768.0,,,,
9821,IA,52361,2260.0,2260.0,151625.0,1880.0,98467.0,,,,
9822,IA,52362,440.0,440.0,22472.0,340.0,15028.0,,,,
9823,IA,52401,850.0,850.0,43053.0,770.0,31285.0,clock house brewing,600 1st st se,Cedar Rapids,IA
9824,IA,52401,850.0,850.0,43053.0,770.0,31285.0,iowa brewing,708 3rd st se,Cedar Rapids,IA
9825,IA,52401,850.0,850.0,43053.0,770.0,31285.0,quarter barrel arcade,616 2nd ave se,Cedar Rapids,IA
9826,IA,52402,19440.0,19440.0,1210175.0,16600.0,877544.0,granite city food & brewery (#5),4755 1st ave se,Cedar Rapids,IA
9827,IA,52402,19440.0,19440.0,1210175.0,16600.0,877544.0,third base brewery,500 blairs ferry rd ne ste 2,Cedar Rapids,IA
9828,IA,52403,11080.0,11080.0,914529.0,9280.0,572403.0,,,,
9829,IA,52404,19460.0,19460.0,936550.0,17300.0,746481.0,lion bridge brewing company,59 16th ave sw,Cedar Rapids,IA
9830,IA,52404,19460.0,19460.0,936550.0,17300.0,746481.0,thew brewing company,301 2nd ave,Cedar Rapids,IA
9831,IA,52405,12550.0,12550.0,694642.0,10690.0,521491.0,,,,
9832,IA,52411,3630.0,3630.0,518385.0,3070.0,337439.0,,,,
9833,IA,52501,12840.0,12840.0,625383.0,11000.0,453278.0,pallister brothers brewing company,116 n market st,Ottumwa,IA
9834,IA,52530,470.0,470.0,25129.0,400.0,18154.0,,,,
9835,IA,52531,2520.0,2520.0,126853.0,2110.0,95160.0,albia brewing co,11 benton ave e,Albia,IA
9836,IA,52533,500.0,500.0,25251.0,380.0,16450.0,,,,
9837,IA,52534,130.0,130.0,5779.0,120.0,4549.0,,,,
9838,IA,52535,370.0,370.0,17576.0,300.0,12575.0,,,,
9839,IA,52536,410.0,410.0,21815.0,330.0,14816.0,,,,
9840,IA,52537,2760.0,2760.0,150902.0,2120.0,96374.0,,,,
9841,IA,52540,610.0,610.0,28904.0,500.0,20677.0,,,,
9842,IA,52542,170.0,170.0,7953.0,120.0,4358.0,,,,
9843,IA,52543,100.0,100.0,6831.0,90.0,4619.0,,,,
9844,IA,52544,3150.0,3150.0,139999.0,2590.0,99502.0,,,,
9845,IA,52549,280.0,280.0,11624.0,240.0,8240.0,,,,
9846,IA,52550,220.0,220.0,9520.0,170.0,6936.0,,,,
9847,IA,52551,300.0,300.0,13573.0,240.0,9869.0,,,,
9848,IA,52552,280.0,280.0,13419.0,190.0,8216.0,,,,
9849,IA,52553,730.0,730.0,35221.0,630.0,27076.0,,,,
9850,IA,52554,550.0,550.0,23094.0,480.0,18409.0,,,,
9851,IA,52555,130.0,130.0,5144.0,90.0,3879.0,,,,
9852,IA,52556,5350.0,5350.0,339087.0,4120.0,171227.0,,,,
9853,IA,52560,190.0,190.0,7865.0,150.0,6283.0,,,,
9854,IA,52561,420.0,420.0,19338.0,360.0,14582.0,,,,
9855,IA,52563,630.0,630.0,31944.0,520.0,21130.0,,,,
9856,IA,52565,830.0,830.0,44838.0,570.0,26969.0,,,,
9857,IA,52567,260.0,260.0,14006.0,210.0,10067.0,,,,
9858,IA,52569,260.0,260.0,13468.0,180.0,7058.0,,,,
9859,IA,52570,310.0,310.0,12318.0,210.0,8448.0,,,,
9860,IA,52571,650.0,650.0,34637.0,520.0,23490.0,,,,
9861,IA,52572,420.0,420.0,16766.0,340.0,11999.0,,,,
9862,IA,52574,330.0,330.0,13712.0,270.0,9996.0,,,,
9863,IA,52576,230.0,230.0,11259.0,190.0,7825.0,,,,
9864,IA,52577,6290.0,6290.0,362346.0,5330.0,243061.0,nocoast beer co,1407 17th ave e ste b,Oskaloosa,IA
9865,IA,52580,200.0,200.0,11820.0,160.0,8557.0,,,,
9866,IA,52581,120.0,120.0,5404.0,90.0,3263.0,,,,
9867,IA,52583,140.0,140.0,5566.0,100.0,3579.0,,,,
9868,IA,52584,150.0,150.0,6284.0,120.0,3693.0,,,,
9869,IA,52585,410.0,410.0,21583.0,340.0,14927.0,,,,
9870,IA,52586,220.0,220.0,12265.0,180.0,6447.0,,,,
9871,IA,52590,440.0,440.0,17663.0,280.0,10752.0,,,,
9872,IA,52591,1250.0,1250.0,66910.0,980.0,43820.0,,,,
9873,IA,52594,160.0,160.0,7751.0,120.0,5658.0,,,,
9874,IA,52595,190.0,190.0,7737.0,170.0,6290.0,,,,
9875,IA,52601,13620.0,13620.0,709625.0,11310.0,485724.0,parkside brewing company,2601 madison ave,Burlington,IA
9876,IA,52619,270.0,270.0,12018.0,210.0,8936.0,,,,
9877,IA,52620,370.0,370.0,16898.0,300.0,11511.0,,,,
9878,IA,52621,330.0,330.0,19797.0,290.0,13108.0,,,,
9879,IA,52623,940.0,940.0,53735.0,790.0,40145.0,,,,
9880,IA,52624,190.0,190.0,9167.0,160.0,7198.0,,,,
9881,IA,52625,1220.0,1220.0,65711.0,1000.0,46743.0,,,,
9882,IA,52626,530.0,530.0,22928.0,410.0,15200.0,,,,
9883,IA,52627,5530.0,5530.0,300365.0,4570.0,191152.0,lost duck brewing co.,723 avenue h # 725,Fort Madison,IA
9884,IA,52630,160.0,160.0,6859.0,130.0,5301.0,,,,
9885,IA,52632,5290.0,5290.0,238314.0,4470.0,167254.0,v's restaurant and brewpub,3461 main st,Keokuk,IA
9886,IA,52635,290.0,290.0,12808.0,250.0,9638.0,,,,
9887,IA,52637,1190.0,1190.0,78925.0,980.0,48691.0,,,,
9888,IA,52638,250.0,250.0,13056.0,190.0,9793.0,,,,
9889,IA,52639,880.0,880.0,45765.0,740.0,33053.0,,,,
9890,IA,52640,590.0,590.0,31484.0,500.0,22088.0,,,,
9891,IA,52641,5210.0,5210.0,276260.0,4360.0,190793.0,,,,
9892,IA,52644,190.0,190.0,9288.0,160.0,6477.0,,,,
9893,IA,52645,1460.0,1460.0,76722.0,1210.0,55771.0,,,,
9894,IA,52646,190.0,190.0,11110.0,170.0,6091.0,,,,
9895,IA,52647,120.0,120.0,5080.0,110.0,4226.0,,,,
9896,IA,52649,430.0,430.0,21116.0,340.0,14621.0,,,,
9897,IA,52650,400.0,400.0,25183.0,310.0,16782.0,,,,
9898,IA,52651,270.0,270.0,11711.0,210.0,8528.0,,,,
9899,IA,52653,1510.0,1510.0,82464.0,1290.0,56786.0,,,,
9900,IA,52654,700.0,700.0,40299.0,570.0,25393.0,,,,
9901,IA,52655,2020.0,2020.0,117887.0,1690.0,77683.0,,,,
9902,IA,52656,1090.0,1090.0,73642.0,870.0,45672.0,,,,
9903,IA,52658,520.0,520.0,36284.0,410.0,20744.0,,,,
9904,IA,52659,670.0,670.0,36126.0,550.0,23438.0,,,,
9905,IA,52660,130.0,130.0,7667.0,90.0,4466.0,,,,
9906,IA,52720,420.0,420.0,22536.0,340.0,15993.0,,,,
9907,IA,52721,360.0,360.0,21648.0,310.0,14453.0,,,,
9908,IA,52722,18700.0,18700.0,1878547.0,15540.0,1233137.0,5ive cities brewing,2255 falcon ave,Bettendorf ,IA
9909,IA,52722,18700.0,18700.0,1878547.0,15540.0,1233137.0,adventurous brewing,2338 oak st,Bettendorf,IA
9910,IA,52722,18700.0,18700.0,1878547.0,15540.0,1233137.0,crawford brew works,3659 devils glen rd,Bettendorf,IA
9911,IA,52726,2250.0,2250.0,173370.0,1810.0,118622.0,,,,
9912,IA,52727,210.0,210.0,10928.0,170.0,7978.0,,,,
9913,IA,52728,510.0,510.0,22536.0,440.0,18909.0,,,,
9914,IA,52729,390.0,390.0,22108.0,330.0,15192.0,,,,
9915,IA,52730,2400.0,2400.0,129586.0,1950.0,91515.0,,,,
9916,IA,52731,380.0,380.0,21375.0,320.0,15588.0,,,,
9917,IA,52732,11870.0,11870.0,585183.0,9990.0,410647.0,,,,
9918,IA,52737,190.0,190.0,7343.0,170.0,6522.0,,,,
9919,IA,52738,1590.0,1590.0,82100.0,1370.0,58508.0,,,,
9920,IA,52739,330.0,330.0,15270.0,290.0,11587.0,,,,
9921,IA,52742,3660.0,3660.0,245936.0,3030.0,167164.0,bickering brother's brewery,613 10th st,De Witt,IA
9922,IA,52745,320.0,320.0,17853.0,250.0,11821.0,,,,
9923,IA,52746,450.0,450.0,28941.0,350.0,20424.0,,,,
9924,IA,52747,1070.0,1070.0,68634.0,910.0,50224.0,,,,
9925,IA,52748,4450.0,4450.0,346328.0,3830.0,253400.0,,,,
9926,IA,52749,460.0,460.0,27738.0,430.0,23609.0,,,,
9927,IA,52750,270.0,270.0,14453.0,240.0,10824.0,,,,
9928,IA,52751,500.0,500.0,27870.0,410.0,18939.0,,,,
9929,IA,52752,230.0,230.0,10511.0,200.0,8341.0,,,,
9930,IA,52753,2740.0,2740.0,285345.0,2340.0,181959.0,green tree brewery,309 n cody road,Le Claire,IA
9931,IA,52754,590.0,590.0,35554.0,500.0,25056.0,,,,
9932,IA,52755,960.0,960.0,55895.0,790.0,39535.0,,,,
9933,IA,52756,1040.0,1040.0,82866.0,880.0,60144.0,,,,
9934,IA,52757,150.0,150.0,6930.0,140.0,5368.0,,,,
9935,IA,52758,110.0,110.0,6286.0,110.0,5049.0,,,,
9936,IA,52760,290.0,290.0,16872.0,240.0,12080.0,,,,
9937,IA,52761,14350.0,14350.0,828695.0,12360.0,590816.0,contrary brewing co,411 w mississippi dr,Muscatine,IA
9938,IA,52761,14350.0,14350.0,828695.0,12360.0,590816.0,dubuque star brands / otter tail brewery,132 sheridan st,Muscatine,IA
9939,IA,52765,200.0,200.0,12379.0,150.0,7631.0,,,,
9940,IA,52766,370.0,370.0,20191.0,300.0,13638.0,,,,
9941,IA,52767,220.0,220.0,20242.0,180.0,13611.0,,,,
9942,IA,52768,670.0,670.0,46607.0,560.0,30615.0,,,,
9943,IA,52769,310.0,310.0,16485.0,250.0,11297.0,,,,
