,Brewery,Address,City,State,ZIP Code
2859,windmill brewing,2121 gettler st,Dyer,IN,46311.0
2860,wolves' head brewing company,219 s walnut st,Muncie,IN,47305.0
2861,wooden bear brewing co,21 w north st,Greenfield,IN,46140.0
2862,zorn brew works,605 e 9th st,Michigan City,IN,46360.0
2863,zwanzigz brewing,1038 lafayette ave,Columbus,IN,47201.0
2864,5 alarm brewing co,211 w main st,Lake Mills,IA,50450.0
2865,515 brewing co,7700 university ave,Clive,IA,50325.0
2866,5ive cities brewing,2255 falcon ave,Bettendorf ,IA,52722.0
2867,7 hills brewing company,1085 washington st,Dubuque,IA,52001.0
2868,adventurous brewing,2338 oak st,Bettendorf,IA,52722.0
2869,albia brewing co,11 benton ave e,Albia,IA,52531.0
2870,alluvial brewing company,3715 w 190th st,Ames,IA,50014.0
2871,backpocket brewing co,903 quarry rd,Coralville,IA,52241.0
2872,backroad brewery,140 n. first st.,Carlisle,IA,50047.0
2873,baked beer and beer co,1113 mound st,Davenport,IA,52803.0
2874,barn town brewing co.,9500 university ave ste 1110,West Des Moines,IA,50266.0
2876,bickering brother's brewery,613 10th st,De Witt,IA,52742.0
2877,big grove brewery,1225 s gilbert st,Iowa City,IA,52240.0
2879,big rack brew haus,2475 hiatt apple trl,Winterset,IA,50273.0
2880,big's bbq brewpub,124 2nd ave nw,Mount Vernon,IA,52314.0
2881,boone valley brewing co,816 7th st,Boone,IA,50036.0
2882,boot n flute brewery / guild wurst tavern,53 2nd st,Coralville,IA,52241.0
2883,brightside aleworks,480 center pl,Altoona,IA,50009.0
2884,brioux city brewery,1306 court st,Sioux City,IA,51105.0
2885,carroll brewing co.,226 e 5th st,Carroll,IA,51401.0
2886,catfish charlies / catfish creek brew pub,1630 e 16th st,Dubuque,IA,52001.0
2887,clock house brewing,600 1st st se,Cedar Rapids,IA,52401.0
2888,confluence brewing co,1235 thomas beck rd ste a,Des Moines,IA,50315.0
2889,contrary brewing co,411 w mississippi dr,Muscatine,IA,52761.0
2890,court avenue brewing co,309 court ave ste 100,Des Moines,IA,50309.0
2891,crawford brew works,3659 devils glen rd,Bettendorf,IA,52722.0
2892,crawford brew works - bettendorf iowa,3659 devils glenn rd,Bettendorf,IA,56484.0
2893,deb's brewtopia,106 cedar st,Elkader,IA,52043.0
2894,depot deli and lounge,101 n railroad st,Shenandoah,IA,51601.0
2895,dimensional brewing co.,67 main st,Dubuque,IA,52001.0
2896,drink me brewing,210 9th st,Sibley,IA,51249.0
2897,dubuque star brands / otter tail brewery,132 sheridan st,Muscatine,IA,52761.0
2898,exile brewing,1514 walnut st,Des Moines,IA,50309.0
2899,fat hill brewing,17 n federal ave,Mason City,IA,50401.0
2900,fenders brewing company,212 w van dorn st,Polk City,IA,50226.0
2901,firetrucker brewery,716 sw 3rd st,Ankeny,IA,50023.0
2904,fox brewing,103 s 11th st,West Des Moines,IA,50265.0
2905,franklin street brewing company,116 s franklin st,Manchester,IA,52057.0
2906,front street brewery - ia,208 e river dr,Davenport,IA,52801.0
2907,granite city food & brewery (#4),12801 university ave,Clive,IA,50325.0
2908,granite city food & brewery (#5),4755 1st ave se,Cedar Rapids,IA,52402.0
2909,granite city food & brewery (#6),5270 utica ridge rd,Davenport,IA,52807.0
2910,granite city food & wort house,1722 detroit st,Ellsworth,IA,50075.0
2911,great river brewery,332 e 2nd st,Davenport,IA,52801.0
2912,green tree brewery,309 n cody road,Le Claire,IA,52753.0
2914,iowa brewing,708 3rd st se,Cedar Rapids,IA,52401.0
2915,iowa river brewing company,107 n 1st st,Marshalltown,IA,50158.0
2916,jackson street brewing,607 5th st,Sioux City,IA,51101.0
2917,jubeck new world brewing,115 w 11th st,Dubuque,IA,52001.0
2918,kalona brewing company,405 b ave,Kalona,IA,52247.0
2919,keg creek brewing company,22381 221st street po box 281,Glenwood,IA,51534.0
2920,lake time brewery,801 main ave ste c,Clear Lake,IA,50428.0
2921,lark brewing,314 main street,Cedar Falls,IA,50613.0
2922,limestone brewers,518 main st,Osage,IA,50461.0
2923,lion bridge brewing company,59 16th ave sw,Cedar Rapids,IA,52404.0
2924,lost duck brewing co.,723 avenue h # 725,Fort Madison,IA,52627.0
2925,madhouse brewing co,501 scott ave,Des Moines,IA,50309.0
2926,mason city brewing,28 e state st,Mason City,IA,50401.0
2927,millstream brewing co,835 48th ave,Amana,IA,52203.0
2928,mistress brewing company,1802 n ankeny blvd ste. 108,Ankeny,IA,50023.0
2929,nocoast beer co,1407 17th ave e ste b,Oskaloosa,IA,52577.0
2930,okoboji brewing co,3705 highway 71,Spirit Lake,IA,51360.0
2931,olde main brewing co & restaurant,316 main st,Ames,IA,50010.0
2932,pallister brothers brewing company,116 n market st,Ottumwa,IA,52501.0
2933,parkside brewing company,2601 madison ave,Burlington,IA,52601.0
2934,peace tree brewing company,107 w main st,Knoxville,IA,50138.0
2935,pivo brewery,101 huber dr,Calmar,IA,52132.0
2936,pulpit rock brewing co.,207 college dr,Decorah,IA,52101.0
2937,quarter barrel arcade,616 2nd ave se,Cedar Rapids,IA,52401.0
2938,reclaimed rails brewing company,101 main st. se,Bondurant,IA,50035.0
2939,reunion brewery,516 2nd st,Coralville,IA,52241.0
2940,river hops brewing,1014 central ave,Fort Dodge,IA,50501.0
2941,river ridge brewing,118 n riverview st,Bellevue,IA,52031.0
2942,rustic brew,117 1st st nw,Hampton,IA,50441.0
2943,saint charles brewing co,100 s main st,Charles City,IA,50616.0
2944,second state brewing company,203 state st,Cedar Falls,IA,50613.0
2945,shiny top brewing,520 central ave,Fort Dodge,IA,50501.0
2946,single speed brewing co,325 commercial st,Waterloo,IA,50701.0
2947,single speed brewing co tap room,128 main street,Cedar Falls,IA,50613.0
2949,thew brewing company,301 2nd ave,Cedar Rapids,IA,52404.0
2950,third base brewery,500 blairs ferry rd ne ste 2,Cedar Rapids,IA,52402.0
2951,timbukbrü,215 6th st sw,Clarion,IA,50525.0
2952,toppling goliath brewing co,1600 prosperity rd po box 477,Decorah,IA,52101.0
2953,torrent brewing co,504 burnett ave,Ames,IA,50010.0
2954,tractorlift brewery,708 sumner ave,Humboldt,IA,50548.0
2955,treppenhaus brewing,2401 falls ave ste a,Waterloo,IA,50701.0
2956,twisted vine brewery,3320 westown pkwy,West Des Moines,IA,50266.0
2957,v's restaurant and brewpub,3461 main st,Keokuk,IA,52632.0
2958,west o beer,503 terrace park blvd,Milford,IA,51351.0
2960,worth brewing co,835 central ave,Northwood,IA,50459.0
2961,15-24 brew house,420 lincoln ave.,Clay Center,KS,67432.0
2962,23rd street brewery,3512 clinton pkwy,Lawrence,KS,66047.0
2963,aero plains brewing,117 n handley st,Wichita,KS,67203.0
2964,augustino brewing,756 n tyler rd,Wichita,KS,67212.0
2965,barrister's brewing inc.,2822 sw arrowhead rd.,Topeka,KS,66614.0
2966,beaver brewery at mo's place,1908 elm st,Beaver,KS,67525.0
2967,black stag brewery,623 massachusetts st,Lawrence,KS,66044.0
2968,blind tiger brewery & restaurant,417 sw 37th st,Topeka,KS,66611.0
2969,blue skye brewery,116 n santa fe ave,Salina,KS,67401.0
2970,brew lab,7925 marty st,Overland Park,KS,66204.0
2971,center pivot,300 main st,Quinter,KS,67752.0
2972,central standard brewing,156 s greenwood st,Wichita,KS,67211.0
2973,defiance brewing co.,2050 e us highway 40,Hays,KS,67601.0
2974,dodge city brewing,701 3rd ave,Dodge City,KS,67801.0
2976,fly boy brewery and eats / props & hops brewing,105 n main st,Sylvan Grove,KS,67481.0
2977,free state brewing co,636 massachusetts st,Lawrence,KS,66044.0
2978,free state brewing co - production,1923 moodie rd,Lawrence,KS,66046.0
2979,gella's diner & liquid bread brewing co,117 e 11th st,Hays,KS,67601.0
2980,granite city food & brewery (#12),1701 village west pkwy,Kansas City,KS,66111.0
2981,granite city food & brewery (#13),15085 w 119th st,Olathe,KS,66062.0
2982,grinder’s high noon brewery,206 choctaw st,Leavenworth,KS,66048.0
2983,hank is wiser brewery,213 n main st,Cheney,KS,67025.0
2984,happy basset brewing company,6044 sw 29th st,Topeka,KS,66614.0
2985,hopping gnome brewing company,1710 e douglas ave,Wichita,KS,67214.0
2986,iron rail brewing,705 s kansas ave,Topeka,KS,66603.0
2987,kansas city breweries company,12650 s pflumm rd ste 202,Olathe,KS,66062.0
2988,kansas territory brewing,310 c st,Washington,KS,66968.0
2989,lawrence beer company,826 pennsylvania st,Lawrence,KS,66044.0
2990,limestone beer co,707 n waco ave ste 105,Wichita,KS,67203.0
2991,limitless brewing,9765 widmer rd,Lenexa,KS,66215.0
2992,little apple brewing co,1110 westloop pl,Manhattan,KS,66502.0
2993,norsemen brewing co.,po box 8819,Topeka,KS,66608.0
2994,nortons brewing co.,125 n saint francis st,Wichita,KS,67202.0
2995,not lost brewing company,229 south main st,Ottawa,KS,66067.0
2997,pour house,711 e douglas avenue ste 103-105,Wichita,KS,67202.0
2998,radius brewing company,610 merchant st,Emporia,KS,66801.0
3002,salt city brewing ,514 n main street,Hutchinson,KS,67501.0
3003,sandhills brewing,111 w 2nd st ste d,Hutchinson,KS,67501.0
3005,the boiler room brewhaus llc,10 s national ave,Fort Scott,KS,66701.0
3007,third place brewing,630 e douglas ave  suite #150,Wichita,KS,67202.0
3008,three rings brewery,536 south old highway 81,McPherson,KS,67401.0
3009,transport brewery,11113 johnson dr,Shawnee,KS,66203.0
3011,wakarusa brewing company,710 main st,Eudora,KS,66025.0
3012,walnut river brewing company,111 w locust ave,El Dorado,KS,67042.0
3013,wichita brewing co & pizzeria,8815 w 13th st n ste 100,Wichita,KS,67212.0
3015,"wichita brewing co production, llc",727 e osie st,Wichita,KS,67211.0
3016,yankee tank brewing company,807 e 23rd st ste j,Lawrence,KS,66046.0
3017,23 brewing company / lizzie b's cafe,2010 ky route 321,Prestonsburg,KY,41653.0
3018,3rd turn brewing,10408 watterson trl,Louisville,KY,40299.0
3019,against the grain brewery,401 e main st,Louisville,KY,40202.0
3021,akasha brewing company,909 e market st ste 700,Louisville,KY,40206.0
3022,alexandria brewing company,7926 alexandria pike ste 1,Alexandria,KY,41001.0
3023,apocalypse brew works,1612 mellwood ave,Louisville,KY,40206.0
3024,beer engine,107 larrimore ln,Danville,KY,40422.0
3025,bircus brewing,322 elm st,Ludlow,KY,41016.0
3026,blue stallion brewing company,610 w third st,Lexington,KY,40508.0
3029,braxton brewing company,27 w 7th st,Covington,KY,41011.0
3030,braxton labs,95 riviera dr,Bellevue,KY,41073.0
3032,chase brewing company / chase tap room,266 jefferson st,Lexington,KY,40508.0
3033,country boy brewing,436 chair ave,Lexington,KY,40508.0
3034,country boy brewing - georgetown,108 corporate dr,Georgetown,KY,40324.0
3035,cumberland brews,1576 bardstown rd,Louisville,KY,40205.0
3036,darkness brewing,224 fairfield ave,Bellevue,KY,41073.0
3037,dreaming creek brewery,109 e irvine st,Richmond,KY,40475.0
3038,dry ground brewing company,3121 broadway st,Paducah,KY,42001.0
3039,dueling barrels,745 hambley blvd,Pikeville,KY,41501.0
3040,ethereal brewing,1224 manchester st,Lexington,KY,40504.0
3042,false idol independent brewers,1025 barret ave,Louisville,KY,40204.0
3043,flywheel brewing company,218 s mulberry st ste 103,Elizabethtown,KY,42701.0
3044,fusion brewing llc,1170 manchester st ste 150,Lexington,KY,40508.0
3045,goodwood brewing co,636 e main st,Louisville,KY,40202.0
3046,gordon biersch brewery restaurant - louisville,400 s 4th st,Louisville,KY,40202.0
3047,gravely brewing co.,514 baxter ave,Louisville,KY,40204.0
3048,great flood brewing,2120 bardstown rd,Louisville,KY,40205.0
3050,gypsy run brewery,131 n 4th st,Danville,KY,40422.0
3051,henderson brewing company,737 2nd st,Henderson,KY,42420.0
3052,hofbrauhaus newport,200 e 3rd st,Newport,KY,41071.0
3053,holsopple brewing,8023 catherine ln,Louisville,KY,40222.0
3054,hopcat - louisville,1064 bardstown rd.,Louisville,KY,40204.0
3055,hopkinsville brewing company,102 e 5th st,Hopkinsville,KY,42240.0
3056,jarfly brewing co,103 w mount vernon st,Somerset,KY,42501.0
3057,lemons mill brewery,166 marimon ave,Harrodsburg,KY,40330.0
3058,lexington brewing & distilling co.,475 angliana ave,Lexington,KY,40508.0
3059,"maiden city brewing company, llc",123 e pike st,Cynthiana,KY,41031.0
3060,mash cult brewing,6823 burlington pike,Florence,KY,41042.0
3061,mile wide beer co.,636 barret ave,Louisville,KY,40204.0
3062,mirror twin brewing,725 national ave,Lexington,KY,40502.0
3063,monnik beer company,1036 e burnett ave,Louisville,KY,40217.0
3064,my old kentucky foam,149 e main st,Georgetown,KY,40324.0
3065,old louisville brewery,625 w magnolia ave,Louisville,KY,40208.0
3067,paducah beer werks,301 n 4th st,Paducah,KY,42001.0
3068,pivot brewing company,1400 delaware ave,Lexington,KY,40505.0
3069,rock house brewing,119 luigart ct,Lexington,KY,40508.0
3070,rooster brewing,609 main st,Paris,KY,40361.0
3071,sig luscher brewery,221 mero street,FRANKFORT,KY,40601.0
3072,sterling beer co.,3214 preston hwy,Louisville,KY,40213.0
3073,tap on main brewing company,601a n main st,Somerset,KY,42501.0
3074,town branch distillery,401 cross st,Lexington,KY,40508.0
3075,versailles brewing company,513 marsailles rd ste 8,Versailles,KY,40383.0
3076,west sixth brewing co,501 w sixth st,Lexington,KY,40508.0
3077,west sixth farm,4495 shadrick ferry rd,Frankfort,KY,40601.0
3078,west sixth greenroom,109 w main st,Lexington,KY,40507.0
3079,white squirrel brewery,871 broadway ave,Bowling Green,KY,42101.0
3080,wooden cask brewing company,629 york st,Newport,KY,41071.0
3081,yancey's gastropub and brewery,128 s public sq,Glasgow,KY,42141.0
3082,abita brewing co,166 barbee rd,Covington,LA,70433.0
3083,bayou teche brewing,1102 noth lane,Arnaudville,LA,70512.0
3091,brieux carre brewing company,2115 decatur st,New Orleans,LA,70116.0
3092,broken wheel brewery,109 tunica dr e,Marksville,LA,71351.0
3093,"cajunboyz brewery, llc",114 power blvd ste 3,Reserve,LA,70084.0
3094,"cane river brewing co., l.l.c",108 mill street,Natchitoches,LA,71457.0
3095,chafunkta brewing co,69123 skybrook rd. ste e,Mandeville,LA,70471.0
3096,chappapeela farms brewery,57542 hillcrest school rd,Amite,LA,70422.0
3097,crescent city brewhouse,527 decatur st,New Orleans,LA,70130.0
3098,crying eagle brewing company,1165 e mcneese st,Lake Charles,LA,70607.0
3099,dixie brewing co inc.,6221 s claiborne ave ste 101,New Orleans,LA,70125.0
3100,"dixie brewing company, llc",1450 poydras st ste 404,New Orleans,LA,70112.0
3101,flying heart brewing,700 barksdale blvd,Bossier City,LA,71111.0
3102,flying tiger brewery,506 n 2nd st,Monroe,LA,71201.0
3103,gnarly barley brewing,1709 corbin rd,Hammond,LA,70403.0
3104,gordon biersch brewery restaurant - new orleans,200 poydras st,New Orleans,LA,70130.0
3106,great raft brewing,1251 dalzell st,Shreveport,LA,71103.0
3108,huckleberry brewing company,4724 sterkx rd,Alexandria,LA,71301.0
3109,louisiana purchase brewing company,128 w pine st,Ponchatoula,LA,70454.0
3110,low road brewing,1110 c m fagan dr,Hammond,LA,70403.0
3111,miel brewery & taproom,405 6th st,New Orleans,LA,70115.0
3112,mudbug brewery,1878 la hwy 3185,Thibodaux,LA,70302.0
3113,new orleans lager and ale brewing (nola brewing),3001 tchoupitoulas st,New Orleans,LA,70115.0
3114,old rail brewing co,639 girod st,Mandeville,LA,70448.0
3115,ouachita brewing company,95 mcclendon ave,West Monroe,LA,71291.0
3116,parish brewing company,229 jared dr,Broussard,LA,70518.0
3117,parleaux beer lab,634 lesseps st,New Orleans,LA,70117.0
3118,port orleans brewing company,4124 tchoupitoulas st,New Orleans,LA,70115.0
3120,red river brewing co,1200 marshall st ste 500,Shreveport,LA,71101.0
3121,royal brewery,7366 townsend pl ste b,New Orleans,LA,70126.0
3122,second line brewing,433 n bernadotte st,New Orleans,LA,70119.0
3123,southern craft brewing company,14141 airline hwy ste 4j,Baton Rouge,LA,70817.0
3124,spigots brew pub,622 barrow st,Houma,LA,70360.0
3125,the courtyard brewery,1020 erato st,New Orleans,LA,70130.0
3126,tin roof brewing co,1624 wyoming st,Baton Rouge,LA,70802.0
3127,twenty 8 west brewing,6354 coliseum blvd,Alexandria,LA,71303.0
3128,urban south brewery,1645 tchoupitoulas st,New Orleans,LA,70130.0
3129,utility brewing company,206 n. vienna street,Ruston,LA,71270.0
3130,2 feet brewing company,80 columbia st,Bangor,ME,4401.0
3131,207 beer company,71 center st,Brewer,ME,4412.0
3132,airline brewing company,22 mill ln,Amherst,ME,4428.0
3133,allagash brewing co,50 industrial way,Portland,ME,4103.0
3134,ambition brewing,295 main street,Wilton,ME,4294.0
3135,andrews brewing co,353 high st,Lincolnville,ME,4849.0
3136,atlantic brewing co,15 knox rd,Bar Harbor,ME,4609.0
3137,atlantic brewing co / bar harbor brewing,52 cottage street bar harbor,Bar Harbor,ME,4609.0
3138,austin street brewery,1 industrial way ste 8,Portland,ME,4103.0
3140,"bag and kettle, the",9000 main st apt 21,Carrabassett Valley,ME,4947.0
3141,banded brewing company,32 main st. bldg 13-w ste 102,Biddeford,ME,4005.0
3142,bangor beer co.,330 bangor mall blvd,Bangor,ME,4401.0
3143,barreled souls brewing company llc,743 portland rd,Saco,ME,4072.0
3145,bath brewing company,141 front st,Bath,ME,4530.0
3146,batson river brewing and distilling,12 western ave,Kennebunk,ME,4043.0
3147,battery steele brewing,1 industrial way ste 12,Portland,ME,4103.0
3148,"baxter brewing co, llc",130 mill st,Lewiston,ME,4240.0
3149,bear bones beer,2 cottage st ste 1,Bridgton,ME,4009.0
3151,belfast bay brewing co,100 searsport ave,Belfast,ME,4915.0
3152,bigelow brewing company,473 bigelow hill rd,Skowhegan,ME,4976.0
3153,birchwood brewing co,19 portland rd,Gray,ME,4039.0
3154,bissell brothers brewing,4 thompsons pt ste 108,Portland,ME,4102.0
3155,bissell brothers three rivers,157 elm st,Milo,ME,4463.0
3156,black bear brewery,19 mill st ste 4,Orono,ME,4473.0
3157,black pug brewing,30 bath rd,Brunswick,ME,4011.0
3158,blank canvas brewery,46 betton st ste 3,Brewer,ME,4412.0
3159,"boothbay craft brewery, inc",301 adams pond rd,Boothbay,ME,4537.0
3162,bunker brewing co,17 westfield st unit d,Portland,ME,4102.0
3163,corner point brewing company,1 sullivan st po box 1342,Berwick,ME,3901.0
3164,cushnoc brewing company,243 water st,Augusta,ME,4330.0
3165,d.l. geary brewing co inc.,38 evergreen dr,Portland,ME,4103.0
3166,deepwater brewing company,33 tenney hl,Blue Hill,ME,4614.0
3167,definitive brewing company,35 industrial way,Portland,ME,4103.0
3168,dirigo brewing co.,28 pearl st,Biddeford,ME,4005.0
3169,first mile brewing company,28 market st ste 103,Fort Kent,ME,4743.0
3170,flight deck brewing,11 atlantic dr,Brunswick,ME,4011.0
3171,fogtown brewing company,25 pine st,Ellsworth,ME,4605.0
