,Brewery,Address,City,State,ZIP Code
1850,Ankrolab Brewing Company,,Naples,FL,34112
1854,Azalea City Brewing Company,,Palatka,FL,32178
1858,BarrieHaus Beer Co.,,Tampa,FL,33605
1859,Bastet Brewing,,Tampa,FL,33613
1860,Bay 13 Brewery,,Coral Gables,FL,33134
1861,Bay Brewing Company,,Miami,FL,33130
1865,Beer Religion,,Winter Park,FL,32792
1877,Bob Loblaw Brewing,,Miami,FL,33179
1885,Bremen Beer Ventures,,Key Biscayne,FL,33149
1891,Brewery In Planning - Asheville,,Cape Coral,FL,
1892,"Brewery in Planning - Clearwater, FL",,Clearwater,FL,33760
1893,"Brewery in Planning - Fort Laurderdale, FL",,Fort Laurderdale,FL,33312
1894,"Brewery in Planning - Orlando, FL",,Orlando,FL,32827
1895,"Brewery in Planning - Pensacola, FL",,Pensacola,FL,32504
1896,"Brewery in Planning - St.Augustine, FL",,St.Augustine,FL,32080
1897,Brewery in Planning - Tampa,,Tampa,FL,33605
1898,Brewery In Planning - V-Twin Brewing,,Saint Petersburg,FL,33705
1899,Brighter Day's Brewing Company,,New Port Richey,FL,34655
1901,Broken Coat Brewing,,Lake Worth,FL,33467
1903,Buffalo Theory Brewing Co. LLC,,Merritt Island,FL,32953
1912,Cayo Hueso Brewing,,Key West,FL,33040
1921,Clearwater Brewing Company,,Clearwater,FL,33755
1922,Clermont Brewing Company,,Clermont,FL,34711
1923,CNB Brewpub,,Sarasota,FL,34242
1942,"D. MANATEE HOLDINGS, LLC",,Miami,FL,33131
1943,Dangerous Minds Brewing Co,,Pompano Beach,FL,33062
1950,Dees Brothers Brewery,,Orlando,FL,32807
1961,Dunedin Brewery Production Facility,,Dunedin,FL,34698
1964,Emerald Republic Brewing,,Pensacola,FL,32502
1980,"Gator Tail Brewing Company, LLC",,Winter Garden,FL,34787
2017,Island Coastal Lager,3900 Frontage Rd S,Lakeland,FL,33815
2028,Lemonstreet Brewing Company,,Jacksonville,FL,32204
2030,Little Giant Brewery,,Bradenton,FL,34208
2043,Mocama Brewing Company,,Fernandina Beach,FL,32034
2055,Ocean Republic Brewing,,Stuart,FL,34994
2062,Orange Blossom Brewing Company,3900 Frontage Rd S,Lakeland,FL,33815
2065,Orion Beverages,,Longwood,FL,32779
2099,"RoosterBragh Brewing Company, LLC",,Tallahassee,FL,32312
2122,St. Michael's Brewing Company,,Navarre,FL,
2150,Turn 2 Brewing Company Inc.,,Sebring,FL,33872
2155,Unbranded Brewing Company,,Hialeah,FL,33010
2157,Unseen Creatures Brewing & Blending,,Miami,FL,
2165,Wild Hordeum Brewing Co.,,Titusville,FL,32796
2166,Winding Trail Brewing Company,,Ellenton,FL,34222
2174,400 North Brewing,,Sugarhill,GA,30518
2179,Anderby Brewing,,Peachtree Corners,GA,30092
2181,"Appalachian Grail Brewing Co, LLC",,Dacula,GA,30019
2185,Beer Republic Brewing,,Atlanta,GA,30338
2186,Blaue Wolf Brewery,,Helen,GA,30545
2189,"Brewery in Planning - Atlanta, GA",,Atlanta,GA,30318
2190,Brewery in Planning - Buford,,Buford,GA,30515
2191,"Brewery in Planning - Johns Creek, GA",,Johns Creek,GA,30022
2192,"Brewery in Planning - NORCROSS, GA",,NORCROSS,GA,30093
2193,Brewery in Planning - Savannah,,Savannah,GA,
2194,Brewery In Planning Suwanee,,Duluth,GA,30096
2197,Cartecay River Brewing Co,,Ellijay,GA,30540
2202,"Cochran Mill Brewing Company, LLC",,Chattahoochee Hills,GA,30268
2204,Coosa Valley Brewing Company,,Adairsville,GA,30103
2209,Drowned Valley Brewing Co.,,Cartersville,GA,30120
2212,Education Ales,,Marietta,GA,30067
2225,Halfway Crooks ,,Atlanta,GA,30312
2226,Heavale Brewing Company,,Jasper,GA,30143
2227,"Hixtown Brewing Co, LLC",,Villa Rica,GA,30180
2231,Ironwood Creek,,Evans,GA,30809
2239,MAZURT Brewing Company,,Atlanta,GA,
2243,Monkey Wrench Brewing Company LLC,,Suwanee,GA,30024
2246,NoFo Brew Co,,Cumming,GA,30028
2263,Sabbath Brewing,,Atlanta,GA,30316
2265,Sceptre Brewing Arts,,Decatur,GA,30030
2270,"SmootyBrews, LLC",,Atlanta ,GA,30338
2274,Steady Hand Beer Co.,,Atlanta,GA,
2278,The Lost Druid,,AVONDALE ESTATES,GA,30002
2290,Yes Face Beer,,Sun City Peachtree,GA,
2295,Brewery In Planning - Honolulu HI,,Kailua,HI,96734
2296,"Brewery In Planning - Kahului, HI",,KAHULUI,HI,
2297,"Brewery in Planning - Kunia, HI",,Kunia,HI,96759
2298,Broken Boundary Brewery,,Honolulu,HI,96817
2300,Hana Koa Brewing Co,,Honolulu,HI,96814
2304,Hotspot Hawaii Brewing Company,,Waikoloa,HI,96738
2313,MiHi Brewing Company,,Hilo,HI,96720
2315,Stewbum & Stonewall Brewing Co.,,Honolulu,HI,96817
2320,2C Family Brewing Co.,,Nampa,ID,83651
2326,Bombastic Brewing,,Hayden,ID,83835
2328,Citizen 33 Brewery,,Driggs,ID,83422
2388,1905 Brewing Company,,Assumption,IL,62510
2395,5 Rabbit Cerveceria Inc,,Chicago,IL,
2399,9th Hour Brewing Company LLC,,Spring Grove,IL,60081
2415,Belly Up Beer Company,,Western Springs,IL,60558
2429,Brewery in Planning - Chicago,,Chicago,IL,60657
2430,Brewery In Planning - Cobden,,Cobden,IL,62920
2431,Brewery in Planning - Downers Grove,,Downers Grove,IL,60515
2432,"Brewery in Planning - Morton Grove, IL",,Morton Grove,IL,60053
2433,Brewery in Planning - RIVERSIDE,,Riverside,IL,
2438,Burning Bush Brewery,,Skokie,IL,60077
2439,Burnt City Brewing,,Chicago,IL,60622
2441,Byers Brewing Company,,DeKalb,IL,60115
2445,Chimp Monk Brewing LLC,,Batavia,IL,60510
2480,Geneseo Brewing Company,102 S State St,Geneseo,IL,61254
2507,Holzlager Brewing Co.,,Woodstock,IL,60098
2513,Howard Street Brewing Company,,Chicago,IL,60626
2515,ILL STYLEZ BREWING,,Freeport,IL,61032
2524,Karetas Brewing,1480 Industrial Dr Ste C,Itasca,IL,60143
2531,Lagunitas Chicago,2607 W 17th St,Chicago,IL,60608
2535,Lake St Brewing,,Oak Park,IL,60302
2548,Mad Hatchet Brewing,,SHOREWOOD,IL,60404
2549,Mad Mouse Brewery ,,Chicago,IL,60607
2558,Midwest Coast Brewing Company,,Chicago,IL,60612
2560,Millpond Brewing and Incubator,,Millstadt,IL,62260
2561,Miskatonic Brewing Company,1000 N Frontage Rd Ste C,Darien,IL,60561
2566,Mud Run Beer Co.,,Stockton,IL,61085
2572,Obscurity,,Elburn,IL,60119
2579,One Allegiance Brewing,,Chicago Ridge,IL,60415
2589,Pilot Project Brewing,,Chicago,IL,60647
2590,Pipeworks Brewing Co,,Chicago,IL,60647
2598,Radium City Brewing,,Ottawa,IL,61350
2604,Ritt Brewing Company,,Chicago,IL,60634
2615,Sacred Lake Brewing,,Herrin,IL,62948
2618,Sew Hop'd Brewery LLC,,Huntley,IL,60142
2619,ShadowView Brewing,,Woodstock,IL,60098
2622,SIU Fermentation Science Institute,,Carbondale,IL,62901
2628,Solemn Oath Brewery,,Chicago,IL,60647
2643,Topsy Turvy,,Hampshire,IL,60140
2663,Wonky Brew Factory,,Aurora,IL,60506
2668,2Toms Brewing Company,,Fort Wayne,IN,
2670,5 Arch Brewing,,Centerville,IN,47330
2672,"Alhambra Brewing Company, LLC",,Evansville,IN,47713
2682,Bier Brewery,,Carmel,IN,46032
2696,Brewery in Planning - Franklin,,Franklin,IN,46131
2697,Brewery In Planning - Seymour,,Seymour,IN,47274
2705,Carbon Brewing Company,,Brazil,IN,47834
2712,Chesterton Brewery,,Chesterton,IN,46304
2718,Creatures Of Habit Brewing Co,,Anderson,IN,46016
2729,Dot & Line Brewing Company,,Fort Wayne,IN,46808
2730,Ellison Brewery- Indianapolis,,Indianapolis,IN,46225
2735,Feed Store Beer Co,,Bloomfield,IN,47424
2747,George Ringler & Company,,Danville,IN,46122
2754,Granite City Food & Brewery (#27),150 W 96th St,Indianapolis,IN,46260
2757,Guggman Haus Brewing Co.,,Indianapolis,IN,46202
2763,Hydraulic Ale Works,,Elkhart,IN,46516
2782,Misconduct Brewing,,Carmel,IN,46033
2796,Parlor City Brewing Company,,Bluffton,IN,46714
2804,Primeval Brewing,,Noblesville,IN,46060
2811,Round-A-bout Brewery,,Carmel,IN,46032
2827,Sun King Brewing Co,,Fishers,IN,46037
2850,Upland Brewing Co,,Indianapolis,IN,46203
2854,WarPigs USA Brewing Co.,9750 Indiana Pkwy,Munster,IN,46321
2857,Wedgewood Brewing Company,106 S Main St,Middlebury,IN,46540
2858,Westwind Brewery Co.,,Elkhart,IN,46514
2879,Big Grove Brewery & Tap Room,1225 S Gilbert St,Iowa City,IA,52240
2903,Five Cities Brewing,2255 Falcon Ave,Bettendorf,IA,52722
2914,House Divided Brewery,,Ely,IA,52227
2949,Textile Brewing Company,,Dyersville,IA,52040
2960,Wise I Brewing Company,,Le Mars,IA,51031
2976,Fields & Ivy Brewery,,Lawrence,KS,66046
2997,Nu Life Market,,Scott City,KS,67871
3000,Red Crow Brewing Company,,Olathe,KS,66062
3002,"Riverbank Brewing, LLC.",,Council Grove,KS,66846
3005,SIlverback Brewing Company,,Pittsburg,KS,66762
3007,The Jolly Fox Brewery,,Pittsburg,KS,66762
3011,Union Works Brewery LLC,,Humboldt,KS,66748
3028,Bluegrass Brewing Co - Brewpub,300 W Main St,Louisville,KY,40202
3029,Bourbon Capital Brewing,,Bardstown,KY,40004
3032,Brewery in Planning - Augusta,,Augusta,KY,41002
3067,Old Louisville Brewery Barrel Room,622 Main St,Shelbyville,KY,40065
3085,Brasserie L'Etrange,,Prairieville,LA,70769
3086,"Brewery in Planning - Ball, LA",,,LA,
3087,Brewery in Planning - Baton Rouge,,Baton Rouge,LA,70810
3088,Brewery In Planning - Baton Rouge,,Baton Rouge,LA,70808
3089,Brewery In Planning - Dulles,,New Orleans,LA,70119
3090,Brewery In Planning - Natchitoches,,Natchitoches,LA,
3091,"Brewery in Planning - New Orleans, LA",,New Orleans,LA,70117
3106,Grand Derangement Brewing Co.,,Mandeville,LA,70471
3108,High Ground Brewery,,Saint Francisville,LA,70775
3120,Rally Cap Brewing Company,,Baton Rouge,LA,70809
3145,Bath Ale Works,,Bath,ME,04530
3161,Brewery Extrava,,Portland,ME,04101
3162,Brickyard Hollow Brewing Co,236 Main St,Yarmouth,ME,04096
3220,Orono Brewing Brewery & Draught Room,,Orono,ME,04473
3222,Outland Farm Brewery,,Pittsfield,ME,04967
3249,Top Sea,,Phippsburg,ME,04562
3257,Yes Brewing,609 Main St,Westbrook,ME,04092
3262,Annapolis Brewing Company,,Annapolis,MD,21409
3271,Big Truck Brewery,,Parkton,MD,21120
3272,Bird Nickel Brewing Company,,Easton,MD,21601
3276,"Brewery in Planning - Berlin, MD",,Berlin,MD,21811
3277,"Brewery in Planning - Columbia, MD",,Columbia,MD,21045
3278,Brewery in Planning - Silver Spring,,Silver Spring,MD,20910
3287,Chick Brewing Company,,Easton ,MD,
3288,Conowingo Brewing Company,,Conowingo,MD,21918
3295,Denizens Brewing Company,,Riverdale,MD,20737
3297,Dig Deep Brewing Co,,Cumberland,MD,21502
3298,DuClaw Brewing Co,8901 Yellow Brick Rd Ste B,Baltimore,MD,21237
3307,Farmacy Brewing,,Reisterstown,MD,21136
3315,Greenspring Brewing Company,,Chesapeake Beach,MD,20732
3317,Gypsy Brewing Company,,Huntingtown,MD,20639
3318,Heart & Solar Brewing,,Parkton,MD,21120
3320,HopScratch Farm & Brewery,,Harwood,MD,20776
3330,Locust Post Brewery,,Little Orleans,MD,21766
3331,Lone Oak Farm,,Derwood,MD,20855
3337,Mobtown Brewing Co,,Baltimore,MD,21224
3347,"Peculiar Character, LLC",,Rockville,MD,20853
3348,Pooles Island Brewing Company,,Middle River,MD,21220
3362,Sigma Ingredients LLC,,Salisbury,MD,21801
3371,Ten Eyck Brewing,,Queenstown,MD,21658
3375,"Tusculum Farm Enterprises, LLC",,Laytonsville,MD,20882
3390,Agape Beer Company LLC,,Gloucester,MA,01930
3394,Anawan Brewing Company,,Rehoboth,MA,02769
3395,Aquatic Brewing LLC,,Falmouth,MA,02540
3398,Backbeat Brewing Company,,Beverly,MA,01915
3402,Bark Brew Co. LLC,,BELCHERTOWN,MA,01007
3407,Bay State Beer Company,,Sturbridge,MA,01566
3420,Break Rock Brewing,,Boston,MA,02124
3422,Brewery in Planning - Brookline,,Brookline,MA,02446
3423,Brewery In Planning - Petersham,,New Salem,MA,01355
3424,Brewery In Planning - Solution Brewing Company,,Chelmsford,MA,01824
3425,Brewery In Planning - Stockbridge,,Stockbridge,MA,01262
3426,"Brewery in Planning - Winchester, MA",,Winchester,MA,01890
3428,Brewmasters Tavern / Brewmasters Brewing Services,4 Main St,Williamsburg,MA,01096
3431,Builder Brewing Co,,Manchester,MA,01944
3438,Cape Ann Lanes ,,Gloucester,MA,01930
3442,Charlton Beer Company,,Charlton,MA,01507
3445,Cochituate Brewing,,Wayland,MA,
3452,Distraction Brewing Company,,WEST ROXBURY,MA,
3460,Faces Brewing Co.,,Malden,MA,02148
3466,Great Awakening Brewing Company,,Westfield,MA,01085
3468,"Green Door Brewing, Inc.",,Attleboro,MA,02703
3469,Green Road Brewing,,Bolton,MA,01740
3487,Kismet Brewing Company,,Westfield,MA,01085
3490,Leadfoot Brewing,,Chicopee,MA,01020
3493,Loophole Brewing Services,,Holyoke,MA,01040
3495,Lost Shoe Brewing and Roasting Company,,Marlborough,MA,01752
3498,Lyons Den Brewing Co.,,Wrentham,MA,02093
3501,Medford Brewing,,Medford,MA,
3525,Paramount Brewing Company,,Andover,MA,01810
3538,Saltmarsh Brewery,,Foxboro,MA,02035
3540,Scottish Bloodline Brewing,,Lowell,MA,01851
3548,Small Change Brewing Company,,Somerville,MA,
3551,Spicket River Brewery,,Lawrence,MA,01840
3576,Wash Ashore Beer Company,,Edgartown,MA,
3607,Axle Brewing Company,567 Livernois St,Ferndale,MI,48220
3620,Belding Brewing Company,,Belding,MI,48809
3650,Brewery Faisan,,Detroit,MI,48207
3651,Brewery in Planning - Mattawan,,Mattawan,MI,
3652,Brewery in Planning - Plymouth,,Plymouth,MI,48170
3653,"Brewery in Planning - Stevensville, MI",,Stevensville,MI,49127
3654,"Brewery in Planning - Stevensville, MI",,Allegan,MI,49010
3655,Brewery in Planning - WHITMORE LAKE,,Whitmore Lake,MI,48189
3656,Brewery In Planning- Gonzales,,Midland,MI,48642
3659,Brewery Vivant,,Kentwood,MI,49512
3666,Buchanan Craft LLC,,BUCHANAN,MI,49107
3668,Cadillac Straits Brewing Company,,Madison Heights,MI,48071
3674,Cheboygan Brewing Co,101 N Main St,Cheboygan,MI,49721
3677,CHILLAX Brewing Company LLC,,Milford,MI,48381
3685,Copper Hop Brewing Company,,Saint Clair Shores,MI,48080
3711,Elk Rapids Brewing Co.,,Elk Rapids,MI,49629
3717,Farmington Underground Canning and Kegging,,Farmington,MI,48336
3720,Fife Lake Brewery,,Fife Lake,MI,49633
3721,Fillmore 13 Brewery,7 N Saginaw St,Pontiac,MI,48342
3730,Ghost Isle Brewing Company,,New Buffalo,MI,49117
3778,Keweenaw Brewing Co - Production Facility,408 Shelden Ave,Houghton,MI,49931
3817,New Holland Brewing,,Battle Creek,MI,49017
3822,Niles Brewing Company,,Niles,MI,49120
3833,Old Detroit Brewing Co,,Bloomfield Hills,MI,48304
3836,Old Post Brewing,,Howell,MI,48843
3849,Paper City Development LLC,,Vicksburg,MI,49097
3855,Pigeon Hill Brewery Production Facility,,Muskegon,MI,49440
3888,Schmucks Brewing Co,,Howell,MI,48843
3889,Seedz Brewery,,Union Pier ,MI,49129
3907,Stormcloud Brewing Company,303 Main St,Frankfort,MI,49635
3933,Third Nature Brewing Co.,,Rockford,MI,49341
3970,14 Lakes Brewery,,Crosslake,MN,56442
3971,22 Northmen Brewing Company,,Alexandria,MN,56308
3978,Arbeiter Brewing Company,,Minneapolis,MN,55406
3996,Big Bear Brewco,,Eden Prairie,MN,55344
4006,Bold I'Land Brewing Company,,Albert Lea,MN,56007
4011,Brew D'Etat,,Burnsville,MN,55337
4012,Brewery In Planning - Medina,,Long Lake,MN,
4013,Brewery In Planning - Saint Paul MN,,Saint Paul,MN,55129
4014,Brewery In Planning - Shakopee,,Shakopee,MN,55379
4046,Gluek Beer,,Minnapolis,MN,
4048,Good Ass Beer,,Forest Lake,MN,
4060,Head Bros. Brew,,Coon Rapids,MN,55433
4095,Minn'Ohana Brewing,,Mankato,MN,56001
4103,"One Minneapolis Brewing Company, LLC",,Minneapolis,MN,55401
4105,Outstate Brewing Company LLC,,Fergus Falls,MN,56537
4107,Pig Ate My Pizza Brew Pub,,"Robbinsdale,",MN,55422
4124,"Sleepy Eye Brewing Company, LLC",,Sleepy Eye,MN,56085
4139,"The Lab, LLC",,Saint Paul,MN,55110
4140,Thesis Beer Project,,Rochester,MN,55902
4145,Twelve Down Brewing,,St. Louis Park,MN,
4178,Old Kudzu Brewing,,Meridian,MS,
4184,3 Trails Brewing,111 N Main St,Independence,MO,64050
4187,Alma Mader Brewing,,KANSAS CITY,MO,64108
4194,Augusta Brewing Co,109 W Main St,Washington,MO,63090
4196,"Bard's Brewery, LLC",,Lees Summit,MO,64063
4208,"Brewery In Planning - Kansas City, MO",,Kansas city,MO,64108
4246,Hold Fast Brewing,,Springfield,MO,65810
4248,Iron County Brewing Company LLC,,Ironton,MO,63650
4260,Melvin Brewing,,Eureka,MO,63025
4270,Outlaw Cigar / Gunslinger Saloon Brewing,,Kansas City,MO,64151
4273,Petrichor Brewing,,O'Fallon,MO,63368
4275,POG Brewing Company,,Cleveland,MO,64734
4277,Prehistoric Brewing Company,,Willard,MO,65781
4283,Rochester Brewing and Roasting Company,,Kansas City,MO,64108
4291,Southern Heritage Brewing Company,,Doe Run,MO,63637
4297,The Gallows LLC,,Farmington,MO,63640
4306,Two Plumbers Brewery Arcade,2236 1st Capitol Dr,Saint Charles,MO,63301
4307,Uranus Brewery,,Saint Robert,MO,65584
4318,380 Brewing Company,,Clancy,MT,59634
4338,"Brewery in Planning - Belgrade, MT",,Belgrade,MT,59714
4341,Brother Joseph's Brewing Company,,Missoula,MT,
4347,Conflux Brewing,202 E Main St,Missoula,MT,59802
4355,Flathead Lake Brewing Co - Production Only,,Bigfork,MT,59911
4357,Game Bag Brewing,,Belgrade,MT,59714
4360,Golden Triangle Brew Co,,Fort Benton,MT,59442
4373,Kettlehouse Brewing Co - Bonner Brewery,605 Coldsmoke Ave,Bonner,MT,59823
4376,Lewistown Brewing Co,,Lewistown,MT,59457
4391,OddPitch Brewing Co.,,Missoula,MT,59801
4417,Barley Boys Brewery,,Omaha,NE,68144
4425,Brewery In Planning - Omaha,,Omaha,NE,68102
4428,Canyon Lake Brewing Company,,,NE,
4446,JGR Enterprises Inc,,Omaha,NE,68135
4448,Jukes Ale Works LLC,,Elkhorn,NE,68022
4480,Beer District Brewing,,Las Vegas,NV,89101
4486,Brewery In Planning - Las Vegas,,Las Vegas,NV,89144
4487,"Brewery in Planning - Las Vegas, NV",,Las Vegas,NV,89144
4499,Little Vixen Brewing,,Las Vegas,NV,89138
4502,Nevadan Brewing Company,,Las Vegas,NV,89139
4564,Laughinghouse Brewing,,Nashua,NH,03060
4576,Northwoods Brewing Co,,Northwood,NH,03261
4577,Odd Fellows Brewing Co,124 Main St,Nashua,NH,03060
4593,Stripe Nine Brewing Co.,,Somersworth,NH,03878
4594,TaleSpinner Craft Brewery,,Nashua,NH,03062
4611,Artisan Owl Brewing Company,,Ocean City,NJ,08226
4614,Ashton Brewing Company,,Morris County,NJ,
4617,Axe And Arrow Brewery,,Glassboro,NJ,08028
4618,Backman Brewing Company,,Whitehouse Station,NJ,08889
4628,Brew Circus,,Ringwood,NJ,07456
4629,Brewery In Planning,,Point Pleasant,NJ,08742
4630,Brewery in Planning - Lakewood,,Lakewood,NJ,08701
4631,Brewery In Planning - Milwaukee,,Rutherford,NJ,07070
4632,"Brewery in Planning - Upper Montclair, NJ",,Upper Montclair,NJ,07043
4639,Bull n Bear Brewery,,Summit,NJ,07901
4660,Double Tap Brewing,,Whippany,NJ,07981
4668,Four City Brewing Company,,West Orange,NJ,07052
4672,Ghost Hawk Brewing Company,,Clifton,NJ,07014
4673,Ginker Brewing,,East Brunswick,NJ,08816
4681,Highrail Brewing Company,,High Bridge,NJ,08809
4682,"HistoryQuest, LLC",,Morristown,NJ,07960
4694,Knights Keep Brewing,,Roebling,NJ,08554
4695,"Krogh's Brewing, LLC",,Newton,NJ,07860
4700,Long Branch Brewery,,Long Branch,NJ,07740
4709,Muckraker Beermaker,,Franklin,NJ,07416
4716,Readington Brewery Inc.,,Neshanic Station,NJ,08853
4722,Side Brewing,,Bridgewater,NJ,
4724,Soma Brewing LLC,,South Orange,NJ,07079
4725,Somers Point Brewing Company,,Somers Point,NJ,08244
4726,Source Brewing,,Colts Neck,NJ,07722
4728,Sunken Silo Brew Works,,Lebanon,NJ,08833
4735,Toms River Brewing llc,,Toms River,NJ,08755
4768,Brewery in Planning - Los Alamos,,Los Alamos,NM,87547
4770,Callahan West Brewery,20 Main St,Mosquero,NM,87733
4787,Ex Novo Albuquerque,,Albuquerque,NM,
4802,Lauter Haus Brewing Co,,Farmington ,NM,87401
4810,New Mexico State University Department Of Chemical,,Las Cruces,NM,88003
4823,"Second Alarm Brewhouse, LLC",,Jemez Springs,NM,87025
4848,42 North Brewing Company,25 Pine St,East Aurora,NY,14052
4860,Apex Brewery,,Monroe,NY,10950
4861,Argyle Brewing Company,1 Main St,Greenwich,NY,12834
4866,AW Ingenuity,,Queens ,NY,11104
4869,Back Barn Brewing Company,,Delanson,NY,12053
4871,Baggs Square Brewing Co.,,Poland,NY,13431
4880,Bellport Brewing Company,,Rocky Point,NY,11778
4897,Bound by Fate Brewing LLC,,Schuylerville,NY,12871
4900,Brewery in Planning - Astoria,,Astoria,NY,11105
4901,Brewery In Planning - Brooklyn,,Brooklyn,NY,11216
4902,Brewery in Planning - Brooklyn,,Brooklyn,NY,11231
4903,Brewery in Planning - Brooklyn,,Brooklyn,NY,11225
4904,"Brewery in Planning - Brooklyn, NY",,Brooklyn,NY,11222
4905,"Brewery in Planning - East Rochester, NY",,East Rochester,NY,14445
4906,Brewery in Planning - Long Island City,,Long Island City,NY,11101
4907,Brewery in Planning - New York,,New York,NY,
4908,"Brewery in Planning - Pine Island, NY",,Pine Island,NY,10969
4909,"Brewery in Planning - Schoharie, NY",,Schoharie,NY,12157
4948,Country Town Farm Brewery,,Friendship,NY,14739
4967,Duncan's Abbey,,Tarrytown,NY,10591
4968,Dyckman Beer Co,,Bronx,NY,10451
4972,Eli Fish Brewing Company,109 Main St,Batavia,NY,14020
4977,Empire City Beer Company,,New York,NY,10012
4997,Foreign Objects Beer Company,,New Paltz,NY,12561
5000,Fox Brewing Works,,Greenfield,NY,12833
5026,Great Life Brewing,,West Park,NY,12493
5027,Great South Bay Brewery,25 Drexel Dr,Bay Shore,NY,11706
5041,Helderberg Mountain Brewing Company,83 Main St,East Berne,NY,12059
5043,Hill Country Farm Brewery,,Jamesville,NY,13078
5044,Hofbrauhaus Buffalo,,Buffalo,NY,14221
5074,Kingston Standard Brewing Co.,,Kingston,NY,12401
5081,Lasting Joy Brwery,,Tivoli,NY,12583
5084,Limestone Creek Brewing Company,,Manlius,NY,13104
5085,Lincoln Hill Farm,,Canandaigua,NY,14424
5106,Mill House Brewing Company - Production,,Poughkeepsie,NY,12601
5108,Moriches Field Brewing Company,,Center Moriches,NY,11934
5115,New York Beer Project,,Victor,NY,
5119,Noble Savage Brewing Company,,Glen Cove,NY,11542
5127,Other Half Brewing,,Bloomfield,NY,14469
5133,Paradox Brewery / Gateway To the Adirondacks,,Schroon Lake,NY,12870
5137,Perfect Pour Brewery,,BUFFALO,NY,14216
5139,Pine Island Brewing Company,,Warwick,NY,10990
5143,Poormon Farms,,Seneca Falls,NY,13148
5146,Prison City Brewing,,Auburn,NY,13021
5148,Pull Brewing Co,317 Springtown Rd,New Paltz,NY,12561
5168,Rockaway Brewing Company,,Arverne,NY,11692
5169,Rocky Point Artisan Ales,,Rocky Point,NY,11778
5185,"SakeBrooklyn Brewing Co., LLC",,Brooklyn,NY,11237
5200,"Shepherds Eye Brewing Company, LLC",,Florida,NY,10921
5233,Sweet Thursday Beer Co,,Brooklyn,NY,11215
5246,The Food Works,,Brooklyn,NY,11206
5256,Tin Barn Brewery,,Warwick,NY,10990
5260,Trifocal Brewing Inc.,,Troy,NY,12180
5263,Tuthilltown Spirits,,Gardiner,NY,12525
5269,Upward Brewing Co.,,Livingston Manor,NY,12758
5272,Velveteen Brewing Co,,Mamaroneck,NY,10543
5276,Wartega Brewing,33 35th St Unit 6A,Brooklyn,NY,11232
5285,Whitman Brewing Company,,Saratoga Springs,NY,12866
5286,Wild East Brewing Co.,,Brooklyn,NY,11217
5289,Winner’s Circle Brewing Company,,Saratoga Springs,NY,12866
5293,Woodcock Brothers Brewing,,North Tonawanda,NY,14120
5295,Wooden Skiff Beer Co.,,Buffalo,NY,14216
5312,Armory Beer Company,,Charlotte,NC,
5324,Beer Army,,New Bern,NC,28564
5338,Blue Ridge Community College,,Flat Rock,NC,28731
5351,Brewery In Planning - Fayetteville,,Fayetteville,NC,28303
5352,Brewery in Planning - Hendersonville,,Wilmington,NC,28403
5353,Brewery In Planning - Southern Pines,,,NC,
5354,Brewery In Planning - Winston Salem,,Forest City,NC,28043
5355,Brewery in Planning - Winston Salem,,Winston Salem,NC,27106
5357,BrickTree Brewing Co.,,Lincolnton,NC,28092
5369,Burial Beer Co Forestry Camp,,Asheville,NC,28803
5376,Casita Cerveceria,,Fountain,NC,
5384,Collection Brewing Company,,Raleigh,NC,27614
5392,Dancer Creek Brewing,,Waynesville,NC,28786
5394,Dingo Dog Brewing Co,,Carrboro,NC,27510
5417,Forgotten Road Ales,,Graham,NC,27253
5421,"Franklin Brewing Company, LLC",,Angier,NC,27501
5433,"Goose And The Monkey Brew House, LLC",,Lexington,NC,27292
5436,GroundLion Brewing,,Seagrove,NC,27341
5438,Hatchet Brewing Company,,Southern Pines,NC,28387
5479,Lucky City Brewing Co.,,Reidsville,NC,27320
5488,Middle James Brewing Company,,Pineville,NC,28134
5502,New Realm Brewing,,Charlotte,NC,28203
5513,Oden Brewing Company,,"Greensboro, NC",NC,27403
5526,Pinehurst Brewery,,Pinehurst,NC,28374
5533,Protagonist Brewery,,Charlotte,NC,28205
5539,Regulator Brewing Company,,Hillsbourough,NC,
5543,Royal Bliss Brewing Co.,,Denver,NC,28073
5558,Southend Brewing Co.,,Greensboro,NC,27406
5563,Southern Strain Brewing Company,,Concord,NC,28025
5578,The Levee Brewery and Pub,118 Main St W,Valdese,NC,28690
5591,Traust Brewing Company,,Charlotte,NC,28205
5599,"Twoboros Brewery, LLC",,Wilkesboro,NC,28697
5603,UpCountry Brewing,,Brevard,NC,28712
5621,Wicked Weed Funkatorium,95 Old Shoals Rd,Arden,NC,28704
5625,Wooden Robot,,Charlotte,NC,28203
5633,Black Leg Brewery,,McKenzie,ND,58572
5645,Old Ten Brewing,,Bismarck,ND,
5646,Phat Fish Brewing,,Dickinson,ND,58601
5656,Aistear Brewing,,Bowling Green,OH,43402
5659,Amusement Ales and Brewery,,Sandusky,OH,44870
5662,Arlyn's Good Beer,,Bowling Green,OH,43402
5669,Big Ash Brewing Company,,Cincinnati,OH,45244
5672,Birdfish Brewing Co - Down Low,140 E Park Ave,Columbiana,OH,44408
5682,Breaking Point Brewery,,Cleveland Heights,OH,44121
5683,Brew Kettle - Hudson,,Hudson,OH,44236
