GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP,ADMIN_PCT,IMPUT_PCT
Geographic identifier code,Id2,Geographic area name,Id,2007 NAICS code,Meaning of 2007 NAICS code,Id,Year,Number of establishments,"Sales ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12,"Sales, receipts, or revenue from administrative records (%)","Sales, receipts, or revenue estimated (%)"
0400000US01,1,Alabama,,72,Accommodation and food services,,2007,8093,6426342,1751393,417833,150791,13.5,11.8
0400000US01,1,Alabama,,721,Accommodation,,2007,882,985228,230228,54481,14352,11,8.6
0400000US01,1,Alabama,,7211,Traveler accommodation,,2007,753,931462,217974,51801,13643,10.1,8.5
0400000US01,1,Alabama,,72111,Hotels (except casino hotels) and motels,,2007,740,926691,216751,51535,13519,10.1,8.5
0400000US01,1,Alabama,,721110,Hotels (except casino hotels) and motels,,2007,740,926691,216751,51535,13519,10.1,8.5
0400000US01,1,Alabama,,72119,Other traveler accommodation,,2007,13,4771,1223,266,124,12.3,0
0400000US01,1,Alabama,,721191,Bed-and-breakfast inns,,2007,10,,,,,,
0400000US01,1,Alabama,,721199,All other traveler accommodation,,2007,3,,,,,,
0400000US01,1,Alabama,,7212,RV (recreational vehicle) parks and recreational camps,,2007,87,33245,8889,1813,437,25.5,14.1
0400000US01,1,Alabama,,72121,RV (recreational vehicle) parks and recreational camps,,2007,87,33245,8889,1813,437,25.5,14.1
0400000US01,1,Alabama,,721211,RV (recreational vehicle) parks and campgrounds,,2007,38,12567,2725,594,177,29.8,14.9
0400000US01,1,Alabama,,721214,Recreational and vacation camps (except campgrounds),,2007,49,20678,6164,1219,260,23,13.6
0400000US01,1,Alabama,,7213,Rooming and boarding houses,,2007,42,20521,3365,867,272,26.4,7.2
0400000US01,1,Alabama,,72131,Rooming and boarding houses,,2007,42,20521,3365,867,272,26.4,7.2
0400000US01,1,Alabama,,721310,Rooming and boarding houses,,2007,42,20521,3365,867,272,26.4,7.2
0400000US01,1,Alabama,,722,Food services and drinking places,,2007,7211,5441114,1521165,363352,136439,13.9,12.4
0400000US01,1,Alabama,,7221,Full-service restaurants,,2007,2745,2154093,692759,165981,58525,16.9,12.1
0400000US01,1,Alabama,,72211,Full-service restaurants,,2007,2745,2154093,692759,165981,58525,16.9,12.1
0400000US01,1,Alabama,,722110,Full-service restaurants,,2007,2745,2154093,692759,165981,58525,16.9,12.1
0400000US01,1,Alabama,,7222,Limited-service eating places,,2007,3858,2888442,722020,172216,70777,12,12.7
0400000US01,1,Alabama,,72221,Limited-service eating places,,2007,3858,2888442,722020,172216,70777,12,12.7
0400000US01,1,Alabama,,722211,Limited-service restaurants,,2007,3395,2618854,647411,153782,63468,11.8,13.2
0400000US01,1,Alabama,,722212,"Cafeterias, grill buffets, and buffets",,2007,191,162277,45392,11316,4383,18.3,9.1
0400000US01,1,Alabama,,722213,Snack and nonalcoholic beverage bars,,2007,272,107311,29217,7118,2926,8.1,6.8
0400000US01,1,Alabama,,7223,Special food services,,2007,297,309450,87346,20511,5429,5.3,6.9
0400000US01,1,Alabama,,72231,Food service contractors,,2007,188,263254,74897,17484,4595,1.8,4.9
0400000US01,1,Alabama,,722310,Food service contractors,,2007,188,263254,74897,17484,4595,1.8,4.9
0400000US01,1,Alabama,,72232,Caterers,,2007,101,44645,12277,2990,827,26.2,18.3
0400000US01,1,Alabama,,722320,Caterers,,2007,101,44645,12277,2990,827,26.2,18.3
0400000US01,1,Alabama,,72233,Mobile food services,,2007,8,1551,172,37,7,3.6,20.8
0400000US01,1,Alabama,,722330,Mobile food services,,2007,8,1551,172,37,7,3.6,20.8
0400000US01,1,Alabama,,7224,Drinking places (alcoholic beverages),,2007,311,89129,19040,4644,1708,36.3,29.3
0400000US01,1,Alabama,,72241,Drinking places (alcoholic beverages),,2007,311,89129,19040,4644,1708,36.3,29.3
0400000US01,1,Alabama,,722410,Drinking places (alcoholic beverages),,2007,311,89129,19040,4644,1708,36.3,29.3
0400000US02,2,Alaska,,72,Accommodation and food services,,2007,1996,1851293,529839,113563,25638,19.9,12.1
0400000US02,2,Alaska,,721,Accommodation,,2007,528,670824,173763,32974,6524,18.8,7.5
0400000US02,2,Alaska,,7211,Traveler accommodation,,2007,361,579565,153556,31166,6220,13.8,7.1
0400000US02,2,Alaska,,72111,Hotels (except casino hotels) and motels,,2007,296,567410,151302,30841,6103,13.5,7.1
0400000US02,2,Alaska,,721110,Hotels (except casino hotels) and motels,,2007,296,567410,151302,30841,6103,13.5,7.1
0400000US02,2,Alaska,,72119,Other traveler accommodation,,2007,65,12155,2254,325,117,26.5,5.7
0400000US02,2,Alaska,,721191,Bed-and-breakfast inns,,2007,41,8063,1449,244,92,31.5,4.3
0400000US02,2,Alaska,,721199,All other traveler accommodation,,2007,24,4092,805,81,25,16.7,8.4
0400000US02,2,Alaska,,7212,RV (recreational vehicle) parks and recreational camps,,2007,160,89352,19285,1548,258,51.6,10.5
0400000US02,2,Alaska,,72121,RV (recreational vehicle) parks and recreational camps,,2007,160,89352,19285,1548,258,51.6,10.5
0400000US02,2,Alaska,,721211,RV (recreational vehicle) parks and campgrounds,,2007,30,10678,1813,219,35,47.7,17.1
0400000US02,2,Alaska,,721214,Recreational and vacation camps (except campgrounds),,2007,130,78674,17472,1329,223,52.1,9.6
0400000US02,2,Alaska,,7213,Rooming and boarding houses,,2007,7,1907,922,260,46,13.4,0
0400000US02,2,Alaska,,72131,Rooming and boarding houses,,2007,7,1907,922,260,46,13.4,0
0400000US02,2,Alaska,,721310,Rooming and boarding houses,,2007,7,1907,922,260,46,13.4,0
0400000US02,2,Alaska,,722,Food services and drinking places,,2007,1468,1180469,356076,80589,19114,20.5,14.7
0400000US02,2,Alaska,,7221,Full-service restaurants,,2007,526,431382,133899,28827,7384,28.7,17.9
0400000US02,2,Alaska,,72211,Full-service restaurants,,2007,526,431382,133899,28827,7384,28.7,17.9
0400000US02,2,Alaska,,722110,Full-service restaurants,,2007,526,431382,133899,28827,7384,28.7,17.9
0400000US02,2,Alaska,,7222,Limited-service eating places,,2007,649,365323,89793,20660,6999,17,17.1
0400000US02,2,Alaska,,72221,Limited-service eating places,,2007,649,365323,89793,20660,6999,17,17.1
0400000US02,2,Alaska,,722211,Limited-service restaurants,,2007,416,301555,72971,16736,5495,15.7,18.1
0400000US02,2,Alaska,,722212,"Cafeterias, grill buffets, and buffets",,2007,12,12528,2670,791,202,1.1,5.1
0400000US02,2,Alaska,,722213,Snack and nonalcoholic beverage bars,,2007,221,51240,14152,3133,1302,28.7,14
0400000US02,2,Alaska,,7223,Special food services,,2007,101,278796,103565,24406,2797,1.1,7.5
0400000US02,2,Alaska,,72231,Food service contractors,,2007,73,274874,102602,24256,2737,0.8,7.4
0400000US02,2,Alaska,,722310,Food service contractors,,2007,73,274874,102602,24256,2737,0.8,7.4
0400000US02,2,Alaska,,72232,Caterers,,2007,9,1641,423,51,23,38.5,15.5
0400000US02,2,Alaska,,722320,Caterers,,2007,9,1641,423,51,23,38.5,15.5
0400000US02,2,Alaska,,72233,Mobile food services,,2007,19,2281,540,99,37,8.5,7.1
0400000US02,2,Alaska,,722330,Mobile food services,,2007,19,2281,540,99,37,8.5,7.1
0400000US02,2,Alaska,,7224,Drinking places (alcoholic beverages),,2007,192,104968,28819,6696,1934,51,12.9
0400000US02,2,Alaska,,72241,Drinking places (alcoholic beverages),,2007,192,104968,28819,6696,1934,51,12.9
0400000US02,2,Alaska,,722410,Drinking places (alcoholic beverages),,2007,192,104968,28819,6696,1934,51,12.9
0400000US04,4,Arizona,,72,Accommodation and food services,,2007,11610,13268514,3766312,962983,250716,10.8,16.1
0400000US04,4,Arizona,,721,Accommodation,,2007,1322,4323441,1162194,303743,50807,5.7,24.3
0400000US04,4,Arizona,,7211,Traveler accommodation,,2007,1045,4147984,1122681,294234,48412,5.4,24.7
0400000US04,4,Arizona,,72111,Hotels (except casino hotels) and motels,,2007,970,3622955,1021609,269315,44976,5.9,15.5
0400000US04,4,Arizona,,721110,Hotels (except casino hotels) and motels,,2007,970,3622955,1021609,269315,44976,5.9,15.5
0400000US04,4,Arizona,,72112,Casino hotels,,2007,5,497936,93969,23459,3024,0,92.6
0400000US04,4,Arizona,,721120,Casino hotels,,2007,5,497936,93969,23459,3024,0,92.6
0400000US04,4,Arizona,,72119,Other traveler accommodation,,2007,70,27093,7103,1460,412,27.3,3.2
0400000US04,4,Arizona,,721191,Bed-and-breakfast inns,,2007,48,12878,2899,711,231,39.2,6.7
0400000US04,4,Arizona,,721199,All other traveler accommodation,,2007,22,14215,4204,749,181,16.5,0
0400000US04,4,Arizona,,7212,RV (recreational vehicle) parks and recreational camps,,2007,263,165913,37020,8855,2273,13.1,15.2
0400000US04,4,Arizona,,72121,RV (recreational vehicle) parks and recreational camps,,2007,263,165913,37020,8855,2273,13.1,15.2
0400000US04,4,Arizona,,721211,RV (recreational vehicle) parks and campgrounds,,2007,215,129314,24500,6083,1690,9.3,17
0400000US04,4,Arizona,,721214,Recreational and vacation camps (except campgrounds),,2007,48,36599,12520,2772,583,26.6,8.8
0400000US04,4,Arizona,,7213,Rooming and boarding houses,,2007,14,9544,2493,654,122,40.5,32.7
0400000US04,4,Arizona,,72131,Rooming and boarding houses,,2007,14,9544,2493,654,122,40.5,32.7
0400000US04,4,Arizona,,721310,Rooming and boarding houses,,2007,14,9544,2493,654,122,40.5,32.7
0400000US04,4,Arizona,,722,Food services and drinking places,,2007,10288,8945073,2604118,659240,199909,13.3,12.1
0400000US04,4,Arizona,,7221,Full-service restaurants,,2007,3874,3892243,1339471,348887,95978,15.3,13.2
0400000US04,4,Arizona,,72211,Full-service restaurants,,2007,3874,3892243,1339471,348887,95978,15.3,13.2
0400000US04,4,Arizona,,722110,Full-service restaurants,,2007,3874,3892243,1339471,348887,95978,15.3,13.2
0400000US04,4,Arizona,,7222,Limited-service eating places,,2007,5083,3901848,988099,244543,84558,11.9,11.8
0400000US04,4,Arizona,,72221,Limited-service eating places,,2007,5083,3901848,988099,244543,84558,11.9,11.8
0400000US04,4,Arizona,,722211,Limited-service restaurants,,2007,4105,3326321,841833,210498,71859,11.6,12.1
0400000US04,4,Arizona,,722212,"Cafeterias, grill buffets, and buffets",,2007,162,169127,45072,11347,3491,21.4,12.8
0400000US04,4,Arizona,,722213,Snack and nonalcoholic beverage bars,,2007,816,406400,101194,22698,9208,10.2,9
0400000US04,4,Arizona,,7223,Special food services,,2007,612,796138,195685,45013,12018,5,5.2
0400000US04,4,Arizona,,72231,Food service contractors,,2007,448,686690,165955,37939,10025,2.1,4.6
0400000US04,4,Arizona,,722310,Food service contractors,,2007,448,686690,165955,37939,10025,2.1,4.6
0400000US04,4,Arizona,,72232,Caterers,,2007,124,91103,26226,6290,1707,26,6.6
0400000US04,4,Arizona,,722320,Caterers,,2007,124,91103,26226,6290,1707,26,6.6
0400000US04,4,Arizona,,72233,Mobile food services,,2007,40,18345,3504,784,286,9.7,19.9
0400000US04,4,Arizona,,722330,Mobile food services,,2007,40,18345,3504,784,286,9.7,19.9
0400000US04,4,Arizona,,7224,Drinking places (alcoholic beverages),,2007,719,354844,80863,20797,7355,25,19.1
0400000US04,4,Arizona,,72241,Drinking places (alcoholic beverages),,2007,719,354844,80863,20797,7355,25,19.1
0400000US04,4,Arizona,,722410,Drinking places (alcoholic beverages),,2007,719,354844,80863,20797,7355,25,19.1
0400000US05,5,Arkansas,,72,Accommodation and food services,,2007,5112,3559795,994135,235697,89933,16.8,9.9
0400000US05,5,Arkansas,,721,Accommodation,,2007,775,618955,153349,34657,10421,13.5,6.4
0400000US05,5,Arkansas,,7211,Traveler accommodation,,2007,690,,,,,,
0400000US05,5,Arkansas,,72111,Hotels (except casino hotels) and motels,,2007,614,563896,140074,32048,9697,11.8,6.1
0400000US05,5,Arkansas,,721110,Hotels (except casino hotels) and motels,,2007,614,563896,140074,32048,9697,11.8,6.1
0400000US05,5,Arkansas,,72119,Other traveler accommodation,,2007,76,,,,,,
0400000US05,5,Arkansas,,721191,Bed-and-breakfast inns,,2007,34,4330,726,157,76,11.5,10.4
0400000US05,5,Arkansas,,721199,All other traveler accommodation,,2007,42,,,,,,
0400000US05,5,Arkansas,,7212,RV (recreational vehicle) parks and recreational camps,,2007,69,,,,,,
0400000US05,5,Arkansas,,72121,RV (recreational vehicle) parks and recreational camps,,2007,69,,,,,,
0400000US05,5,Arkansas,,721211,RV (recreational vehicle) parks and campgrounds,,2007,21,,,,,,
0400000US05,5,Arkansas,,721214,Recreational and vacation camps (except campgrounds),,2007,48,22523,6392,1189,238,26,11.8
0400000US05,5,Arkansas,,7213,Rooming and boarding houses,,2007,16,,,,,,
0400000US05,5,Arkansas,,72131,Rooming and boarding houses,,2007,16,,,,,,
0400000US05,5,Arkansas,,721310,Rooming and boarding houses,,2007,16,,,,,,
0400000US05,5,Arkansas,,722,Food services and drinking places,,2007,4337,2940840,840786,201040,79512,17.5,10.6
0400000US05,5,Arkansas,,7221,Full-service restaurants,,2007,1918,1189454,389132,93510,33994,24.8,14.3
0400000US05,5,Arkansas,,72211,Full-service restaurants,,2007,1918,1189454,389132,93510,33994,24.8,14.3
0400000US05,5,Arkansas,,722110,Full-service restaurants,,2007,1918,1189454,389132,93510,33994,24.8,14.3
0400000US05,5,Arkansas,,7222,Limited-service eating places,,2007,2107,1540441,398362,94722,40938,12.7,8.7
0400000US05,5,Arkansas,,72221,Limited-service eating places,,2007,2107,1540441,398362,94722,40938,12.7,8.7
0400000US05,5,Arkansas,,722211,Limited-service restaurants,,2007,1774,1373970,355533,84120,36981,12.3,8.9
0400000US05,5,Arkansas,,722212,"Cafeterias, grill buffets, and buffets",,2007,115,82794,19602,5080,1918,22,3.8
0400000US05,5,Arkansas,,722213,Snack and nonalcoholic beverage bars,,2007,218,83677,23227,5522,2039,10.5,9.2
0400000US05,5,Arkansas,,7223,Special food services,,2007,175,162601,41849,10104,3506,5.5,3.3
0400000US05,5,Arkansas,,72231,Food service contractors,,2007,111,141036,35743,8748,3025,0.2,2.5
0400000US05,5,Arkansas,,722310,Food service contractors,,2007,111,141036,35743,8748,3025,0.2,2.5
0400000US05,5,Arkansas,,72232,Caterers,,2007,61,,,,,,
0400000US05,5,Arkansas,,722320,Caterers,,2007,61,,,,,,
0400000US05,5,Arkansas,,72233,Mobile food services,,2007,3,,,,,,
0400000US05,5,Arkansas,,722330,Mobile food services,,2007,3,,,,,,
0400000US05,5,Arkansas,,7224,Drinking places (alcoholic beverages),,2007,137,48344,11443,2704,1074,28.7,6.3
0400000US05,5,Arkansas,,72241,Drinking places (alcoholic beverages),,2007,137,48344,11443,2704,1074,28.7,6.3
0400000US05,5,Arkansas,,722410,Drinking places (alcoholic beverages),,2007,137,48344,11443,2704,1074,28.7,6.3
0400000US06,6,California,,72,Accommodation and food services,,2007,75989,80852787,22374835,5447873,1366926,12.4,15.9
0400000US06,6,California,,721,Accommodation,,2007,6639,23211859,5942980,1471469,238109,4.2,18.8
0400000US06,6,California,,7211,Traveler accommodation,,2007,5780,22637351,5799071,1441450,231478,3.8,18.9
0400000US06,6,California,,72111,Hotels (except casino hotels) and motels,,2007,5292,18644928,4993243,1237935,204223,4.5,18.9
0400000US06,6,California,,721110,Hotels (except casino hotels) and motels,,2007,5292,18644928,4993243,1237935,204223,4.5,18.9
0400000US06,6,California,,72112,Casino hotels,,2007,13,3754417,747115,190444,23905,0,19.3
0400000US06,6,California,,721120,Casino hotels,,2007,13,3754417,747115,190444,23905,0,19.3
0400000US06,6,California,,72119,Other traveler accommodation,,2007,475,238006,58713,13071,3350,14,9.7
0400000US06,6,California,,721191,Bed-and-breakfast inns,,2007,360,153755,37138,8128,2327,10.5,12.6
0400000US06,6,California,,721199,All other traveler accommodation,,2007,115,84251,21575,4943,1023,20.5,4.4
0400000US06,6,California,,7212,RV (recreational vehicle) parks and recreational camps,,2007,624,487056,125680,25478,5433,14.7,14.3
0400000US06,6,California,,72121,RV (recreational vehicle) parks and recreational camps,,2007,624,487056,125680,25478,5433,14.7,14.3
0400000US06,6,California,,721211,RV (recreational vehicle) parks and campgrounds,,2007,409,315299,75327,15900,3368,13.5,14.8
0400000US06,6,California,,721214,Recreational and vacation camps (except campgrounds),,2007,215,171757,50353,9578,2065,16.9,13.3
0400000US06,6,California,,7213,Rooming and boarding houses,,2007,235,87452,18229,4541,1198,31.5,10
0400000US06,6,California,,72131,Rooming and boarding houses,,2007,235,87452,18229,4541,1198,31.5,10
0400000US06,6,California,,721310,Rooming and boarding houses,,2007,235,87452,18229,4541,1198,31.5,10
0400000US06,6,California,,722,Food services and drinking places,,2007,69350,57640928,16431855,3976404,1128817,15.7,14.7
0400000US06,6,California,,7221,Full-service restaurants,,2007,26968,25592994,8392867,2071216,540731,17.8,15.4
0400000US06,6,California,,72211,Full-service restaurants,,2007,26968,25592994,8392867,2071216,540731,17.8,15.4
0400000US06,6,California,,722110,Full-service restaurants,,2007,26968,25592994,8392867,2071216,540731,17.8,15.4
0400000US06,6,California,,7222,Limited-service eating places,,2007,35499,25791469,6376376,1534333,496330,14.3,14.8
0400000US06,6,California,,72221,Limited-service eating places,,2007,35499,25791469,6376376,1534333,496330,14.3,14.8
0400000US06,6,California,,722211,Limited-service restaurants,,2007,26596,20759209,5100225,1236057,393188,15.1,15.1
0400000US06,6,California,,722212,"Cafeterias, grill buffets, and buffets",,2007,657,811896,205746,52129,15310,17.4,6.5
0400000US06,6,California,,722213,Snack and nonalcoholic beverage bars,,2007,8246,4220364,1070405,246147,87832,9.7,14.8
0400000US06,6,California,,7223,Special food services,,2007,3426,4492837,1234434,267911,59470,7,8.6
0400000US06,6,California,,72231,Food service contractors,,2007,1984,3457499,924694,203004,42504,1.9,5.9
0400000US06,6,California,,722310,Food service contractors,,2007,1984,3457499,924694,203004,42504,1.9,5.9
0400000US06,6,California,,72232,Caterers,,2007,1178,913029,284373,60131,15599,20.8,18.1
0400000US06,6,California,,722320,Caterers,,2007,1178,913029,284373,60131,15599,20.8,18.1
