,lat,lng
212,34.39888380000001,-119.5184564
213,34.285558,-118.8820414
214,34.4480495,-119.242889
215,34.1975048,-119.1770516
216,34.4208305,-119.6981901
217,34.4358294,-119.8276389
218,50.718412,-3.533899
219,35.75467320000001,-118.4253627
220,36.3007835,-119.7829107
221,36.1516814,-95.9919048
222,37.09024,-95.712891
223,36.2077288,-119.3473379
224,36.3302284,-119.2920585
225,35.3732921,-119.0187125
226,35.2827524,-120.6596156
227,35.1185868,-120.5907252
228,35.4894169,-120.6707255
229,34.613597,-120.1926505
230,35.5641381,-121.0807468
231,35.1216424,-120.6212821
232,34.6391501,-120.4579409
233,35.3659445,-120.8499924
234,35.6368759,-120.6545022
235,35.1427533,-120.6412827
236,35.3899526,-120.6092971
237,34.8652574,-120.4359966
238,34.9530337,-120.4357191
239,34.5958201,-120.1376481
240,37.09024,-95.712891
241,41.1792258,-73.1894384
242,35.6468991,-117.8125674
243,37.7797825,-119.0754232
244,40.0378755,-76.3055144
245,40.0378755,-76.3055144
246,37.648546,-118.972079
247,34.5794343,-118.1164613
248,35.1321877,-118.4489739
249,34.4047987,-103.2052272
250,37.0582786,-120.8499151
251,36.9613356,-120.0607176
252,37.3279997,-119.6493154
253,36.708006,-119.5559652
254,36.7377981,-119.7871247
255,36.6777372,-121.6555013
256,36.5552386,-121.9232879
257,36.5552386,-121.9232879
258,36.4200307,-95.6673009
259,36.6002378,-121.8946761
260,36.1328981,-86.7940699
261,37.5778696,-122.34809
262,37.4635519,-122.4285862
263,37.3860517,-122.0838511
264,37.6138253,-122.4869194
265,37.2551636,-122.3830152
266,37.48521520000001,-122.2363548
267,37.5071591,-122.2605222
268,37.654656,-122.4077498
269,37.36883,-122.0363496
270,37.7749295,-122.4194155
271,37.7652065,-122.2416355
272,38.1749178,-122.2608044
273,38.049365,-122.1585777
274,38.5787965,-122.5797054
275,38.0193657,-122.1341321
276,37.9779776,-122.0310733
277,37.8215929,-121.9999606
278,37.9161326,-122.310765
279,41.1408363,-73.2612615
280,37.5482697,-121.9885719
281,37.6688205,-122.0807964
282,37.6818745,-121.7680088
283,36.7567292,-95.9373265
284,38.0279762,-121.8846806
285,37.6624312,-121.8746789
286,53.3498053,-6.2603097
287,-15.9650104,-5.7089241
288,-15.9650104,-5.7089241
289,37.7249296,-122.1560768
290,37.7799273,-121.9780153
291,38.2382474,-122.040244
292,38.1040864,-122.2566367
293,37.9100783,-122.0651819
294,37.8043637,-122.2711137
295,37.8715926,-122.272747
296,42.6525793,-73.7562317
297,37.5407246,-77.4360481
298,37.9735346,-122.5310874
299,38.3396367,-122.7010984
300,38.84622359999999,-77.30637329999999
301,38.3293416,-122.7096666
302,37.9340915,-122.5352539
303,37.9060368,-122.5449763
304,38.1074198,-122.5697032
305,38.232417,-122.6366524
306,36.1476347,-95.95207409999999
307,36.9752283,-121.953293
308,37.0057816,-121.5682751
309,36.06309600000001,-95.881996
310,37.2358078,-121.9623751
311,37.1305012,-121.6543901
312,37.3541079,-121.9552356
313,36.9741171,-122.0307963
314,37.0510595,-122.0146841
315,36.9880057,-121.9566267
316,36.910231,-121.7568946
317,37.3382082,-121.8863286
318,37.9577016,-121.2907796
319,38.4328317,-90.3776187
320,38.1341477,-121.2722194
321,36.4772614,-97.2825457
322,37.2116383,-76.7752102
323,37.4849377,-119.9662843
324,37.63909719999999,-120.9968782
325,44.9630216,-92.9649361
326,37.7396513,-121.4252227
327,37.4946568,-120.8465941
328,38.440429,-122.7140548
329,39.0089749,-123.3671551
330,38.8054624,-123.0172227
331,35.1414552,-79.0079949
332,38.5018575,-122.9961102
333,38.6104658,-122.8691609
334,38.9779531,-122.8394375
335,36.2894055,-95.1201952
336,39.0429506,-122.9158293
337,39.3221089,-123.113059
338,38.4021359,-122.8238806
339,38.291859,-122.4580356
340,39.1501709,-123.2077831
341,36.063095,-95.8830881
342,37.8239167,-96.2891703
343,40.94651520000001,-124.1006205
344,40.8665166,-124.0828396
345,40.8829072,-123.9839488
346,41.7557501,-124.2025913
347,40.5981867,-124.1572756
348,40.6411002,-124.2263437
349,43.6092338,-79.6997166
350,32.6098566,-85.48078249999999
351,37.07008709999999,-94.5094618
352,38.5449065,-121.7405167
353,38.6946259,-120.8149355
354,38.4454641,-121.8232958
355,38.4087993,-121.3716178
356,38.6446264,-121.2721718
357,38.6779591,-121.1760583
358,38.2546373,-121.2999485
359,39.25287,-94.627775
360,35.949526,-94.4235482
361,37.692323,-97.325646
362,54.978252,-1.61778
363,38.6785145,-121.2257818
364,38.7296252,-120.798546
365,41.9584457,-70.6672621
366,38.5890723,-121.302728
367,38.7907339,-121.2357828
368,38.7521235,-121.2880059
369,38.5804609,-121.530234
370,38.5249065,-121.9708017
371,37.050347,-95.65314839999999
372,43.0265022,-87.9123333
373,38.6857367,-121.082167
374,38.5815719,-121.4943996
375,38.5815719,-121.4943996
376,36.1329967,-95.9628389
377,39.2190608,-121.0610606
378,39.2615606,-121.0160594
379,39.5137752,-121.556359
380,40.3439888,-74.6514481
381,42.2528772,-71.0022705
382,39.1404477,-121.6169108
383,40.5865396,-122.3916754
384,41.2082089,-122.2719529
385,37.751005,14.9934349
386,41.2557119,-122.1394487
387,40.1784886,-122.2358302
388,41.42264979999999,-122.3861269
389,39.7810095,-120.6166077
390,40.4162842,-120.6530063
391,40.2614512,-121.1824925
392,38.939926,-119.9771868
393,39.327962,-120.1832533
394,39.8027644,-105.0874842
395,35.4858766,-97.5391684
396,37.09024,-95.712891
397,39.9205411,-105.0866504
398,33.7591757,-117.9897058
399,30.2240897,-92.0198427
400,38.2526647,-85.7584557
401,39.766098,-105.0772063
402,39.3722121,-104.8560902
403,39.3722121,-104.8560902
404,37.09024,-95.712891
405,44.7971939,-106.9561791
406,41.775305,-87.6416419
407,39.6172101,-104.9508141
408,39.613321,-105.0166498
409,39.536482,-104.8970678
410,39.5480789,-104.9739333
411,37.0364102,-95.6384683
412,36.1727784,-94.1156795
413,39.7392358,-104.990251
414,33.8536269,-118.1339563
415,47.61256299999999,-122.352422
416,39.8680412,-104.9719243
417,39.8961821,-104.9811468
418,40.0149856,-105.2705456
419,48.1988564,-122.126088
420,39.755543,-105.2210997
421,36.9153592,-95.8044244
422,39.4816537,-106.0383518
423,39.8019322,-105.5141639
424,39.6302643,-106.0433518
425,39.6333213,-105.3172146
426,33.1506744,-96.82361159999999
427,38.9076089,-77.07225849999999
428,40.086097,-105.9394597
429,39.7424881,-105.5136081
430,40.0588744,-106.3889199
431,39.2508229,-106.2925238
432,39.9613759,-105.5108312
433,40.4849769,-106.8317158
434,39.8916537,-105.7630624
435,39.6296191,-106.0712941
436,40.1672068,-105.1019275
437,40.103874,-105.1708193
438,40.3083174,-105.0810924
439,42.12922409999999,-80.085059
440,40.3772059,-105.5216651
441,40.5852602,-105.084423
442,39.41426879999999,-77.4105409
443,40.32674069999999,-78.9219698
444,40.3977612,-105.0749801
445,40.2247075,-105.271378
446,40.5291491,-104.9852533
447,-41.2864603,174.776236
448,40.5241479,-104.8510819
449,36.063095,-95.8830881
450,40.598019,-111.583187
451,40.0847055,-104.8130275
452,40.4233142,-104.7091322
453,37.09024,-95.712891
454,32.6926512,-114.6276916
455,38.9422556,-105.1576396
456,38.789217,-90.322614
457,38.8597127,-104.9171989
458,39.0284685,-104.4841284
459,38.9938808,-105.0569301
460,38.8338816,-104.8213634
461,32.7957445,-117.2535261
462,37.9850091,-103.5438321
463,10.691803,-61.222503
464,37.6241793,-104.7802645
465,37.4694491,-105.8700214
466,46.8107671,-90.81824
467,37.9963881,-105.6997332
468,32.4454675,-97.52972419999999
469,37.26945,-107.0097617
470,38.5347193,-105.9989022
471,37.8065045,-122.4207783
472,38.8697146,-106.9878231
473,43.7695604,11.2558136
474,38.5458246,-106.9253207
475,30.1896756,-82.6392899
476,38.5127752,-106.0772384
477,37.27528,-107.8800667
478,37.3488827,-108.5859265
479,37.4738818,-108.5045356
480,37.344996,-108.2892487
481,38.4783198,-107.8761738
482,38.0227716,-107.6714487
483,38.8683204,-107.5920017
484,38.1525873,-107.7556162
485,37.811941,-107.6645057
486,37.9374939,-107.8122852
487,39.0638705,-108.5506486
488,39.1588696,-108.7289882
489,39.1102587,-108.3509193
490,39.5505376,-107.3247762
491,37.0433597,-95.65133569999999
492,39.36887309999999,-107.0328241
493,37.7272727,-89.2167501
494,37.09024,-95.712891
495,37.09024,-95.712891
496,39.6402638,-106.3741955
497,40.8067546,-74.1854209
498,36.515694,-82.25696669999999
499,42.0241794,-73.3240842
500,41.9914071,-73.0956765
501,41.91728260000001,-72.458236
502,40.086097,-105.9394597
503,53.4807593,-2.2426305
504,53.4807593,-2.2426305
505,44.3726476,-72.87876250000001
506,41.6612104,-72.7795419
507,43.073403,-75.2876661
508,41.6757457,-72.86336349999999
509,41.6572525,-72.66557569999999
510,41.8489872,-72.57175509999999
511,41.9915062,-72.7017741
512,42.0027181,-72.5441445
513,40.2677539,-74.5402506
514,36.097897,-95.8526426
515,41.7634219,-72.6128339
516,41.7063537,-72.6596244
517,41.7620842,-72.7420151
518,41.7106543,-72.2081338
519,41.8025986,-71.8859054
520,36.762856,-95.929428
521,41.3556539,-72.0995209
522,42.6112018,-71.5745152
523,41.3542656,-71.96646199999999
524,37.79557,-122.393321
525,52.6308859,1.297355
526,41.3358915,-71.9058854
527,41.3773218,-71.8336802
528,41.2799027,-72.81411849999999
529,53.193392,-2.893075
530,37.5455735,-97.2689331
531,42.51954,-70.8967155
532,41.4771433,-72.5122763
533,41.4619986,-81.0737079
534,41.5623209,-72.6506488
535,41.2306979,-73.064036
536,41.5669981,-72.89905949999999
537,37.09024,-95.712891
538,41.4141172,-73.3035651
539,41.2960159,-72.38453009999999
540,37.2741908,-97.1689296
541,41.5964869,-72.8776013
542,41.4570108,-72.8230736
543,41.308274,-72.9278835
544,41.2841687,-72.8684565
545,41.3838782,-72.9026064
546,40.5575986,-74.2846022
547,41.1792258,-73.1894384
548,41.18454149999999,-73.1331651
549,41.5581525,-73.0514965
550,41.6023196,-72.9867718
551,41.1536674,-81.3578859
552,41.5770433,-73.4085463
553,43.467517,-79.6876659
554,41.3645382,-74.1059775
555,40.6098473,-122.3584268
556,41.394817,-73.4540111
557,41.11774399999999,-73.4081575
558,41.28406349999999,-73.4975412
559,39.0587452,-94.5985613
560,40.5865396,-122.3916754
561,41.0534302,-73.5387341
562,37.4172908,-95.67761039999999
563,40.735657,-74.1723667
564,41.5623209,-72.6506488
565,39.8101338,-75.6735556
566,34.2103894,-77.8868117
567,51.1278758,1.3134027
568,27.7635746,-97.4076327
569,38.7745565,-75.13934979999999
570,41.2306979,-73.064036
571,42.2495321,-71.0661653
572,38.7209454,-75.07601369999999
573,38.6928899,-75.0746249
574,33.8839926,-84.51437609999999
575,30.6696818,-81.46259189999999
576,30.1896756,-82.6392899
577,30.2821807,-82.12205689999999
578,30.1660736,-81.706484
579,29.9012437,-81.31243409999999
580,30.6319034,-81.6064866
581,29.2108147,-81.0228331
582,29.1383165,-80.9956105
583,29.5844524,-81.20786989999999
584,29.0258191,-80.9269984
585,29.2858129,-81.0558894
586,30.3321838,-81.65565099999999
587,34.6990505,-76.7402108
588,30.2841224,-81.3961338
589,30.4382559,-84.28073289999999
590,29.7257675,-84.9832435
591,30.1588129,-85.6602058
592,30.3960324,-86.2288322
593,30.42130899999999,-87.2169149
594,30.3935337,-86.4957833
595,30.42007079999999,-86.6170308
596,42.6953909,-1.6760691
597,42.2495321,-71.0661653
598,30.5168639,-86.48217199999999
599,29.6516344,-82.32482619999999
600,28.677775,-81.3278455
601,28.6988853,-81.30812259999999
602,28.8713443,-81.32893969999999
603,29.028318,-81.3031179
604,28.8527675,-81.6853534
605,37.29717979999999,-78.3961973
606,28.8024918,-81.644519
607,28.669997,-81.20812029999999
608,28.8028612,-81.269453
609,28.6122187,-80.8075537
610,39.8916537,-105.7630624
611,28.5383355,-81.3792365
612,28.3695351,-81.5261474
613,-37.8136276,144.9630576
614,28.0716832,-80.65338779999999
615,28.4740089,-80.5771737
616,28.3861159,-80.7419984
617,28.3200067,-80.6075513
618,28.1489021,-80.5883855
619,28.3180688,-80.6659842
620,27.816415,-80.4706078
621,27.6386434,-80.39727359999999
622,26.052311,-80.1439343
623,34.0928092,-118.3286614
624,37.09024,-95.712891
625,24.9242943,-80.62783639999999
626,24.5550593,-81.7799871
627,25.9023168,-80.25032709999999
628,26.2378597,-80.1247667
629,26.271192,-80.2706044
630,25.7616798,-80.1917902
631,25.790654,-80.1300455
632,25.8195424,-80.3553302
633,26.1224386,-80.13731740000001
634,26.0764783,-80.25211569999999
635,26.1723065,-80.1319893
636,26.7153424,-80.0533746
637,26.8171165,-80.0590804
638,26.7083984,-80.2306019
639,26.5317866,-80.0905465
640,26.3683064,-80.1289321
641,26.4614625,-80.0728201
642,36.6763758,-97.0793675
643,26.6167555,-80.0684479
644,26.9636401,-80.1121493
645,28.2336196,-82.18119469999999
646,28.0186323,-82.1128641
647,36.13919569999999,-95.9953743
648,27.7730836,-82.40759349999999
649,27.9462615,-82.2420317
650,27.950575,-82.4571776
651,27.950575,-82.4571776
652,27.7676008,-82.64029149999999
653,59.9342802,30.3350986
654,27.7428134,-82.7504542
655,27.7980814,-82.79732469999999
656,27.9658533,-82.8001026
657,27.9094665,-82.7873244
658,27.8397466,-82.79121339999999
659,37.09024,-95.712891
660,28.0652975,-81.7886906
661,28.0222435,-81.7328567
662,26.640628,-81.8723084
663,26.5628537,-81.9495331
664,26.9297836,-82.0453664
665,26.1420358,-81.7948103
666,26.339806,-81.7786972
667,27.4989278,-82.5748194
668,27.5214269,-82.57231929999999
669,27.3364347,-82.53065269999999
670,45.4408474,12.3155151
671,28.902479,-82.59260119999999
672,29.1871986,-82.14009229999999
673,28.4831682,-82.5369872
674,28.5552719,-82.3878709
675,32.6673701,-97.3247322
676,28.2441768,-82.7192671
677,37.0361559,-95.6305148
678,28.0780718,-82.7637127
679,28.1461248,-82.7567679
680,27.9908529,-82.6931553
681,27.9908529,-82.6931553
682,28.0197404,-82.7717684
683,28.5494447,-81.77285429999999
684,39.1156615,-77.56360149999999
685,28.5691677,-81.5439619
686,38.9917797,-74.8148894
687,28.5652787,-81.58618469999999
688,27.4467056,-80.3256056
689,27.2730492,-80.3582261
690,34.0753762,-84.2940899
691,33.7748275,-84.2963123
692,34.2073196,-84.14019259999999
693,40.3016375,-74.7361013
694,33.95260200000001,-84.5499327
695,33.3942655,-104.5230242
696,33.8081608,-84.17019599999999
697,37.09024,-95.712891
698,46.78667189999999,-92.1004852
699,34.0289259,-84.198579
700,32.9756415,-96.8899636
701,34.1650972,-84.7999382
702,34.0234337,-84.6154897
703,34.0234337,-84.6154897
704,41.9027835,12.4963655
705,42.0409247,-74.1181971
706,37.0891604,-95.7131979
707,33.0362218,-85.0322444
708,33.0362218,-85.0322444
709,33.3806716,-84.79965729999999
710,33.3968557,-84.59634319999999
711,33.7489954,-84.3879824
712,33.9304352,-84.3733147
713,33.8920468,-84.29881259999999
714,33.8920468,-84.29881259999999
715,33.660109,-84.4102046
716,32.4487876,-81.7831674
717,29.6516344,-82.32482619999999
718,39.0885488,-94.4767111
719,34.1092735,-83.7626729
720,41.49932,-81.6943605
721,34.5261465,-83.9843953
722,37.9838096,23.7275388
723,36.0726354,-79.7919754
724,37.022501,-95.6182247
725,28.7470494,-81.477209
726,33.4734978,-82.0105148
727,32.8406946,-83.6324022
728,32.0808989,-81.091203
729,38.679547,-90.50493499999999
730,30.8327022,-83.2784851
731,42.6525793,-73.7562317
732,41.3914827,-73.95597210000001
733,39.9611755,-82.99879419999999
734,30.4474878,-91.20732609999999
735,19.7241106,-155.0868193
736,21.4022222,-157.7394444
737,19.639994,-155.9969261
738,20.0230556,-155.6716667
739,21.3996475,-157.7973653
740,20.7644275,-156.4450063
741,20.8783333,-156.6825
742,21.9811111,-159.3711111
743,21.4513314,-158.0152807
744,21.3866667,-158.0091667
745,21.3069444,-157.8583333
746,42.8621042,-112.4506191
747,44.5046445,-114.2317308
748,42.5558381,-114.4700518
749,42.5990714,-114.7594946
750,43.51962880000001,-114.3153245
751,43.6807402,-114.3636619
752,43.49266069999999,-112.0407584
753,42.9825633,-77.4088794
754,45.1757547,-113.8959008
755,29.8182805,-95.41010360000001
756,35.7858169,-96.77482979999999
757,45.4221105,-116.3154109
758,44.906183,-116.1171311
759,43.5788175,-116.55978
760,43.6150186,-116.2023137
761,37.9716898,-100.8726618
762,37.9716898,-100.8726618
763,48.6913257,-116.3163092
764,47.6734632,-116.7812225
765,37.6789446,-97.1049646
766,55.755826,37.6172999
767,48.3054806,-116.5338037
768,47.7179578,-116.9515856
769,48.5879853,-116.8668585
770,47.8124031,-116.8965857
771,48.276577,-116.553465
772,31.314414,-85.465817
773,42.0039178,-87.9703461
774,42.1539141,-88.1361888
775,42.0881054,-88.1535352
776,42.2122015,-88.167149
777,35.79154,-78.7811169
778,42.2411344,-88.31619649999999
779,41.98675069999999,-87.8721602
780,42.0778065,-87.8223368
781,42.34446639999999,-88.04174599999999
782,42.3702996,-87.90201859999999
783,42.1816918,-87.8003437
784,42.1997468,-87.80923349999999
785,42.2791365,-87.8443151
786,42.1783584,-87.99785179999999
787,42.19696889999999,-88.0934108
788,42.2830786,-87.9531303
789,42.333355,-88.2667534
790,42.263079,-88.00396529999999
791,42.263079,-88.00396529999999
792,42.1275267,-87.82895479999999
793,42.1103041,-88.03424000000001
794,52.9451889,-0.1601246
795,42.2589122,-88.1392474
796,42.3636331,-87.84479379999999
797,42.1662831,-87.9631308
798,42.4789097,-87.8236841
799,42.1655801,-88.29424929999999
800,32.6789285,-97.0552733
801,41.9294736,-88.75036469999999
802,42.0989145,-88.2714689
803,42.0980812,-88.28285810000001
804,41.8994744,-87.9403418
805,41.8794758,-87.81367
806,46.2043907,6.1431577
807,41.9750287,-88.0072909
808,41.8800296,-88.00784349999999
809,42.0333607,-88.0834059
810,41.9141945,-88.3086867
811,41.95586369999999,-87.8708965
812,41.8897519,-87.98895429999999
813,41.8661403,-88.1070127
814,42.0450722,-87.68769689999999
815,41.8850317,-87.7845025
816,41.85058739999999,-87.7936685
817,43.0891787,-87.8875848
818,41.6572562,-87.68004859999999
819,41.4294753,-88.2286735
820,35.240117,24.8092691
821,41.5428123,-87.6847684
822,39.08627329999999,-120.1607425
823,41.525031,-88.0817251
824,42.732535,-84.5555347
825,41.673642,-88.0017261
826,41.69864159999999,-88.0683955
827,41.6475306,-88.0895061
828,41.5261437,-87.8892189
829,41.5119761,-87.9656098
830,41.6303103,-87.85394250000002
831,41.5731442,-87.7932939
832,34.87831000000001,-118.2967447
833,35.4858766,-97.5391684
834,41.8089191,-88.01117459999999
835,40.8456555,-74.0879195
836,41.7689207,-87.857835
837,41.7697533,-87.9358931
838,40.2247075,-105.271378
839,41.7508391,-88.1535352
840,41.8061399,-88.3272952
841,43.4553461,-76.5104973
842,39.70421229999999,-86.39943869999999
843,41.81780699999999,-88.17340209999999
844,34.4488434,-119.6610313
845,41.0771914,-73.4686858
846,41.8781136,-87.6297982
847,42.0189191,-87.80284019999999
848,41.1760108,-87.87952299999999
849,41.2505881,-87.8314324
850,37.0533656,-94.5263755
851,26.5416093,-78.64554749999999
852,42.4166744,-90.4290168
853,36.1610453,-95.9001784
854,42.4930708,-89.0367763
855,42.2711311,-89.0939952
856,42.3472406,-89.03899559999999
857,41.5094771,-90.5787476
858,42.795896,-77.816947
859,41.5067003,-90.51513419999999
860,45.4215296,-75.69719309999999
861,40.94781580000001,-90.3712395
862,40.2804557,-74.0058114
863,40.6936488,-89.5889864
864,40.666149,-89.5800978
865,39.165325,-86.52638569999999
866,38.3686324,-93.7782689
867,40.5142026,-88.9906312
868,40.1105875,-88.2072697
869,40.1164204,-88.2433829
870,38.9076089,-77.07225849999999
871,40.1953106,-88.40422339999999
872,38.0086043,-78.4531994
873,40.054753,-88.2517165
874,48.856614,2.3522219
875,38.8906038,-90.1842764
876,38.8114364,-89.95315699999999
877,42.2070391,-71.6856236
878,38.5200504,-89.9839935
879,38.6106042,-89.52703059999999
880,38.6703266,-89.9845476
881,38.8106075,-90.69984769999999
882,38.2117172,-89.9942741
883,50.71469,4.3991
884,39.1330967,-88.4719918
885,33.7748275,-84.2963123
886,39.9378273,-89.67593719999999
887,37.2279279,-77.40192669999999
888,37.2089572,-93.29229889999999
889,37.09024,-95.712891
890,38.0114393,-89.2361935
891,37.5703276,-89.31758789999999
892,36.951999,-92.6604457
893,37.9100504,-89.2359165
894,37.7644952,-89.3350888
895,37.09024,-95.712891
896,36.5552386,-121.9232879
897,39.9567548,-86.01335
898,40.0683725,-85.84831319999999
899,39.8942911,-85.91978379999999
900,40.0455917,-86.0085955
901,37.783733,-122.4068808
902,39.9972626,-86.3458296
903,39.5208818,-86.16776569999999
904,39.7219884,-86.0899847
905,39.8433769,-86.39777350000001
906,37.09024,-95.712891
907,39.6444898,-86.8647316
908,42.9614039,-88.0125865
909,39.6136578,-86.10665259999999
910,36.6915262,-79.8725386
911,39.70421229999999,-86.39943869999999
912,39.5500485,-86.0797079
913,39.768403,-86.158068
914,39.768403,-86.158068
915,41.6105937,-87.06419919999999
916,43.6316876,-79.395972
917,41.4169806,-87.3653135
918,41.4942021,-87.52170679999999
919,41.5283693,-87.42364970000001
920,41.5833688,-87.5000412
921,51.9606649,7.6261347
922,29.6657838,-95.0193728
